ID player;age
1990;14
1991;14
1992;14
1993;14
1994;14
1995;14
1996;14
1997;14
1998;14
1999;13
2000;14
2001;13
2002;14
2003;16
2004;16
2005;16
2006;16
2007;16
2008;16
2009;16
2010;15
2011;16
3029;46
2013;16
2014;16
2015;16
2016;16
2017;16
2018;16
2019;16
2020;16
2021;16
2023;16
2024;16
2025;16
2026;16
2027;16
2028;16
2029;16
3991;15
4012;15
4124;15
2033;15
2034;15
2035;14
2036;15
2037;15
2038;15
2039;15
2040;15
2041;15
2042;15
2043;15
2044;15
2045;15
2046;15
2047;15
2048;31
2050;16
2051;16
2052;16
2053;16
2054;16
2055;18
2056;16
2057;16
2058;15
2059;15
2060;16
2061;16
2062;16
2063;16
2064;16
2065;16
2066;16
2067;15
2068;16
2069;16
2070;16
2071;17
2072;17
2073;15
2074;15
2075;15
2076;15
2077;15
2078;15
2079;15
2080;15
2081;15
2082;15
2083;15
2084;15
2085;15
2086;15
2087;15
2088;15
2089;15
2090;15
2091;15
2092;15
2093;15
2094;15
2095;14
2096;15
2097;15
2098;15
2099;15
2100;15
2101;15
2102;15
2103;15
2104;15
2105;15
2106;15
2107;15
2108;15
2109;15
2110;15
2111;15
2112;15
2113;15
2114;15
2115;15
2116;15
4081;14
2118;15
4080;14
2120;15
2121;15
2122;15
2123;15
2124;15
2125;15
2126;14
2127;15
2128;15
2129;14
2130;15
2131;15
2132;15
2133;14
2134;15
2135;15
2136;15
2137;15
2138;16
2139;15
2140;15
5508;20
2142;15
2143;15
2144;15
2145;15
2146;15
2147;15
2148;15
2149;15
2150;16
2151;15
2152;15
2153;15
2154;15
2155;15
2156;15
2157;15
2158;14
2159;15
2160;15
2161;15
2162;14
2163;15
2164;15
2165;15
2166;15
2167;15
2168;15
2169;15
2170;15
2171;15
2172;15
2173;15
2174;15
2175;15
2176;15
2177;15
2178;15
2179;15
2180;15
2181;15
2182;15
2183;15
2184;15
2185;15
2186;15
2187;14
2188;15
2189;15
2190;15
2191;15
2192;15
2193;84
2194;20
2195;20
2196;20
2197;20
2198;84
2199;20
2200;20
2201;19
2202;20
2203;20
2204;20
2205;20
2206;21
2207;20
2208;20
2209;21
2210;20
2211;20
2212;20
2213;20
2214;40
2215;37
2216;42
2217;29
2218;48
2219;41
2220;24
2221;40
2222;25
2223;39
2224;26
2225;21
2226;28
2227;21
2228;28
2229;33
2230;41
2231;41
2232;47
2233;52
2234;39
2235;65
2236;36
2237;41
2238;62
2239;43
2240;38
2241;48
2242;30
2243;36
2244;39
2245;36
2246;35
2247;60
2248;39
2249;84
2250;84
2251;84
2252;84
2253;84
2254;84
2255;84
2256;84
2257;84
2258;84
2259;84
2260;84
2261;84
2262;84
2263;84
2264;84
2265;84
2266;19
2267;20
2268;20
2269;20
2270;20
2271;20
2272;20
2273;20
2274;19
2275;20
2276;20
2277;20
2278;20
2279;19
2280;20
2281;20
2282;19
6199;36
2284;21
8617;36
2286;52
4126;15
6208;47
5516;27
2290;36
2291;24
2292;39
2293;43
2294;46
2295;47
2296;46
2297;44
2299;45
2300;39
2301;37
2302;50
2303;45
2304;30
2307;26
2311;35
2309;30
2310;33
2312;44
2313;51
2314;43
2315;26
2316;49
2317;26
2318;45
2319;36
2320;24
2321;47
2322;39
2323;46
2764;33
2325;38
2326;44
2327;36
2328;40
2329;46
2330;40
2331;43
2332;60
2333;41
2334;17
2335;17
2336;17
2337;17
2338;17
2339;17
2340;17
2341;17
2342;17
2343;17
2344;17
2345;17
2346;17
2347;17
2348;17
2349;17
2350;17
2351;17
2352;17
2353;17
2354;17
2355;17
2356;17
2357;17
2358;17
2359;17
2360;17
2361;17
2362;17
2363;17
2364;17
2365;17
2366;17
2367;17
2368;17
2369;17
2370;16
2371;17
2372;17
2373;84
2374;17
2375;16
2376;17
2377;17
2378;17
2379;17
2380;17
2381;17
2382;17
2383;17
2384;17
2385;17
2386;17
2387;17
2388;17
2389;17
2390;17
2391;17
2392;17
2393;17
2394;17
2395;17
2396;17
2397;17
2398;16
2399;17
2400;17
2401;17
2402;17
2403;17
2404;17
2405;17
2406;17
2407;17
2408;17
2409;17
2410;17
2411;17
2412;17
2413;17
2414;34
2415;31
2416;30
2417;32
2418;33
2419;36
2420;40
2421;42
2422;33
2423;40
2424;39
2425;43
2426;50
2427;33
2428;53
2429;38
2430;33
2431;34
2432;38
2433;42
2434;42
2435;26
2436;35
2437;39
2438;30
2439;44
2440;30
2441;52
2442;30
2443;29
2444;23
2445;31
2446;23
2447;31
2448;38
2449;37
2450;30
2451;28
2452;24
2453;28
2454;22
2455;25
2456;24
2457;39
2458;35
2459;40
2460;38
2461;46
2462;40
2463;40
2464;35
2465;28
2466;50
2467;40
2468;40
2469;48
2470;46
2471;45
2472;48
2473;51
2474;37
2479;26
2476;30
2477;35
2478;23
2480;35
2481;28
2482;27
2483;33
2484;40
2485;25
2487;43
2488;51
2489;26
2490;48
2491;45
2492;42
2493;14
2637;15
2495;14
2496;14
2497;14
2498;14
2499;24
2500;25
2501;35
2502;24
2503;26
2504;44
2505;41
2506;41
2507;38
2508;28
2509;31
2510;24
2511;31
2512;41
2513;33
2514;43
2515;42
2516;31
2517;43
2518;44
2519;14
2520;14
2521;13
2522;15
2523;14
2524;13
2525;13
2526;14
2527;13
2528;14
2529;14
2530;12
2531;13
2532;13
2533;14
2534;14
2535;15
2536;15
2537;14
2538;13
2539;15
2540;13
2541;14
2542;15
2543;13
2544;14
2545;14
2546;14
2547;14
2548;16
2549;39
2550;29
2551;27
2552;45
2553;41
2554;33
2555;40
2556;43
2557;35
2558;36
2559;38
2560;42
2561;56
2562;47
2563;44
2564;54
2565;35
2566;49
2567;48
2568;32
2569;48
2570;46
2571;52
2572;39
2573;65
2574;61
2575;36
2576;55
2577;36
2578;35
2579;40
2580;40
2581;40
2582;36
2583;50
2584;50
2585;32
2586;49
2587;37
2588;22
2589;13
2590;13
2591;13
2592;12
2593;13
2594;14
2595;14
2596;13
2597;13
2598;14
2599;14
2600;14
2601;14
2602;13
2603;14
2604;14
2605;14
2606;14
2607;14
5286;52
2610;14
2611;14
2612;14
2613;14
2614;14
2615;14
2616;14
2617;14
2618;14
2619;14
2620;14
2621;14
2622;14
2623;14
2624;14
2625;14
2626;14
2627;14
2628;14
2629;14
2630;14
2631;14
2632;13
2633;14
2634;14
2635;14
2636;14
2638;15
2639;15
2640;15
2641;15
2642;15
2643;15
2644;15
2645;14
2646;14
2647;15
2648;15
2649;15
2650;15
2651;15
2652;15
2653;15
2654;15
2655;15
2656;15
2657;15
2658;15
2659;15
2660;15
2661;15
2662;15
2663;15
2664;15
2665;15
2666;15
2667;15
2668;15
2669;15
2670;15
2671;15
2672;15
2673;15
2674;14
2675;15
2676;15
2677;15
2678;15
2679;15
2680;15
2681;15
2682;15
2683;15
2684;15
2685;15
2686;15
2687;17
2688;15
2689;15
2690;15
2691;15
2692;15
2693;15
2694;15
2695;15
2696;15
2697;15
2698;15
2699;15
2700;15
2701;15
2702;15
2703;15
2704;15
2705;15
2706;14
2707;15
2708;15
2709;15
2710;15
2711;15
2712;15
2713;15
2714;15
2715;15
2716;15
2717;15
2718;15
2719;14
2720;15
2721;15
2722;15
2723;15
2724;15
2725;15
2726;15
2727;14
2728;15
2729;15
2730;15
2731;15
2732;15
2733;15
2734;15
2735;16
2736;15
2737;15
2738;15
2739;15
2740;42
2741;28
2742;35
2743;34
2744;35
2745;15
2746;15
2747;15
2748;15
2749;15
2750;15
2751;15
2752;15
2753;24
2754;32
2755;37
2756;15
2757;24
2758;24
2759;23
2760;26
2762;33
2763;33
2765;34
2766;36
2767;45
2768;31
2769;30
2770;24
2771;24
2772;23
2773;41
2774;41
2775;52
2776;32
2777;43
2778;39
2779;48
2780;37
2781;41
2782;44
2783;42
2784;45
2785;55
2786;41
2787;40
2788;49
2789;29
2790;33
2791;48
2792;31
2793;34
2794;39
2795;41
2796;25
2797;39
2798;38
2799;48
2800;52
2801;24
2802;37
2803;61
2804;48
2805;29
2806;37
2807;29
2808;30
2809;43
2810;45
2811;32
2812;42
2813;39
2814;41
2815;47
2816;49
2817;33
5525;25
2819;41
2820;52
2821;31
2822;29
2823;54
2824;23
2825;49
2826;47
2827;45
2828;44
2829;48
2830;48
2831;40
2832;32
2833;47
2834;49
2835;42
2836;45
2837;40
2838;43
2839;41
2840;38
4492;23
2842;43
2843;31
2844;33
2845;52
2846;48
2847;52
2848;30
2849;38
2850;35
2852;38
2853;23
2854;32
2855;22
2856;24
6506;15
2858;36
2859;36
2860;36
2861;43
2862;37
2863;49
2864;52
2865;58
2866;63
2867;60
2868;58
2870;31
2871;42
2872;35
2873;44
2876;24
2875;36
2877;40
4125;15
2879;26
2880;38
2881;37
2882;37
2883;34
2884;32
2885;61
2886;37
2887;44
2888;33
2889;24
2890;28
2891;31
2892;25
2893;30
2894;36
2895;23
2896;29
2897;23
2898;37
2899;31
2900;37
2901;25
2902;32
2903;24
2904;27
2905;23
2906;26
2907;32
2908;28
2909;37
2910;34
2911;44
7156;21
2913;45
2915;31
2916;38
2917;25
2918;29
3163;40
2919;46
2920;46
2921;42
2922;47
2923;52
2924;16
2925;15
2926;16
2927;16
2928;17
2929;16
2930;16
2931;16
2932;16
2933;16
2934;15
2935;16
2936;16
2937;16
2938;16
2939;17
2940;17
2941;16
2942;17
2943;17
2944;16
2945;16
2946;17
2947;17
2948;17
2949;17
2950;17
2951;16
2952;16
2953;17
2954;16
2955;16
2956;16
2957;16
2958;16
2959;16
2960;16
2961;16
2962;16
2963;16
2964;16
2965;16
2966;16
2967;16
2968;16
2969;16
2970;16
2972;16
2973;27
2974;25
2975;30
2976;16
2977;16
2978;16
7748;23
2980;16
2981;16
2982;16
2983;16
5510;32
2985;16
2986;16
2987;16
2988;16
2989;16
2990;16
2991;16
2992;16
2993;16
2994;16
2995;16
2996;16
2997;16
2998;16
2999;16
3000;16
3001;16
3002;16
3003;16
3004;16
3005;16
3006;16
3007;16
3008;16
3009;16
3010;16
3011;16
3012;16
3013;16
3014;16
3015;16
3016;16
3017;16
3018;16
3019;16
3020;16
3021;16
3022;16
3023;16
3024;16
3025;16
3026;16
3027;16
9599;27
3030;53
3031;29
3032;29
