ID,ID game,ID team,IDp_in_ice,IDp_out_ice,timer
54351,536,58,1170.0,,0-00
54384,536,64,1519.0,,0-00
54411,527,4,1619.0,,0-00
54456,527,49,913.0,,0-00
54491,527,4,,1619.0,44-03
54493,527,4,1619.0,,44-30
54495,523,12,67.0,,0-00
54496,523,51,31.0,,0-00
53238,518,53,833.0,,0-00
53239,518,24,1077.0,,0-00
53269,514,18,1044.0,,0-00
53270,514,63,1433.0,,0-00
53282,525,4,997.0,,0-00
53298,525,49,913.0,,0-00
53352,515,64,1434.0,,0-00
53353,515,58,1170.0,,0-00
53363,525,4,,997.0,43-36
53436,519,12,67.0,,0-00
53437,519,51,31.0,,0-00
53454,519,12,,67.0,25-50
53455,519,12,67.0,,25-59
53456,519,51,,31.0,43-52
53473,520,48,1310.0,,0-00
53474,520,61,1202.0,,0-00
52856,524,32,154.0,,0-00
52875,524,6,1598.0,,0-00
52933,524,6,,1598.0,43-55
52410,511,12,67.0,,0-00
52411,511,51,31.0,,0-00
52467,509,62,1408.0,,0-00
52468,509,65,1534.0,,0-00
52477,512,52,102.0,,0-00
52478,512,8,1331.0,,0-00
52481,500,11,818.0,,0-00
52485,500,4,997.0,,0-00
52557,510,54,656.0,,0-00
52620,510,59,217.0,,0-00
52633,500,11,,818.0,43-42
52681,513,61,1202.0,,0-00
52682,513,48,1310.0,,0-00
52718,508,24,1077.0,,0-00
52719,508,53,109.0,,0-00
52740,508,53,,109.0,44-33
52741,508,53,109.0,,44-47
51553,499,56,995.0,,0-00
51604,499,49,913.0,,0-00
51624,504,53,109.0,,0-00
51625,504,24,1077.0,,0-00
51655,501,58,1170.0,,0-00
51656,501,64,1434.0,,0-00
51665,499,56,,995.0,43-29
51667,499,56,995.0,,44-00
51692,504,24,,1077.0,44-32
51696,505,6,1598.0,,0-00
51698,505,32,154.0,,0-00
51850,502,18,1044.0,,0-00
51885,502,63,1433.0,,0-00
51931,503,52,102.0,,0-00
51932,503,8,1331.0,,0-00
52024,506,51,31.0,,0-00
52025,506,12,67.0,,0-00
52049,507,48,1310.0,,0-00
52050,507,61,1201.0,,0-00
50927,496,10,833.0,,0-00
50928,496,9,18.0,,0-00
51037,494,22,1340.0,,0-00
51050,494,48,1310.0,,0-00
51054,493,53,109.0,,0-00
51055,493,51,31.0,,0-00
51100,495,8,656.0,,0-00
51101,495,52,84.0,,0-00
50249,485,11,818.0,,0-00
50250,485,4,997.0,,0-00
50251,486,17,743.0,,0-00
50309,497,32,154.0,,0-00
50378,489,18,1044.0,,0-00
50441,489,59,217.0,,0-00
50565,485,4,,997.0,43-33
50568,490,65,1534.0,,0-00
50569,490,62,1408.0,,0-00
50570,486,29,677.0,,0-00
50639,486,29,,677.0,44-40
50642,491,64,1434.0,,0-00
50643,491,54,1557.0,,0-00
50695,492,61,1201.0,,0-00
50696,492,24,1077.0,,0-00
50792,492,61,,1201.0,44-18
50842,498,49,913.0,,0-00
50843,498,56,995.0,,0-00
50907,498,56,,995.0,44-21
50909,498,56,995.0,,45-00
51239,497,6,1598.0,,0-00
49542,483,22,1340.0,,0-00
49543,483,8,1331.0,,0-00
49652,479,59,217.0,,0-00
49686,472,32,154.0,,0-00
49704,479,65,1534.0,,0-00
49794,472,6,,786.0,44-43
49797,478,62,1408.0,,0-00
49815,478,54,1331.0,,0-00
49881,473,56,995.0,,0-00
49883,473,49,915.0,,0-00
49914,474,29,673.0,,0-00
49929,474,17,743.0,,0-00
51255,472,6,1598.0,,0-00
48888,470,4,998.0,,0-00
48889,470,11,818.0,,0-00
48940,476,18,1044.0,,0-00
48941,476,65,1534.0,,0-00
48970,470,4,,998.0,44-03
48974,484,9,18.0,,0-00
48975,484,10,833.0,,0-00
48995,477,58,1170.0,,0-00
49071,477,59,217.0,,0-00
49073,484,10,,833.0,44-42
49095,480,61,1202.0,,0-00
49096,480,48,1310.0,,0-00
49191,480,61,,1202.0,44-20
49192,480,61,1202.0,,44-48
49210,481,52,102.0,,0-00
49211,481,51,31.0,,0-00
49386,482,12,1312.0,,0-00
49387,482,53,109.0,,0-00
49392,482,12,,1312.0,44-43
49393,482,12,1312.0,,45-00
48561,471,49,913.0,,0-00
48562,471,56,995.0,,0-00
48613,475,65,1534.0,,0-00
48614,475,63,1433.0,,0-00
48229,460,17,743.0,,0-00
48230,460,29,673.0,,0-00
47736,461,24,1077.0,,0-00
47737,461,12,67.0,,0-00
47739,457,56,995.0,,0-00
47762,457,49,913.0,,0-00
47829,457,49,,913.0,44-14
47831,462,61,1201.0,,0-00
47832,462,52,102.0,,0-00
47834,459,11,818.0,,0-00
47835,459,4,998.0,,0-00
47972,465,58,1170.0,,0-00
47973,465,65,1534.0,,0-00
48050,464,60,1235.0,,0-00
48051,464,64,1434.0,,0-00
48101,466,62,1408.0,,0-00
48103,466,18,1044.0,,0-00
48146,458,32,154.0,,0-00
48147,458,6,786.0,,0-00
47438,467,54,656.0,,0-00
47439,467,65,1534.0,,0-00
47041,450,8,1331.0,,0-00
47042,450,48,1310.0,,0-00
47091,450,48,,1310.0,44-25
47093,451,12,67.0,,0-00
47094,451,22,1340.0,,0-00
47110,436,60,1243.0,,0-00
47111,436,63,1433.0,,0-00
47273,434,59,217.0,,0-00
47335,455,29,673.0,,0-00
47336,455,17,743.0,,0-00
47355,455,17,,743.0,44-51
46501,435,58,1170.0,,0-00
46502,435,62,1408.0,,0-00
46515,454,11,818.0,,0-00
46516,454,4,998.0,,0-00
46582,437,65,1534.0,,0-00
46583,437,60,1243.0,,0-00
46647,449,24,1077.0,,0-00
46648,449,53,109.0,,0-00
46672,449,24,,1077.0,44-19
46746,417,61,1201.0,,0-00
46747,417,22,1340.0,,0-00
46784,456,6,786.0,,0-00
46785,456,15,1117.0,,0-00
45818,453,15,1117.0,,0-00
45819,453,6,786.0,,0-00
45627,452,17,743.0,,0-00
45628,452,1,509.0,,0-00
45560,438,64,1434.0,,0-00
45561,438,65,1534.0,,0-00
45147,441,52,84.0,,0-00
45148,441,22,1340.0,,0-00
45278,442,61,1202.0,,0-00
45279,442,51,31.0,,0-00
45313,448,31,188.0,,0-00
45353,448,49,913.0,,0-00
45400,446,6,786.0,,0-00
45401,446,15,1117.0,,0-00
45414,444,1,509.0,,0-00
45415,444,17,743.0,,0-00
45436,446,6,,1305.0,42-43
45441,446,6,,786.0,44-39
45447,440,53,109.0,,0-00
45448,440,8,1557.0,,0-00
45466,444,1,,509.0,44-55
45481,446,6,786.0,,43-19
36901,439,48,361.0,,0-00
36902,439,24,1077.0,,0-00
37035,439,48,,361.0,44-24
37099,443,11,818.0,,0-00
37100,443,35,754.0,,0-00
37202,445,49,913.0,,0-00
37203,445,31,188.0,,0-00
37265,445,31,,188.0,44-24
36206,433,22,1340.0,,0-00
36207,433,53,109.0,,0-00
36209,426,51,31.0,,0-00
36210,426,48,361.0,,0-00
36322,427,8,1557.0,,0-00
36323,427,12,67.0,,0-00
36331,433,22,,1340.0,44-28
36336,432,35,754.0,,0-00
36354,432,11,818.0,,0-00
36362,424,15,1117.0,,0-00
36364,424,6,786.0,,0-00
36402,427,8,,1557.0,43-41
36403,427,8,1557.0,,44-13
36428,431,60,1235.0,,0-00
36446,431,65,1534.0,,0-00
35584,421,31,188.0,,0-00
35586,421,49,915.0,,0-00
35594,425,24,1077.0,,0-00
35595,425,52,599.0,,0-00
35604,421,31,,188.0,44-14
35608,423,6,786.0,,0-00
35609,423,15,1389.0,,0-00
35642,428,62,1408.0,,0-00
35659,428,59,217.0,,0-00
35678,420,1,509.0,,0-00
35691,420,17,743.0,,0-00
35694,423,6,,786.0,44-50
35757,422,11,818.0,,0-00
35758,422,35,754.0,,0-00
35813,429,18,1044.0,,0-00
35814,429,54,656.0,,0-00
35866,422,35,,754.0,44-43
35937,430,63,1310.0,,0-00
35938,430,58,1170.0,,0-00
34719,415,12,1312.0,,0-00
34774,415,52,84.0,,0-00
34885,416,51,31.0,,0-00
34886,416,53,109.0,,0-00
34903,413,59,217.0,,0-00
34904,413,60,1235.0,,0-00
34956,413,60,1243.0,1235.0,17-40
34957,413,60,1235.0,1243.0,19-19
34969,416,53,,109.0,43-22
34988,409,35,754.0,,0-00
34989,409,29,673.0,,0-00
34315,418,31,188.0,,0-00
34316,418,49,915.0,,0-00
34361,419,6,786.0,,0-00
34362,419,1,1376.0,,0-00
34384,410,62,1408.0,,0-00
34385,410,65,1534.0,,0-00
34408,411,58,1170.0,,0-00
34409,411,64,1434.0,,0-00
34551,414,51,31.0,,0-00
34555,412,63,1433.0,,0-00
34556,412,54,1331.0,,0-00
34593,414,24,229.0,,0-00
34044,408,56,995.0,,0-00
34045,408,3,222.0,,0-00
33931,403,65,1534.0,,0-00
33962,403,64,1434.0,,0-00
33471,405,61,1202.0,,0-00
33474,405,53,109.0,,0-00
33493,402,54,1331.0,,0-00
33494,402,65,1534.0,,0-00
33532,367,50,938.0,,0-00
33533,367,11,818.0,,0-00
33676,407,51,31.0,,0-00
33677,407,12,67.0,,0-00
33702,373,9,18.0,,0-00
33733,373,17,743.0,,0-00
33768,406,52,84.0,,0-00
33769,406,48,361.0,,0-00
33858,404,8,1331.0,,0-00
33861,404,24,1077.0,,0-00
32948,369,49,915.0,,0-00
32949,369,4,997.0,,0-00
32975,400,64,1434.0,,0-00
32978,400,18,1126.0,,0-00
32982,372,1,1376.0,,0-00
32998,372,10,520.0,,0-00
33013,370,6,786.0,,0-00
33034,370,32,154.0,,0-00
33051,399,58,1170.0,,0-00
33052,399,60,1235.0,,0-00
33083,370,6,,786.0,44-55
33086,368,31,188.0,,0-00
33087,368,15,1389.0,,0-00
33110,401,63,1433.0,,0-00
33186,401,59,217.0,,0-00
33188,399,60,,1235.0,43-50
33207,368,31,,188.0,43-12
32678,394,65,1534.0,,0-00
32679,394,18,1044.0,,0-00
32234,395,8,1331.0,,0-00
32235,395,51,368.0,,0-00
32326,397,61,1203.0,,0-00
32327,397,12,67.0,,0-00
32330,396,53,109.0,,0-00
32364,396,48,361.0,,0-00
32521,396,48,1310.0,361.0,13-48
32537,396,48,1310.0,361.0,35-58
32538,396,48,361.0,1310.0,29-59
32560,398,22,1340.0,,0-00
32561,398,24,1077.0,,0-00
31846,390,58,1170.0,,0-00
31847,390,65,1534.0,,0-00
31895,391,54,1331.0,,0-00
31923,392,63,1310.0,,0-00
31924,392,18,1044.0,,0-00
31979,393,64,1434.0,,0-00
31981,393,62,1408.0,,0-00
32602,391,60,1266.0,,0-00
31648,389,65,1534.0,,0-00
31661,389,63,1433.0,,0-00
30538,385,53,109.0,,0-00
30539,385,61,1203.0,,0-00
30694,387,51,31.0,,0-00
30695,387,22,1340.0,,0-00
30818,364,3,102.0,,0-00
30847,364,50,938.0,,0-00
31047,386,8,1331.0,,0-00
31048,386,12,1312.0,,0-00
31068,365,29,673.0,,0-00
31069,365,17,743.0,,0-00
31121,388,48,1310.0,,0-00
31122,388,52,102.0,,0-00
31142,366,1,509.0,,0-00
31249,366,32,31.0,,0-00
29886,361,49,915.0,,0-00
29887,361,15,1117.0,,0-00
29937,363,11,818.0,,0-00
29938,363,56,995.0,,0-00
29947,383,60,1235.0,,0-00
29948,383,62,1408.0,,0-00
30069,361,49,,915.0,44-52
30090,362,10,520.0,,0-00
30091,362,6,786.0,,0-00
