ID player,skill,amplua
4871,,10.0
5403,,
5546,,9.0
5761,9.0,10.0
6759,,10.0
10579,,
487,,10.0
3462,,8.0
11654,,10.0
2465,,10.0
3699,14.0,10.0
10819,,9.0
6647,,9.0
9318,,8.0
11445,,9.0
5699,,10.0
6147,8.0,10.0
4431,,8.0
5691,,8.0
5823,,9.0
11585,8.0,8.0
3782,8.0,9.0
3640,8.0,9.0
7008,,10.0
1319,,9.0
7667,,
2100,8.0,10.0
6458,10.0,10.0
7508,,9.0
4159,8.0,10.0
9449,,10.0
7866,11.0,10.0
5833,,10.0
3318,,10.0
4050,8.0,10.0
8917,,9.0
8907,,10.0
7454,8.0,10.0
2126,8.0,10.0
10623,,8.0
11536,,10.0
6563,,10.0
9776,,9.0
2873,,10.0
6926,,9.0
1716,8.0,8.0
6677,,10.0
10420,,10.0
5432,,
6811,,10.0
8889,,10.0
5988,8.0,9.0
4197,,9.0
7158,,9.0
11693,,9.0
4475,,9.0
6404,10.0,9.0
1582,,10.0
9385,,9.0
7429,8.0,10.0
8093,4.0,10.0
2531,,10.0
5274,,10.0
4762,8.0,10.0
5849,8.0,9.0
3076,11.0,10.0
1882,8.0,10.0
6319,,9.0
2955,,10.0
3840,8.0,9.0
9312,,9.0
8714,,10.0
7822,,10.0
151,,10.0
1228,,10.0
1678,,10.0
1969,8.0,10.0
3190,,9.0
3841,8.0,10.0
4011,8.0,9.0
4610,,9.0
7893,,10.0
11368,,
9156,,9.0
810,,10.0
5310,,10.0
6040,,8.0
724,,10.0
6082,8.0,10.0
9177,,10.0
604,,9.0
270,,10.0
4706,,10.0
6653,,10.0
5502,,9.0
11606,8.0,10.0
8794,,10.0
4776,8.0,9.0
9107,,10.0
11037,,9.0
6890,4.0,10.0
10010,,10.0
8602,,10.0
57,,10.0
3443,,10.0
7028,,9.0
6536,,8.0
6704,,10.0
7386,8.0,10.0
7665,,
7703,,
7666,,
1914,,10.0
5659,,10.0
5003,8.0,10.0
4173,,9.0
8392,,10.0
4840,8.0,10.0
6434,,9.0
7381,,8.0
550,,10.0
4447,,9.0
6829,,9.0
8325,,10.0
3857,,10.0
1631,,10.0
2325,,10.0
6490,,10.0
10002,,9.0
193,,10.0
9834,,
5896,8.0,9.0
4305,,9.0
9150,,9.0
3221,8.0,10.0
397,,9.0
3118,,9.0
11211,,10.0
8176,8.0,9.0
11291,,9.0
9704,,9.0
5393,,
4271,,10.0
5651,,10.0
5652,,10.0
10999,,10.0
8371,,10.0
6934,,10.0
7274,,10.0
7860,6.0,9.0
7618,,8.0
3962,,10.0
9455,,10.0
80,,10.0
6959,,10.0
1205,,9.0
1229,,10.0
5004,8.0,9.0
5700,,9.0
8916,,10.0
2885,,10.0
4458,,9.0
10926,,9.0
1774,,10.0
8443,,10.0
3617,8.0,10.0
10181,,10.0
2330,,9.0
7276,,9.0
474,,10.0
2016,,10.0
2260,,10.0
3433,,9.0
4504,7.0,9.0
4749,,10.0
4796,8.0,9.0
5602,,10.0
6904,11.0,9.0
8370,,10.0
9292,,9.0
9939,,10.0
1171,,10.0
9408,,9.0
2688,,10.0
5838,8.0,9.0
2548,8.0,8.0
11168,,10.0
7627,,10.0
11001,,10.0
7625,,8.0
8816,,10.0
3895,8.0,10.0
858,,10.0
7122,,9.0
194,,10.0
7836,,9.0
1226,,10.0
1499,7.0,9.0
2064,,8.0
3579,,10.0
11565,,10.0
11708,,9.0
2879,,10.0
1970,8.0,10.0
7888,,10.0
972,,10.0
3445,,8.0
4248,,10.0
6466,10.0,
10428,,10.0
8171,8.0,9.0
9701,,10.0
11302,,9.0
6911,,9.0
10949,,10.0
10966,,8.0
4357,,10.0
1230,,9.0
5025,,10.0
4620,8.0,10.0
823,4.0,10.0
9852,,8.0
226,,8.0
1692,,10.0
5333,,
5434,,
3376,,10.0
10256,2.0,10.0
7509,,10.0
4669,,10.0
6134,8.0,10.0
7930,,10.0
9254,,10.0
1857,8.0,9.0
8092,11.0,9.0
8532,,9.0
1910,,10.0
3612,8.0,8.0
5498,,8.0
5701,,9.0
7431,8.0,9.0
31,,8.0
1213,,9.0
3003,8.0,10.0
4289,,10.0
4836,8.0,10.0
6699,,10.0
11185,,9.0
5783,,9.0
11328,,9.0
824,,9.0
11561,,9.0
8241,8.0,9.0
7615,,10.0
8670,,10.0
1073,,9.0
4597,,9.0
11723,,10.0
3417,,
5741,,10.0
6880,,9.0
11774,,9.0
671,7.0,10.0
778,,9.0
1003,,10.0
3033,,10.0
214,,10.0
5202,,9.0
7371,8.0,10.0
3848,,9.0
5031,,9.0
9669,,10.0
714,,9.0
4947,,10.0
5569,,9.0
7192,,9.0
9313,,9.0
5579,,9.0
2253,,10.0
5209,,10.0
4838,8.0,10.0
6226,,9.0
8544,,10.0
5126,,10.0
11732,,9.0
847,,8.0
9427,,10.0
11456,,9.0
688,,10.0
11615,,10.0
1365,,8.0
2459,,8.0
2533,8.0,8.0
6056,8.0,9.0
10453,,10.0
8181,8.0,9.0
1627,,10.0
754,,8.0
989,,10.0
341,,10.0
3766,8.0,10.0
11678,,10.0
2331,,10.0
6991,,10.0
6359,10.0,10.0
11052,,10.0
3609,8.0,9.0
11150,,9.0
10503,,10.0
8744,,9.0
10540,,10.0
11120,,9.0
1025,,10.0
5875,8.0,9.0
10674,,10.0
11278,,
11738,,9.0
4931,,10.0
4398,6.0,10.0
8313,,10.0
10580,,
7141,,9.0
10319,,9.0
1402,,10.0
5995,8.0,10.0
5470,,
4971,8.0,9.0
8044,,10.0
11614,,10.0
2903,,9.0
10446,,10.0
2175,,10.0
4736,,10.0
5405,,
11314,,8.0
2140,8.0,10.0
1076,,9.0
1231,,10.0
1648,,9.0
2884,,10.0
4827,8.0,10.0
5622,,10.0
7179,,9.0
7355,8.0,10.0
7950,,9.0
9568,,10.0
3885,,10.0
5300,,10.0
6662,,9.0
7616,,9.0
3001,8.0,9.0
8310,,8.0
5148,8.0,9.0
1623,,10.0
3005,,9.0
7478,,10.0
1118,,10.0
551,8.0,10.0
2681,,9.0
3976,,
4360,,8.0
5744,,9.0
7626,,9.0
10709,,10.0
11023,8.0,10.0
11135,,10.0
11576,8.0,8.0
7857,,10.0
10251,6.0,10.0
11309,,10.0
6602,,9.0
7356,8.0,9.0
2557,,10.0
3419,,
8247,8.0,10.0
293,,10.0
445,,10.0
755,14.0,10.0
4707,8.0,9.0
7752,,8.0
7444,,9.0
7721,,10.0
3446,6.0,10.0
2977,8.0,10.0
7425,8.0,9.0
6098,8.0,10.0
6416,10.0,10.0
11442,,10.0
932,,9.0
10710,,10.0
4948,8.0,10.0
4154,8.0,8.0
5312,,10.0
6211,,8.0
7019,,9.0
11595,,10.0
4310,,10.0
58,,10.0
81,,10.0
8295,,10.0
11477,,
6129,8.0,10.0
1545,,10.0
3750,,9.0
4134,8.0,10.0
11104,,9.0
1989,,9.0
3783,8.0,10.0
10894,,8.0
743,,8.0
8880,,10.0
10305,6.0,9.0
9544,,9.0
9161,,9.0
8368,6.0,10.0
9677,,10.0
6663,,9.0
6937,,10.0
828,,9.0
7594,,9.0
1494,,9.0
1718,,10.0
3272,,10.0
3724,,9.0
3860,8.0,9.0
5395,,
5935,8.0,10.0
5876,8.0,9.0
2590,8.0,9.0
6996,,9.0
9004,,10.0
10692,,9.0
6900,,9.0
10433,,10.0
1981,8.0,8.0
4972,8.0,9.0
804,,
3471,4.0,9.0
5346,,
11439,,9.0
8685,,10.0
11478,,
3992,8.0,10.0
10412,,9.0
5068,,9.0
2005,,10.0
2337,6.0,9.0
2194,6.0,10.0
3162,,10.0
9092,,10.0
2572,,8.0
1595,,10.0
859,,10.0
1218,,10.0
5144,,9.0
9463,,10.0
11111,,10.0
11115,,10.0
2941,,10.0
2080,,9.0
4825,8.0,10.0
5351,,
8752,,10.0
3928,8.0,10.0
6309,,9.0
7334,8.0,10.0
4942,,10.0
2528,,9.0
6509,,9.0
8056,,10.0
8732,,9.0
1488,,9.0
8324,,10.0
9093,,10.0
11798,,9.0
1683,,10.0
312,,10.0
9789,,8.0
4755,,10.0
7137,,9.0
11807,1.0,10.0
9379,,9.0
3466,11.0,10.0
5096,,9.0
10728,,8.0
10729,,9.0
4859,,10.0
725,,10.0
7200,9.0,9.0
1768,,10.0
1871,,9.0
6335,10.0,8.0
8267,8.0,9.0
8148,,9.0
1104,11.0,10.0
605,,10.0
4195,,10.0
571,,9.0
1099,3.0,10.0
1112,11.0,10.0
1690,,10.0
1995,8.0,10.0
3490,8.0,10.0
5431,,8.0
5465,,10.0
6446,,10.0
7778,,9.0
9518,,9.0
9849,,10.0
10574,,10.0
8792,,9.0
960,,9.0
10194,,10.0
3244,8.0,9.0
82,,10.0
5653,,10.0
6297,,10.0
10948,,8.0
4075,,10.0
4570,,10.0
6561,,10.0
2035,,10.0
4930,,8.0
5412,,9.0
5702,,9.0
11300,,10.0
7999,4.0,9.0
6300,,9.0
2938,,10.0
5491,8.0,10.0
8238,8.0,9.0
8982,,10.0
9074,,9.0
10739,,10.0
11053,,10.0
1232,,9.0
2655,8.0,10.0
9396,,10.0
6266,8.0,10.0
8963,,9.0
3277,6.0,10.0
6876,,10.0
7275,,10.0
9194,,10.0
11284,,8.0
9239,,10.0
5636,,9.0
11548,7.0,8.0
2808,,10.0
11632,,10.0
8411,,10.0
4497,,10.0
4708,11.0,10.0
8786,,8.0
7227,,10.0
1809,8.0,10.0
4924,,10.0
6670,,8.0
2978,8.0,9.0
2876,,10.0
6790,,10.0
2129,,10.0
4288,,10.0
5297,,10.0
5795,,10.0
6623,,10.0
8204,,8.0
9993,,9.0
11427,,
1332,,9.0
6250,8.0,10.0
6801,,10.0
10240,1.0,9.0
4182,,8.0
5150,11.0,10.0
9979,,9.0
6738,,9.0
3015,,10.0
2241,,10.0
6707,,9.0
4872,,9.0
10891,,10.0
10257,6.0,10.0
11292,,10.0
2058,,10.0
8215,8.0,9.0
4928,,10.0
1881,8.0,10.0
9269,,10.0
9478,,9.0
9486,,8.0
641,,9.0
2564,,10.0
8475,,10.0
9155,,10.0
954,6.0,9.0
1977,8.0,10.0
9364,,8.0
5358,,
418,,10.0
1449,,9.0
2138,,10.0
2839,,10.0
3575,11.0,9.0
4630,,10.0
5931,8.0,10.0
6522,,9.0
7263,,9.0
6595,,9.0
59,,10.0
848,,9.0
993,,9.0
1450,,9.0
1468,,9.0
2094,8.0,10.0
3179,,9.0
3183,8.0,10.0
3324,8.0,10.0
4496,,10.0
7295,,9.0
7524,,10.0
9196,,10.0
11194,,10.0
1519,,8.0
3205,8.0,10.0
3447,,10.0
6888,,10.0
7780,,10.0
8701,,9.0
1349,,9.0
2802,,9.0
2367,11.0,10.0
6417,10.0,10.0
6601,,9.0
3302,,10.0
3403,,10.0
8715,,10.0
3253,,9.0
5703,,10.0
7602,,10.0
10895,,9.0
860,,9.0
919,,9.0
1936,11.0,10.0
3297,,10.0
3784,8.0,10.0
3979,,10.0
4252,,10.0
4609,,10.0
6823,,10.0
8688,,10.0
9330,,9.0
9708,,10.0
9920,,10.0
11792,,10.0
1719,,10.0
1708,,9.0
5367,,
9108,,9.0
11823,1.0,10.0
2036,,9.0
3316,,10.0
1535,,9.0
6624,,9.0
5045,8.0,10.0
6198,,10.0
8126,,10.0
2997,,10.0
1090,,10.0
1599,8.0,10.0
2692,8.0,9.0
3474,,10.0
4726,,10.0
5961,8.0,10.0
6027,1.0,10.0
6348,10.0,10.0
8068,,10.0
8208,,9.0
9333,,10.0
10784,,9.0
11378,,
11451,,9.0
1007,,10.0
5660,,9.0
9037,,9.0
4590,8.0,9.0
7409,,10.0
11373,,9.0
6974,,10.0
7531,8.0,10.0
11426,,
3497,8.0,9.0
1483,,9.0
2592,8.0,10.0
2819,,10.0
5281,,10.0
11293,,9.0
8182,,9.0
8897,,10.0
4441,,10.0
6787,,9.0
7298,,10.0
7306,8.0,9.0
7741,8.0,10.0
8716,,10.0
11569,,10.0
6375,10.0,10.0
5748,6.0,10.0
6086,,10.0
11179,,9.0
6182,8.0,10.0
3335,,9.0
1509,,9.0
5917,8.0,10.0
689,,10.0
690,,10.0
9009,,9.0
2426,,10.0
5547,,9.0
9909,,10.0
10213,,10.0
642,,10.0
1954,,10.0
4202,,10.0
9046,,10.0
3101,,10.0
976,11.0,9.0
6912,,9.0
507,,10.0
9050,,10.0
572,,10.0
11204,,9.0
7313,8.0,9.0
9919,,10.0
9567,,9.0
11696,,10.0
11151,,10.0
1782,,9.0
10495,,9.0
1377,7.0,10.0
672,11.0,9.0
6776,,10.0
3062,,10.0
7240,,10.0
10896,,10.0
4014,8.0,10.0
8521,,10.0
6208,,9.0
4470,,10.0
9285,,10.0
1598,6.0,8.0
2176,,8.0
10058,,10.0
5127,,8.0
11335,,
8853,,9.0
9488,,10.0
10547,,10.0
11553,,10.0
7704,,9.0
11174,,9.0
3298,,10.0
8651,,10.0
7025,,10.0
1932,,10.0
4797,,9.0
5476,,
915,,8.0
6861,,9.0
6148,8.0,10.0
7430,8.0,10.0
3274,,10.0
11499,,10.0
389,,
9987,,9.0
1420,,10.0
4694,8.0,10.0
6701,,10.0
11000,,10.0
9061,,9.0
2904,,10.0
8127,,9.0
10000,,9.0
11379,,
11380,,
1034,,10.0
9529,,9.0
10070,,10.0
9068,,10.0
552,,10.0
553,,9.0
1756,,10.0
2409,,10.0
9039,,8.0
2258,,10.0
2887,,10.0
3555,8.0,9.0
4644,6.0,10.0
6395,10.0,8.0
8942,,9.0
1046,,8.0
11544,,9.0
756,,9.0
5225,8.0,8.0
7033,,10.0
10637,,8.0
876,,10.0
3472,,10.0
3754,8.0,10.0
2408,,10.0
3210,8.0,10.0
3556,8.0,10.0
5641,,10.0
8495,,10.0
3697,,9.0
2364,8.0,8.0
2774,,10.0
6360,,10.0
7932,,9.0
7935,,10.0
9094,,9.0
8043,,8.0
1887,8.0,8.0
3168,,9.0
811,,10.0
11025,,10.0
5314,,9.0
9896,,10.0
11238,,
4763,,9.0
7037,,10.0
9180,,10.0
11287,,
11259,,10.0
10258,4.0,10.0
1005,,10.0
4547,,9.0
6837,,9.0
2281,6.0,10.0
7266,,9.0
8429,,10.0
6565,,8.0
7798,,9.0
1323,,9.0
3878,,9.0
9640,,10.0
908,,8.0
2535,8.0,10.0
5499,,10.0
8627,,10.0
2919,,9.0
1580,,10.0
691,,10.0
969,,10.0
1110,4.0,10.0
1883,8.0,9.0
2693,8.0,10.0
3416,,
4436,,10.0
5475,,
5549,,10.0
8188,,9.0
8581,,9.0
11315,,9.0
11623,,10.0
272,,10.0
6453,,10.0
2496,8.0,10.0
1798,,10.0
3641,8.0,9.0
8820,,8.0
1948,8.0,10.0
11029,,10.0
4297,,9.0
10965,,10.0
1207,,10.0
2017,,9.0
2726,,10.0
7708,,10.0
7713,,10.0
11787,,10.0
5897,8.0,10.0
9915,,9.0
1816,8.0,10.0
7872,,9.0
10624,,10.0
10992,,10.0
2958,8.0,10.0
4174,,9.0
726,11.0,10.0
6403,10.0,9.0
11767,1.0,10.0
1619,4.0,8.0
3557,8.0,9.0
2081,,10.0
11515,,10.0
7000,,10.0
3405,,10.0
3688,3.0,10.0
9359,,8.0
4424,11.0,9.0
8233,8.0,8.0
5563,,9.0
7664,,
8035,,10.0
3058,,10.0
4873,8.0,9.0
7705,11.0,10.0
9070,,10.0
2503,,9.0
6,,
446,,9.0
1427,,9.0
1997,8.0,10.0
2793,,10.0
3021,,9.0
3055,,10.0
3352,8.0,10.0
3550,8.0,10.0
4364,,9.0
4725,,10.0
5251,8.0,10.0
5760,,9.0
6057,11.0,9.0
10017,,10.0
10350,,10.0
10747,,9.0
11788,,10.0
11381,,
1793,8.0,8.0
1795,8.0,9.0
9345,,10.0
4015,8.0,10.0
5098,8.0,10.0
5386,,10.0
7770,,9.0
9525,,10.0
10782,,9.0
757,,9.0
2656,8.0,10.0
4127,8.0,9.0
9745,,10.0
6287,,9.0
6803,,9.0
174,11.0,10.0
1072,,9.0
8264,8.0,10.0
11694,,10.0
83,,10.0
2986,8.0,10.0
6913,,10.0
8047,,10.0
366,,10.0
2746,,9.0
4129,8.0,9.0
7938,,10.0
9309,,10.0
4635,,10.0
1344,,8.0
5203,,10.0
2262,,10.0
7613,,10.0
599,,8.0
9850,,9.0
10767,,10.0
9010,,10.0
9283,,10.0
938,,8.0
3408,,10.0
7696,,10.0
8187,,9.0
11511,,
4390,,10.0
4863,8.0,10.0
7241,,10.0
11206,,9.0
9980,,9.0
805,,10.0
3702,6.0,10.0
9047,,9.0
7130,,9.0
9327,,8.0
9978,,10.0
6640,,8.0
10711,,10.0
1814,8.0,10.0
4698,8.0,9.0
8069,,10.0
9775,,10.0
10376,,9.0
11167,,10.0
727,,10.0
5527,,10.0
524,,9.0
5295,,9.0
606,,9.0
128,,10.0
4242,,10.0
643,,10.0
5898,8.0,10.0
6408,10.0,10.0
8094,,10.0
9934,,10.0
9533,,10.0
10336,,10.0
10759,,9.0
508,,10.0
715,,10.0
883,9.0,10.0
1570,6.0,10.0
1159,,9.0
1198,,9.0
2103,,10.0
3050,,9.0
3542,8.0,10.0
3853,,9.0
4170,,9.0
4270,,10.0
4646,8.0,10.0
5448,,10.0
7629,,10.0
8079,11.0,10.0
8240,8.0,8.0
8358,,10.0
9324,,9.0
9358,,10.0
9611,,10.0
9826,,
10051,,9.0
10217,,10.0
10259,4.0,10.0
10716,,10.0
10973,,10.0
11555,,10.0
1194,,8.0
3859,8.0,8.0
8227,,8.0
9243,,9.0
9999,,9.0
10625,,10.0
9595,,9.0
779,,9.0
4764,,9.0
5364,,
6862,,10.0
5398,,9.0
11013,,8.0
10408,,10.0
11626,,9.0
11535,,10.0
4109,8.0,10.0
7677,,10.0
1847,8.0,10.0
9995,,10.0
2104,8.0,9.0
4177,,9.0
6659,,9.0
6451,,10.0
8417,,10.0
1991,8.0,10.0
6773,,10.0
6899,,10.0
3785,8.0,10.0
9241,,10.0
9286,,10.0
8447,,10.0
9564,,9.0
11212,8.0,8.0
11228,8.0,10.0
8538,,10.0
9842,,10.0
11165,8.0,10.0
2934,,10.0
3642,8.0,10.0
3971,,10.0
6846,,10.0
8773,,10.0
6962,,10.0
6502,11.0,10.0
8121,8.0,10.0
10533,6.0,10.0
673,6.0,8.0
8168,8.0,8.0
4874,,9.0
3925,8.0,8.0
3999,8.0,10.0
2300,,10.0
9151,,9.0
11126,,10.0
2759,,8.0
2432,,10.0
7228,6.0,8.0
5462,,10.0
5704,,10.0
9031,,9.0
1219,,9.0
6574,,10.0
9506,,9.0
4634,,10.0
10972,,10.0
1209,,9.0
9081,,10.0
5916,8.0,9.0
8711,,10.0
11538,,10.0
1961,8.0,8.0
3498,8.0,8.0
4813,8.0,9.0
11280,,
11281,,
9903,,8.0
8872,,9.0
4699,,9.0
9756,,10.0
11479,,
3985,,9.0
10845,,10.0
3872,,10.0
7428,8.0,9.0
1937,,9.0
3694,,10.0
6949,,10.0
4213,,10.0
2913,,9.0
849,,10.0
10947,,8.0
6273,,10.0
7568,,10.0
8252,8.0,10.0
10184,,10.0
175,,10.0
1817,8.0,10.0
1288,,9.0
8492,,10.0
9265,,10.0
10366,1.0,10.0
8231,8.0,10.0
900,2.0,10.0
8660,,9.0
11125,,9.0
7898,,10.0
6727,,9.0
8364,,10.0
10463,,10.0
294,11.0,9.0
3216,11.0,10.0
5661,,10.0
10321,,10.0
3554,8.0,8.0
6656,,10.0
10219,,9.0
6798,,8.0
7536,8.0,10.0
10234,,10.0
5572,,10.0
891,,8.0
6457,,9.0
8668,,8.0
4798,8.0,10.0
4434,,10.0
5517,7.0,9.0
9832,,
2601,,10.0
7301,,9.0
11480,,
4155,8.0,8.0
3537,8.0,9.0
5870,,9.0
8662,,9.0
7267,,8.0
419,,10.0
2249,,8.0
3643,8.0,10.0
4926,,10.0
5514,,9.0
11674,,10.0
3018,,9.0
8622,,10.0
7565,6.0,10.0
7663,,
7,,9.0
420,,10.0
6859,,8.0
7154,1.0,9.0
11758,,10.0
1953,8.0,10.0
