ID,ID game,ID team,IDp_in_ice,IDp_out_ice,timer
954248,11259,408,4933,0,0-00
954249,11259,109,4494,0,0-00
954338,11258,48,7222,0,0-00
954356,11258,379,71,0,0-00
954359,11435,511,8204,7731,27-35
954366,11435,511,7731,8204,31-14
954373,11390,216,1060,0,0-00
954374,11390,130,631,0,0-00
954453,11436,473,8601,0,0-00
954454,11436,470,7366,0,0-00
954470,11436,473,7745,8601,3-52
954485,11375,205,2458,0,0-00
954550,11375,397,8952,0,0-00
954586,11436,473,8601,7745,18-45
954588,11436,470,7572,7366,22-37
954718,11437,511,8204,0,0-00
954719,11437,614,11212,0,0-00
954815,11386,405,6923,0,0-00
954816,11386,331,217,0,0-00
954828,11437,614,11213,11212,18-09
954855,11388,176,7144,0,0-00
954887,11437,614,11212,11213,30-00
954888,11437,511,7731,8204,30-00
954908,11388,398,4339,0,0-00
954942,11437,614,11213,11212,39-54
955297,11438,473,8601,0,0-00
955299,11438,613,10827,0,0-00
955431,11389,215,8634,0,0-00
955432,11389,400,8820,0,0-00
955462,11438,613,8348,10827,21-13
955464,11274,610,11186,0,0-00
955465,11274,92,2478,0,0-00
955555,11114,442,5019,0,0-00
955556,11114,17,997,0,0-00
955797,11378,491,530,0,0-00
955798,11378,446,9673,0,0-00
955878,11116,56,995,0,0-00
955879,11116,564,2478,0,0-00
955938,11380,584,383,0,0-00
955939,11380,568,10389,0,0-00
956003,11377,8,4246,0,0-00
956005,11394,545,10247,0,0-00
956023,11394,104,10151,0,0-00
956046,11394,545,6584,10247,30-00
956091,11385,406,1311,5691,0-47
956108,11385,406,5691,0,0-00
956109,11385,570,6640,0,0-00
956114,11385,406,1311,5691,9-42
953131,11429,511,8204,0,0-00
953146,11429,473,8601,0,0-00
953233,11430,470,7366,0,0-00
953234,11430,613,8348,0,0-00
953258,11430,470,7572,7366,22-58
953301,11431,473,7745,0,0-00
953302,11431,614,11213,0,0-00
953359,11432,470,7572,0,0-00
953360,11432,511,8204,0,0-00
953386,11432,470,7366,7572,22-50
953424,11433,613,10827,0,0-00
953425,11433,614,11212,0,0-00
953431,11433,613,8348,10827,27-19
953439,11433,614,11213,11212,38-35
950143,11108,573,10416,0,0-00
950144,11108,578,5464,0,0-00
950533,11321,568,6994,0,0-00
950534,11321,65,5774,0,0-00
951011,11238,191,6599,0,0-00
951013,11238,31,995,0,0-00
951086,11312,38,8945,0,0-00
951087,11312,446,9673,0,0-00
951311,11115,4,1376,0,0-00
951312,11115,447,4888,0,0-00
951323,11307,207,8431,0,0-00
951442,11323,445,5736,0,0-00
951444,11323,130,5694,0,0-00
951575,11318,504,10415,0,0-00
951576,11318,566,1517,0,0-00
951612,11309,336,1557,0,0-00
951613,11309,402,8020,0,0-00
951761,11240,396,6488,0,0-00
951762,11240,92,2478,0,0-00
951766,11106,1,7472,0,0-00
951767,11106,29,673,0,0-00
951813,11307,329,4246,0,0-00
951907,11241,579,777,0,0-00
951908,11241,393,8010,0,0-00
951918,11322,176,5509,0,0-00
951919,11318,566,0,1517,44-35
951920,11322,411,5717,0,0-00
951941,11330,439,9327,0,0-00
951942,11330,574,10406,0,0-00
952043,11255,335,10425,0,0-00
952044,11255,109,3075,0,0-00
952064,11241,579,0,777,44-31
952179,11239,333,3717,0,0-00
952180,11239,494,2963,0,0-00
952213,11109,442,5019,0,0-00
952214,11109,580,5751,0,0-00
952218,11242,63,520,0,0-00
952219,11242,111,2353,0,0-00
952350,11311,491,5516,0,0-00
952351,11311,581,10435,0,0-00
952409,11236,610,11186,0,0-00
952410,11236,452,7821,0,0-00
952433,11311,581,0,10435,44-07
952435,11311,581,10435,0,44-22
952439,11244,443,6600,0,0-00
952440,11244,239,938,0,0-00
947146,11310,397,8952,0,0-00
947147,11310,26,9322,0,0-00
947185,11110,49,222,0,0-00
947186,11110,17,1619,0,0-00
947399,11314,205,2458,0,0-00
947400,11314,129,631,0,0-00
947634,11319,405,6923,0,0-00
947635,11319,577,8431,0,0-00
947790,11325,400,8820,0,0-00
947791,11325,431,8407,0,0-00
947864,11331,61,979,0,0-00
947865,11331,216,1060,0,0-00
948251,11331,216,1126,1060,30-00
948370,11327,398,4603,0,0-00
948371,11327,215,8040,0,0-00
948404,11332,499,8403,0,0-00
948405,11332,375,2417,0,0-00
948643,11257,410,3273,0,0-00
948644,11257,440,490,0,0-00
948777,11333,245,5509,0,0-00
948779,11333,453,9693,0,0-00
948845,11256,408,4933,0,0-00
948846,11256,379,71,0,0-00
948876,11315,448,7966,0,0-00
948878,11315,570,6640,0,0-00
949063,11316,584,383,0,0-00
949064,11316,332,5212,0,0-00
949096,11111,46,4710,0,0-00
949097,11111,564,2478,0,0-00
949159,11315,448,0,7966,43-53
949161,11315,448,7966,0,44-12
949182,11111,564,0,2478,44-02
949185,11243,409,740,0,0-00
949186,11243,12,2309,0,0-00
949246,11243,409,0,740,43-10
949248,11243,409,740,0,44-23
949347,11107,505,4494,0,0-00
949363,11107,573,10416,0,0-00
949441,11107,505,520,4494,14-00
949606,11320,502,6325,0,0-00
949607,11320,406,7837,0,0-00
949611,11320,406,1311,7837,4-00
949680,11320,502,4300,6325,23-49
949746,11320,502,0,4300,41-41
949748,11320,502,4300,0,42-37
949749,11320,502,0,4300,43-28
949773,11237,191,6599,0,0-00
949774,11237,35,2334,0,0-00
949782,11334,449,1194,0,0-00
949783,11334,501,10093,0,0-00
946430,11215,61,979,0,0-00
946432,11215,400,8820,0,0-00
946540,11208,449,1194,0,0-00
946541,11208,453,9693,0,0-00
946553,11235,501,8959,0,0-00
946555,11235,545,10247,0,0-00
943475,11203,129,631,0,0-00
943476,11203,26,9322,0,0-00
943892,11226,104,10151,0,0-00
943893,11226,401,3072,0,0-00
944031,11104,29,6055,0,0-00
944032,11104,49,222,0,0-00
944068,11211,411,5717,0,0-00
944069,11211,130,5694,0,0-00
944513,11202,329,71,0,0-00
944515,11202,214,4565,0,0-00
944540,11211,411,0,5717,43-06
944542,11211,411,5717,0,43-23
944707,11224,582,769,0,0-00
944730,11216,215,8040,0,0-00
944731,11216,574,1312,0,0-00
944810,11138,452,7821,0,0-00
944811,11138,579,5464,0,0-00
944847,11202,329,10419,71,30-00
944887,11199,408,4933,0,0-00
944888,11199,410,6068,0,0-00
944891,11101,447,4888,0,0-00
944892,11101,564,2478,0,0-00
944918,11144,396,6488,0,0-00
944920,11144,610,11186,0,0-00
944958,11216,574,0,1312,44-49
944983,11138,579,0,5464,43-43
945115,11217,176,5509,0,0-00
945116,11217,375,9693,0,0-00
945207,11103,578,4955,0,0-00
945208,11103,442,5019,0,0-00
945371,11144,396,0,6488,43-38
945374,11144,396,6488,0,44-37
945387,11201,189,8360,0,0-00
945388,11201,336,5717,0,0-00
945406,11200,207,2248,0,0-00
945407,11200,22,4435,0,0-00
945429,11206,397,8952,0,0-00
945431,11206,8,1557,0,0-00
945465,11207,269,2438,0,0-00
945466,11207,205,2458,0,0-00
945569,11220,584,383,0,0-00
945570,11220,577,5685,0,0-00
945601,11206,8,0,1557,44-03
945603,11206,8,1557,0,44-11
