ID,ID game,ID player,ID team,total time on ice,throws by,a shot on target,accurate transmission,blocked throws,skill,amplua
949,6860,7211,403,953,2,2,0,0,0.0,10.0
950,6860,5537,403,1156,1,2,0,0,0.0,10.0
951,6865,1046,205,0,0,0,0,0,0.0,8.0
952,6865,6312,205,1432,2,0,0,0,0.0,9.0
953,6865,655,205,1110,1,0,0,1,0.0,9.0
954,6865,6613,205,616,2,0,0,0,0.0,9.0
955,6865,4204,205,1157,0,0,0,1,0.0,9.0
956,6865,7720,205,1624,1,2,0,1,0.0,9.0
957,6865,6661,205,537,1,0,0,1,0.0,9.0
958,6865,662,205,645,0,4,0,0,0.0,10.0
959,6865,7754,205,1085,5,4,0,0,0.0,10.0
960,6865,6612,205,1023,2,6,0,0,0.0,10.0
961,6865,7823,205,866,0,2,0,0,0.0,10.0
962,6865,4195,205,874,0,0,0,0,0.0,10.0
963,6865,5153,205,1001,3,6,0,0,0.0,10.0
