ID game,ID team,ID player,pl_rating
12120,584.00,5538.00,0.00
12120,584.00,7108.00,0.00
12120,584.00,6274.00,0.00
12120,584.00,6651.00,0.00
12120,584.00,8897.00,0.00
12120,584.00,8069.00,0.00
12120,584.00,8064.00,0.00
12120,584.00,10934.00,0.00
12120,584.00,6650.00,0.00
12120,584.00,10928.00,0.00
12120,406.00,7233.00,0.00
12120,406.00,6930.00,0.00
12120,406.00,7626.00,0.00
12120,406.00,4534.00,0.00
12120,406.00,6941.00,0.00
12120,406.00,6936.00,0.00
12120,406.00,120.00,0.00
12120,406.00,6938.00,0.00
12120,406.00,7757.00,0.00
12120,406.00,9691.00,0.00
12120,406.00,7838.00,0.00
12120,406.00,10096.00,0.00
12120,406.00,2840.00,0.00
12120,406.00,8879.00,0.00
12120,406.00,1618.00,0.00
12120,584.00,11461.00,0.00
12120,406.00,1311.00,0.00
12122,401.00,6948.00,0.00
12122,501.00,11459.00,0.00
12122,401.00,8561.00,0.00
12122,501.00,7761.00,0.00
12122,401.00,6947.00,0.00
12122,501.00,8882.00,0.00
12122,401.00,6949.00,0.00
12122,501.00,9649.00,0.00
12122,401.00,4076.00,0.00
12122,501.00,7756.00,0.00
12122,401.00,8584.00,0.00
12122,501.00,8884.00,0.00
12122,401.00,10499.00,0.00
12122,501.00,10099.00,0.00
12122,501.00,7901.00,0.00
12122,401.00,5101.00,0.00
12122,501.00,6932.00,0.00
12122,401.00,6952.00,0.00
12122,501.00,10338.00,0.00
12122,401.00,7900.00,0.00
12122,501.00,9679.00,0.00
12122,401.00,2916.00,0.00
12122,501.00,7076.00,0.00
12122,401.00,8925.00,0.00
12122,501.00,10098.00,0.00
12122,501.00,8640.00,0.00
12122,501.00,10094.00,0.00
12122,401.00,3072.00,0.00
12127,439.00,10159.00,0.00
12127,439.00,10156.00,0.00
12127,439.00,8870.00,0.00
12127,439.00,3633.00,0.00
12127,439.00,11462.00,0.00
12127,439.00,7805.00,0.00
12127,439.00,10157.00,0.00
12127,439.00,7813.00,0.00
12127,439.00,1043.00,0.00
12127,439.00,7802.00,0.00
12127,439.00,10158.00,0.00
12127,439.00,7815.00,0.00
12127,499.00,8787.00,0.00
12127,499.00,10355.00,0.00
12127,499.00,3632.00,0.00
12127,499.00,8789.00,0.00
12127,499.00,8791.00,0.00
12127,499.00,8790.00,0.00
12127,499.00,8788.00,0.00
12127,499.00,7021.00,0.00
12127,499.00,7005.00,0.00
12127,499.00,8797.00,0.00
12127,499.00,8799.00,0.00
12127,499.00,4221.00,0.00
12127,499.00,8794.00,0.00
12127,499.00,10356.00,0.00
12127,499.00,7217.00,0.00
12127,499.00,8403.00,0.00
12128,61.00,1213.00,0.00
12128,61.00,4174.00,0.00
12128,61.00,1223.00,0.00
12128,61.00,1206.00,0.00
12128,61.00,4994.00,0.00
12128,61.00,1220.00,0.00
12128,61.00,1214.00,0.00
12128,61.00,1218.00,0.00
12128,61.00,1205.00,0.00
12128,61.00,4491.00,0.00
12128,176.00,6902.00,0.00
12128,176.00,1536.00,0.00
12128,176.00,7084.00,0.00
12128,176.00,4218.00,0.00
12128,176.00,6518.00,0.00
12128,176.00,4679.00,0.00
12128,176.00,2244.00,0.00
12128,176.00,8772.00,0.00
12128,176.00,11453.00,0.00
12128,176.00,11463.00,0.00
12128,176.00,2241.00,0.00
12128,176.00,8773.00,0.00
12128,176.00,8960.00,0.00
12128,176.00,7061.00,0.00
12128,176.00,11464.00,0.00
12128,176.00,11465.00,0.00
12128,61.00,979.00,0.00
12128,176.00,5509.00,0.00
12129,574.00,10412.00,0.00
12129,574.00,10410.00,0.00
12129,574.00,7006.00,0.00
12129,574.00,10087.00,0.00
12129,574.00,10411.00,0.00
12129,574.00,2835.00,0.00
12129,574.00,7592.00,0.00
12129,574.00,9641.00,0.00
12129,574.00,10409.00,0.00
12129,574.00,7780.00,0.00
12129,574.00,4850.00,0.00
12129,574.00,10407.00,0.00
12129,574.00,1505.00,0.00
12129,574.00,10119.00,0.00
12129,130.00,1254.00,0.00
12129,130.00,7111.00,0.00
12129,130.00,2871.00,0.00
12129,130.00,1265.00,0.00
12129,130.00,2310.00,0.00
12129,130.00,6907.00,0.00
12129,130.00,1264.00,0.00
12129,130.00,1247.00,0.00
12129,130.00,5692.00,0.00
12129,130.00,1244.00,0.00
12129,130.00,1246.00,0.00
12129,130.00,4578.00,0.00
12129,130.00,8805.00,0.00
12129,574.00,1312.00,0.00
12129,130.00,631.00,0.00
12130,448.00,2445.00,0.00
12130,448.00,1093.00,0.00
12130,448.00,7964.00,0.00
12130,448.00,7968.00,0.00
12130,448.00,7959.00,0.00
12130,448.00,49.00,0.00
12130,448.00,7967.00,0.00
12130,448.00,4570.00,0.00
12130,448.00,2843.00,0.00
12130,448.00,1556.00,0.00
12130,448.00,8106.00,0.00
12130,448.00,6199.00,0.00
12130,448.00,228.00,0.00
12130,448.00,7963.00,0.00
12130,448.00,7961.00,0.00
12130,582.00,10510.00,0.00
12130,582.00,5237.00,0.00
12130,582.00,9537.00,0.00
12130,582.00,8935.00,0.00
12130,582.00,10886.00,0.00
12130,582.00,10515.00,0.00
12130,582.00,2556.00,0.00
12130,582.00,10913.00,0.00
12130,582.00,10513.00,0.00
12130,582.00,8437.00,0.00
12130,582.00,10512.00,0.00
12130,448.00,5774.00,0.00
12130,582.00,769.00,0.00
12132,502.00,5648.00,0.00
12132,502.00,8828.00,0.00
12132,502.00,3163.00,0.00
12132,502.00,5114.00,0.00
12132,502.00,10196.00,0.00
12132,502.00,10358.00,0.00
12132,502.00,8686.00,0.00
12132,502.00,9605.00,0.00
12132,502.00,4513.00,0.00
12132,405.00,7137.00,0.00
12132,405.00,3670.00,0.00
12132,405.00,7022.00,0.00
12132,405.00,7132.00,0.00
12132,405.00,7141.00,0.00
12132,405.00,7136.00,0.00
12132,405.00,7847.00,0.00
12132,405.00,7846.00,0.00
12132,405.00,8909.00,0.00
12132,405.00,4569.00,0.00
12132,405.00,8906.00,0.00
12132,405.00,7131.00,0.00
12132,405.00,6234.00,0.00
12132,502.00,8829.00,0.00
12132,405.00,6923.00,0.00
12133,568.00,8486.00,0.00
12133,568.00,10991.00,0.00
12133,568.00,5467.00,0.00
12133,568.00,10390.00,0.00
12133,568.00,2769.00,0.00
12133,568.00,10165.00,0.00
12133,568.00,6703.00,0.00
12133,568.00,10170.00,0.00
12133,568.00,11410.00,0.00
12133,568.00,5458.00,0.00
12133,568.00,7000.00,0.00
12133,568.00,10404.00,0.00
12133,568.00,5775.00,0.00
12133,568.00,8702.00,0.00
12133,568.00,8642.00,0.00
12133,504.00,4262.00,0.00
12133,504.00,10050.00,0.00
12133,504.00,10055.00,0.00
12133,504.00,10053.00,0.00
12133,504.00,10062.00,0.00
12133,504.00,6320.00,0.00
12133,504.00,5682.00,0.00
12133,504.00,4372.00,0.00
12133,504.00,5450.00,0.00
12133,504.00,11433.00,0.00
12133,504.00,5461.00,0.00
12133,504.00,10056.00,0.00
12133,504.00,4264.00,0.00
12133,504.00,10060.00,0.00
12133,568.00,10389.00,0.00
12133,504.00,10063.00,0.00
11964,446.00,7997.00,0.00
11964,446.00,7994.00,0.00
11964,446.00,10117.00,0.00
11964,446.00,7983.00,0.00
11964,446.00,4341.00,0.00
11964,446.00,3635.00,0.00
11964,446.00,247.00,0.00
11964,446.00,10508.00,0.00
11964,446.00,7980.00,0.00
11964,446.00,4539.00,0.00
11964,446.00,7996.00,0.00
11964,446.00,825.00,0.00
11964,26.00,6328.00,0.00
11964,26.00,2464.00,0.00
11964,26.00,2799.00,0.00
11964,26.00,292.00,0.00
11964,26.00,1356.00,0.00
11964,26.00,6197.00,0.00
11964,26.00,2472.00,0.00
11964,26.00,2466.00,0.00
11964,26.00,2461.00,0.00
11964,26.00,4502.00,0.00
11964,26.00,4499.00,0.00
11964,26.00,8808.00,0.00
11964,446.00,9673.00,0.00
11964,26.00,9322.00,0.00
11987,214.00,1017.00,0.00
11987,214.00,1452.00,0.00
11987,214.00,1332.00,0.00
11987,214.00,7607.00,0.00
11987,214.00,1481.00,0.00
11987,214.00,5601.00,0.00
11987,214.00,1440.00,0.00
11987,214.00,8038.00,0.00
11987,214.00,8041.00,0.00
11987,44.00,4167.00,0.00
11987,44.00,6888.00,0.00
11987,44.00,9320.00,0.00
11987,44.00,592.00,0.00
11987,44.00,2291.00,0.00
11987,44.00,2299.00,0.00
11987,44.00,3587.00,0.00
11987,44.00,11440.00,0.00
11987,44.00,2452.00,0.00
11987,44.00,6289.00,0.00
11987,44.00,7726.00,0.00
11987,44.00,4561.00,0.00
11987,44.00,1936.00,0.00
11987,214.00,2344.00,0.00
11987,44.00,5516.00,0.00
11989,329.00,7187.00,0.00
11989,329.00,8938.00,0.00
11989,329.00,8679.00,0.00
11989,329.00,51.00,0.00
11989,329.00,8478.00,0.00
11989,329.00,9334.00,0.00
11989,329.00,1195.00,0.00
11989,329.00,3178.00,0.00
11989,329.00,375.00,0.00
11989,329.00,5681.00,0.00
11989,329.00,5677.00,0.00
11989,329.00,4978.00,0.00
11989,329.00,5679.00,0.00
11989,438.00,4225.00,0.00
11989,438.00,1600.00,0.00
11989,438.00,2900.00,0.00
11989,438.00,3847.00,0.00
11989,438.00,5883.00,0.00
11989,438.00,4384.00,0.00
11989,438.00,8177.00,0.00
11989,438.00,8688.00,0.00
11989,438.00,5633.00,0.00
11989,438.00,7097.00,0.00
11989,438.00,7553.00,0.00
11989,329.00,4246.00,0.00
11989,438.00,10359.00,0.00
12017,269.00,5782.00,0.00
12017,269.00,6208.00,0.00
12017,269.00,6287.00,0.00
12017,269.00,6533.00,0.00
12017,269.00,10218.00,0.00
12017,269.00,4192.00,0.00
12017,269.00,10212.00,0.00
12017,269.00,5598.00,0.00
12017,269.00,10207.00,0.00
12017,269.00,7110.00,0.00
12017,269.00,1058.00,0.00
12017,269.00,5572.00,0.00
12017,269.00,8446.00,0.00
12017,269.00,10217.00,0.00
12017,397.00,9560.00,0.00
12017,397.00,5831.00,0.00
12017,397.00,10203.00,0.00
12017,397.00,2915.00,0.00
12017,397.00,3853.00,0.00
12017,397.00,3631.00,0.00
12017,397.00,8924.00,0.00
12017,397.00,4602.00,0.00
12017,397.00,8481.00,0.00
12017,397.00,7729.00,0.00
12017,397.00,1421.00,0.00
12017,397.00,6551.00,0.00
12017,397.00,3052.00,0.00
12017,269.00,2438.00,0.00
12017,397.00,8952.00,0.00
12264,502.00,5648.00,0.00
12264,502.00,8148.00,0.00
12264,502.00,11456.00,0.00
12264,502.00,2443.00,0.00
12264,502.00,8828.00,0.00
12264,502.00,5114.00,0.00
12264,502.00,8948.00,0.00
12264,502.00,10196.00,0.00
12264,502.00,10358.00,0.00
12264,502.00,7627.00,0.00
12264,502.00,10185.00,0.00
12264,502.00,4303.00,0.00
12264,502.00,3042.00,0.00
12264,502.00,2212.00,0.00
12264,502.00,4513.00,0.00
12264,584.00,8061.00,0.00
12264,584.00,454.00,0.00
12264,584.00,5530.00,0.00
12264,584.00,6651.00,0.00
12264,584.00,8067.00,0.00
12264,584.00,8897.00,0.00
12264,584.00,10932.00,0.00
12264,584.00,10929.00,0.00
12264,584.00,10934.00,0.00
12264,584.00,6650.00,0.00
12264,584.00,11461.00,0.00
12265,582.00,758.00,0.00
12265,582.00,10510.00,0.00
12265,582.00,9537.00,0.00
12265,582.00,8935.00,0.00
12265,582.00,10886.00,0.00
12265,582.00,2556.00,0.00
12265,582.00,10913.00,0.00
12265,582.00,10513.00,0.00
12265,582.00,8437.00,0.00
12265,582.00,10512.00,0.00
12265,582.00,10511.00,0.00
12265,405.00,7137.00,0.00
12265,405.00,3670.00,0.00
12265,405.00,7022.00,0.00
12265,405.00,7141.00,0.00
12265,405.00,7136.00,0.00
12265,405.00,7847.00,0.00
12265,405.00,9662.00,0.00
12265,405.00,4569.00,0.00
12265,405.00,8906.00,0.00
12265,405.00,6234.00,0.00
12265,582.00,490.00,0.00
12265,405.00,6923.00,0.00
12269,111.00,53.00,0.00
12269,111.00,274.00,0.00
12269,111.00,40.00,0.00
12269,111.00,2444.00,0.00
12269,111.00,5109.00,0.00
12269,111.00,2292.00,0.00
12269,111.00,2307.00,0.00
12269,111.00,2426.00,0.00
12269,111.00,984.00,0.00
12269,63.00,11529.00,0.00
12269,63.00,2814.00,0.00
12269,63.00,8580.00,0.00
12269,63.00,6423.00,0.00
12269,63.00,7079.00,0.00
12269,63.00,8101.00,0.00
12269,63.00,5261.00,0.00
12269,63.00,7199.00,0.00
12269,63.00,8075.00,0.00
12269,63.00,5794.00,0.00
12269,63.00,2319.00,0.00
12269,63.00,5793.00,0.00
12269,63.00,2487.00,0.00
12269,111.00,2353.00,0.00
12269,63.00,10239.00,0.00
12285,408.00,655.00,0.00
12285,408.00,971.00,0.00
12285,408.00,7909.00,0.00
12285,408.00,7002.00,0.00
12285,408.00,960.00,0.00
12285,408.00,8014.00,0.00
12285,408.00,6476.00,0.00
12285,408.00,7706.00,0.00
12285,408.00,646.00,0.00
12285,408.00,7907.00,0.00
12285,408.00,7039.00,0.00
12285,408.00,733.00,0.00
12285,408.00,10496.00,0.00
12285,408.00,10340.00,0.00
12285,408.00,1240.00,0.00
12285,440.00,6608.00,0.00
12285,440.00,8008.00,0.00
12285,440.00,5821.00,0.00
12285,440.00,4321.00,0.00
12285,440.00,123.00,0.00
12285,440.00,10302.00,0.00
12285,440.00,4288.00,0.00
12285,440.00,8006.00,0.00
12285,440.00,5195.00,0.00
12285,440.00,830.00,0.00
12285,440.00,354.00,0.00
12285,440.00,9646.00,0.00
12285,440.00,6850.00,0.00
12285,408.00,4933.00,0.00
12285,440.00,8010.00,0.00
12287,335.00,5643.00,0.00
12287,335.00,4232.00,0.00
12287,335.00,2225.00,0.00
12287,335.00,5731.00,0.00
12287,335.00,7629.00,0.00
12287,335.00,6217.00,0.00
12287,335.00,725.00,0.00
12287,335.00,4859.00,0.00
12287,335.00,5742.00,0.00
12287,335.00,6431.00,0.00
12287,335.00,1478.00,0.00
12287,335.00,3134.00,0.00
12287,335.00,10069.00,0.00
12287,497.00,756.00,0.00
12287,497.00,4541.00,0.00
12287,497.00,4329.00,0.00
12287,497.00,8936.00,0.00
12287,497.00,2766.00,0.00
12287,497.00,8107.00,0.00
12287,497.00,759.00,0.00
12287,497.00,774.00,0.00
12287,497.00,763.00,0.00
12287,497.00,378.00,0.00
12287,497.00,366.00,0.00
12287,497.00,5243.00,0.00
12287,497.00,3452.00,0.00
12287,497.00,9601.00,0.00
12293,49.00,919.00,0.00
12293,49.00,3458.00,0.00
12293,49.00,7200.00,0.00
12293,49.00,202.00,0.00
12293,49.00,277.00,0.00
12293,49.00,1013.00,0.00
12293,49.00,203.00,0.00
12293,49.00,208.00,0.00
12293,49.00,921.00,0.00
12293,49.00,8081.00,0.00
12293,49.00,3461.00,0.00
12293,49.00,2194.00,0.00
12293,49.00,8927.00,0.00
12293,442.00,3167.00,0.00
12293,442.00,7860.00,0.00
12293,442.00,824.00,0.00
12293,442.00,5697.00,0.00
12293,442.00,6089.00,0.00
12293,442.00,7865.00,0.00
12293,442.00,3234.00,0.00
12293,442.00,4892.00,0.00
12293,442.00,7854.00,0.00
12293,442.00,7861.00,0.00
12293,442.00,8368.00,0.00
12293,442.00,7866.00,0.00
12293,442.00,3138.00,0.00
12293,442.00,7857.00,0.00
12293,442.00,5886.00,0.00
12293,49.00,222.00,0.00
12293,442.00,3211.00,0.00
12318,61.00,2863.00,0.00
12318,61.00,1223.00,0.00
12318,61.00,1213.00,0.00
12318,61.00,4174.00,0.00
12318,61.00,4369.00,0.00
12318,61.00,1206.00,0.00
12318,61.00,4994.00,0.00
12318,61.00,8957.00,0.00
12318,61.00,1220.00,0.00
12318,61.00,1214.00,0.00
12318,61.00,1218.00,0.00
12318,61.00,2864.00,0.00
12318,61.00,1224.00,0.00
12318,61.00,1205.00,0.00
12318,61.00,4491.00,0.00
12318,398.00,435.00,0.00
12318,398.00,170.00,0.00
12318,398.00,10941.00,0.00
12318,398.00,9505.00,0.00
12318,398.00,6958.00,0.00
12318,398.00,6772.00,0.00
12318,398.00,10461.00,0.00
12318,398.00,7037.00,0.00
12318,398.00,7030.00,0.00
12318,398.00,13.00,0.00
12318,398.00,10943.00,0.00
12318,398.00,1064.00,0.00
12318,398.00,6656.00,0.00
12318,398.00,4601.00,0.00
12318,398.00,10491.00,0.00
12318,398.00,7033.00,0.00
12318,61.00,7979.00,0.00
12318,398.00,416.00,0.00
12322,216.00,4447.00,0.00
12322,400.00,7803.00,0.00
12322,216.00,4444.00,0.00
12322,216.00,4445.00,0.00
12322,216.00,4451.00,0.00
12322,216.00,10228.00,0.00
12322,400.00,4638.00,0.00
12322,216.00,10348.00,0.00
12322,216.00,4448.00,0.00
12322,400.00,6911.00,0.00
12322,216.00,2231.00,0.00
12322,216.00,5811.00,0.00
12322,400.00,8954.00,0.00
12322,216.00,4453.00,0.00
12322,400.00,5265.00,0.00
12322,216.00,8889.00,0.00
12322,216.00,6138.00,0.00
12322,400.00,8684.00,0.00
12322,216.00,8416.00,0.00
12322,400.00,7769.00,0.00
12322,400.00,8953.00,0.00
12322,400.00,4195.00,0.00
12322,400.00,7239.00,0.00
12322,400.00,7232.00,0.00
12322,400.00,3746.00,0.00
12322,400.00,10120.00,0.00
12322,400.00,4202.00,0.00
12322,216.00,1126.00,0.00
12322,400.00,8820.00,0.00
12327,393.00,5141.00,0.00
12327,393.00,124.00,0.00
12327,393.00,10175.00,0.00
12327,393.00,256.00,0.00
12327,393.00,5132.00,0.00
12327,393.00,4686.00,0.00
12327,393.00,1504.00,0.00
12327,393.00,2359.00,0.00
12327,393.00,190.00,0.00
12327,393.00,10176.00,0.00
12327,393.00,139.00,0.00
12327,393.00,10178.00,0.00
12327,393.00,6860.00,0.00
12327,393.00,142.00,0.00
12327,452.00,6056.00,0.00
12327,452.00,685.00,0.00
12327,452.00,6057.00,0.00
12327,452.00,3223.00,0.00
12327,452.00,3229.00,0.00
12327,452.00,686.00,0.00
12327,452.00,6062.00,0.00
12327,452.00,684.00,0.00
12327,452.00,3220.00,0.00
12327,452.00,460.00,0.00
12327,452.00,2447.00,0.00
12327,452.00,3216.00,0.00
12327,393.00,8010.00,0.00
8344,29.00,2770.00,0.00
8344,29.00,6263.00,0.00
8344,29.00,8084.00,0.00
8344,29.00,671.00,0.00
8344,29.00,5075.00,0.00
8344,29.00,686.00,0.00
8344,29.00,8294.00,0.00
8344,29.00,6067.00,0.00
8344,29.00,680.00,0.00
8344,29.00,684.00,0.00
8344,29.00,5748.00,0.00
8344,29.00,415.00,0.00
8344,49.00,3458.00,0.00
8344,49.00,2194.00,0.00
8344,49.00,202.00,0.00
8344,49.00,277.00,0.00
8344,49.00,299.00,0.00
8344,49.00,1013.00,0.00
8344,49.00,203.00,0.00
8344,49.00,208.00,0.00
8344,49.00,921.00,0.00
8344,49.00,3456.00,0.00
8344,49.00,3461.00,0.00
8344,29.00,673.00,0.00
8344,49.00,222.00,0.00
8345,1.00,2209.00,0.00
8345,1.00,8180.00,0.00
8345,17.00,207.00,0.00
8345,1.00,294.00,0.00
8345,17.00,2890.00,0.00
8345,1.00,5646.00,0.00
8345,17.00,412.00,0.00
8345,1.00,2484.00,0.00
8345,17.00,438.00,0.00
8345,1.00,883.00,0.00
8345,17.00,7154.00,0.00
8345,1.00,1.00,0.00
8345,17.00,7235.00,0.00
8345,1.00,4422.00,0.00
8345,17.00,2224.00,0.00
8345,1.00,4342.00,0.00
8345,17.00,186.00,0.00
8345,1.00,6435.00,0.00
8345,17.00,399.00,0.00
8345,1.00,6080.00,0.00
8345,1.00,2858.00,0.00
8345,17.00,813.00,0.00
8345,17.00,1470.00,0.00
8345,17.00,83.00,0.00
8345,17.00,5069.00,0.00
8345,17.00,4546.00,0.00
8345,17.00,4106.00,0.00
8345,17.00,3239.00,0.00
8345,17.00,174.00,0.00
8345,1.00,7472.00,0.00
8345,17.00,997.00,0.00
8350,12.00,79.00,0.00
8350,31.00,524.00,0.00
8350,12.00,2209.00,0.00
8350,31.00,697.00,0.00
8350,31.00,910.00,0.00
8350,12.00,227.00,0.00
8350,31.00,696.00,0.00
8350,12.00,1396.00,0.00
8350,12.00,2805.00,0.00
8350,31.00,693.00,0.00
8350,12.00,3.00,0.00
8350,31.00,187.00,0.00
8350,12.00,6062.00,0.00
8350,31.00,4485.00,0.00
8350,31.00,1116.00,0.00
8350,12.00,545.00,0.00
8350,31.00,689.00,0.00
8350,12.00,4342.00,0.00
8350,31.00,2895.00,0.00
8350,12.00,2807.00,0.00
8350,31.00,281.00,0.00
8350,12.00,63.00,0.00
8350,31.00,4490.00,0.00
8350,12.00,6080.00,0.00
8350,31.00,4489.00,0.00
8350,12.00,1102.00,0.00
8350,12.00,520.00,0.00
8350,31.00,7542.00,0.00
8390,452.00,2770.00,0.00
8390,452.00,685.00,0.00
8390,452.00,4525.00,0.00
8390,452.00,118.00,0.00
8390,452.00,8094.00,0.00
8390,452.00,671.00,0.00
8390,452.00,204.00,0.00
8390,452.00,686.00,0.00
8390,452.00,460.00,0.00
8390,452.00,6067.00,0.00
8390,452.00,2447.00,0.00
8390,452.00,684.00,0.00
8390,452.00,415.00,0.00
8390,452.00,5748.00,0.00
8390,239.00,5814.00,0.00
8390,239.00,7154.00,0.00
8390,239.00,2224.00,0.00
8390,239.00,399.00,0.00
