ID game,ID team,ID player,missed pucks,total throws,% of reflected shots
8052.00,406.00,5691.00,3.00,36.00,91.67
8051.00,104.00,178.00,4.00,34.00,88.24
8051.00,65.00,5774.00,5.00,32.00,84.38
8023.00,331.00,4524.00,6.00,33.00,81.82
8063.00,441.00,7924.00,3.00,38.00,92.11
8063.00,440.00,5123.00,6.00,31.00,80.65
8050.00,132.00,339.00,5.00,22.00,77.27
8050.00,446.00,7979.00,4.00,24.00,83.33
7998.00,53.00,1311.00,5.00,32.00,84.38
7998.00,63.00,8579.00,2.00,30.00,93.33
8026.00,22.00,4435.00,2.00,21.00,90.48
8026.00,26.00,2459.00,8.00,35.00,77.14
7123.00,31.00,7542.00,4.00,26.00,84.62
7123.00,452.00,7821.00,5.00,19.00,73.68
8005.00,450.00,4933.00,5.00,32.00,84.38
8005.00,329.00,71.00,1.00,11.00,90.91
7991.00,191.00,6599.00,4.00,19.00,78.95
7991.00,48.00,4182.00,1.00,17.00,94.12
7117.00,396.00,6488.00,1.00,39.00,97.44
7117.00,12.00,6605.00,0.00,26.00,100.00
8008.00,23.00,2559.00,2.00,36.00,94.44
8008.00,443.00,6600.00,3.00,19.00,84.21
8058.00,411.00,5717.00,5.00,16.00,68.75
8058.00,397.00,416.00,2.00,13.00,84.62
7120.00,15.00,7519.00,5.00,25.00,80.00
7120.00,111.00,10.00,4.00,40.00,90.00
8009.00,410.00,3273.00,2.00,35.00,94.29
8009.00,109.00,2437.00,4.00,24.00,83.33
7119.00,35.00,222.00,3.00,32.00,90.62
8059.00,176.00,5509.00,0.00,18.00,100.00
8059.00,400.00,8040.00,3.00,25.00,88.00
8060.00,431.00,8020.00,2.00,30.00,93.33
8060.00,439.00,7816.00,4.00,25.00,84.00
8007.00,335.00,5123.00,3.00,23.00,86.96
8007.00,408.00,8010.00,2.00,37.00,94.59
7048.00,1.00,7472.00,5.00,32.00,84.38
7048.00,49.00,222.00,4.00,44.00,90.91
8077.00,130.00,5694.00,5.00,27.00,81.48
8077.00,132.00,7923.00,3.00,23.00,86.96
8064.00,405.00,4482.00,5.00,24.00,79.17
8064.00,336.00,5774.00,1.00,12.00,91.67
7047.00,29.00,7821.00,7.00,58.00,87.93
7047.00,17.00,8010.00,5.00,38.00,86.84
8079.00,438.00,6325.00,2.00,13.00,84.62
8079.00,215.00,5219.00,11.00,35.00,68.57
7995.00,409.00,1308.00,3.00,15.00,80.00
8094.00,400.00,8040.00,4.00,34.00,88.24
8094.00,216.00,6584.00,1.00,10.00,90.00
8084.00,176.00,5509.00,1.00,22.00,95.45
8084.00,411.00,5723.00,4.00,19.00,78.95
8047.00,402.00,8020.00,3.00,26.00,88.46
8047.00,440.00,5123.00,0.00,13.00,100.00
8086.00,375.00,5639.00,5.00,25.00,80.00
8086.00,445.00,8403.00,3.00,24.00,87.50
7997.00,63.00,8579.00,6.00,34.00,82.35
7997.00,399.00,8012.00,3.00,33.00,90.91
8014.00,211.00,2458.00,4.00,21.00,80.95
8029.00,205.00,1046.00,3.00,24.00,87.50
8029.00,26.00,2459.00,2.00,28.00,92.86
8030.00,38.00,4256.00,4.00,21.00,80.95
8030.00,407.00,4339.00,5.00,21.00,76.19
7124.00,15.00,7519.00,4.00,25.00,84.00
7124.00,239.00,2478.00,5.00,24.00,79.17
8032.00,110.00,569.00,8.00,29.00,72.41
8032.00,269.00,2438.00,1.00,8.00,87.50
7996.00,208.00,979.00,4.00,18.00,77.78
7996.00,53.00,1311.00,14.00,47.00,70.21
8031.00,207.00,908.00,5.00,12.00,58.33
8031.00,8.00,1557.00,4.00,18.00,77.78
8078.00,406.00,5691.00,3.00,24.00,87.50
8078.00,404.00,5090.00,4.00,25.00,84.00
8083.00,451.00,8043.00,6.00,25.00,76.00
8083.00,401.00,1435.00,5.00,19.00,73.68
8010.00,335.00,6265.00,5.00,23.00,78.26
8013.00,329.00,71.00,3.00,18.00,83.33
8013.00,23.00,2559.00,5.00,33.00,84.85
7121.00,396.00,6488.00,4.00,36.00,88.89
7121.00,111.00,10.00,5.00,22.00,77.27
7106.00,35.00,5751.00,4.00,33.00,87.88
7106.00,452.00,7821.00,9.00,23.00,60.87
7992.00,131.00,520.00,5.00,39.00,87.18
7992.00,63.00,8579.00,6.00,46.00,86.96
8012.00,408.00,8010.00,4.00,36.00,88.89
8012.00,443.00,6600.00,3.00,23.00,86.96
8040.00,205.00,1046.00,4.00,40.00,90.00
8040.00,269.00,4360.00,3.00,23.00,86.96
8028.00,331.00,4524.00,5.00,25.00,80.00
8028.00,189.00,5121.00,1.00,19.00,94.74
8001.00,48.00,4182.00,5.00,50.00,90.00
8001.00,333.00,2478.00,2.00,26.00,92.31
8011.00,187.00,10.00,2.00,16.00,87.50
8011.00,450.00,4933.00,4.00,39.00,89.74
7108.00,239.00,938.00,1.00,15.00,93.33
7108.00,12.00,520.00,10.00,42.00,76.19
8081.00,332.00,1194.00,7.00,33.00,78.79
8080.00,104.00,178.00,2.00,23.00,91.30
8080.00,61.00,4410.00,1.00,17.00,94.12
8062.00,214.00,4565.00,2.00,24.00,91.67
8082.00,453.00,7047.00,4.00,16.00,75.00
8082.00,449.00,1194.00,1.00,22.00,95.45
8067.00,441.00,7923.00,1.00,50.00,98.00
8067.00,405.00,1407.00,5.00,18.00,72.22
8015.00,329.00,71.00,4.00,28.00,85.71
8015.00,109.00,6040.00,2.00,16.00,87.50
8093.00,397.00,4603.00,0.00,10.00,100.00
8093.00,176.00,5509.00,3.00,20.00,85.00
8091.00,438.00,6325.00,2.00,12.00,83.33
8091.00,61.00,4410.00,5.00,35.00,85.71
8166.00,239.00,938.00,5.00,15.00,66.67
8166.00,111.00,10.00,2.00,26.00,92.31
8085.00,216.00,7625.00,3.00,12.00,75.00
8085.00,431.00,8407.00,6.00,34.00,82.35
8036.00,22.00,4435.00,5.00,32.00,84.38
8036.00,110.00,569.00,10.00,40.00,75.00
8019.00,23.00,2559.00,0.00,14.00,100.00
8019.00,450.00,4933.00,3.00,30.00,90.00
7050.00,4.00,998.00,3.00,29.00,89.66
8088.00,446.00,7979.00,2.00,23.00,91.30
8088.00,65.00,5685.00,4.00,27.00,85.19
7051.00,29.00,673.00,3.00,29.00,89.66
7051.00,49.00,222.00,9.00,39.00,76.92
8168.00,31.00,995.00,0.00,19.00,100.00
8168.00,396.00,6488.00,2.00,25.00,92.00
8017.00,443.00,6600.00,7.00,36.00,80.56
8017.00,187.00,3717.00,4.00,28.00,85.71
8035.00,189.00,5121.00,1.00,15.00,93.33
8035.00,269.00,2438.00,7.00,30.00,76.67
8167.00,239.00,2478.00,2.00,20.00,90.00
8167.00,111.00,10.00,4.00,40.00,90.00
8096.00,401.00,1176.00,3.00,15.00,80.00
8096.00,449.00,4294.00,4.00,16.00,75.00
7052.00,1.00,7472.00,2.00,36.00,94.44
8095.00,332.00,3072.00,6.00,23.00,73.91
8095.00,104.00,178.00,2.00,32.00,93.75
8039.00,8.00,7620.00,7.00,24.00,70.83
8039.00,331.00,4524.00,3.00,18.00,83.33
8182.00,12.00,520.00,4.00,53.00,92.45
8182.00,35.00,222.00,3.00,39.00,92.31
8112.00,130.00,631.00,6.00,27.00,77.78
8038.00,189.00,5121.00,1.00,18.00,94.44
8038.00,26.00,1296.00,2.00,28.00,92.86
8043.00,207.00,908.00,3.00,33.00,90.91
8043.00,110.00,569.00,4.00,32.00,87.50
8122.00,411.00,5717.00,4.00,14.00,71.43
8122.00,445.00,7883.00,7.00,34.00,79.41
8116.00,397.00,416.00,1.00,31.00,96.77
8116.00,216.00,6584.00,2.00,16.00,87.50
8002.00,409.00,1308.00,3.00,32.00,90.62
8002.00,208.00,979.00,4.00,32.00,87.50
8113.00,448.00,7966.00,5.00,37.00,86.49
8113.00,406.00,7837.00,4.00,16.00,75.00
8004.00,53.00,1311.00,5.00,34.00,85.29
8004.00,48.00,4182.00,2.00,21.00,90.48
8185.00,452.00,7821.00,3.00,29.00,89.66
8185.00,15.00,7519.00,4.00,27.00,85.19
8121.00,439.00,7816.00,0.00,18.00,100.00
8121.00,176.00,5509.00,5.00,20.00,75.00
8071.00,214.00,4565.00,5.00,28.00,82.14
8071.00,402.00,8020.00,1.00,22.00,95.45
8070.00,64.00,7222.00,0.00,25.00,100.00
8070.00,200.00,4257.00,5.00,28.00,82.14
8003.00,333.00,2478.00,3.00,25.00,88.00
8003.00,379.00,6600.00,4.00,35.00,88.57
8120.00,132.00,7923.00,2.00,29.00,93.10
8120.00,215.00,5581.00,4.00,23.00,82.61
8042.00,38.00,5779.00,5.00,33.00,84.85
8042.00,22.00,4435.00,2.00,27.00,92.59
8114.00,448.00,7970.00,4.00,37.00,89.19
8114.00,61.00,4410.00,3.00,21.00,85.71
8020.00,187.00,520.00,5.00,34.00,85.29
8020.00,109.00,2437.00,4.00,16.00,75.00
8184.00,396.00,6488.00,0.00,28.00,100.00
8184.00,31.00,995.00,2.00,16.00,87.50
8041.00,407.00,8431.00,6.00,31.00,80.65
8041.00,269.00,2438.00,3.00,19.00,84.21
8186.00,452.00,7821.00,4.00,23.00,82.61
8186.00,15.00,7519.00,3.00,30.00,90.00
8072.00,441.00,7924.00,0.00,21.00,100.00
8183.00,35.00,222.00,9.00,30.00,70.00
8183.00,12.00,520.00,2.00,32.00,93.75
8119.00,446.00,7978.00,6.00,22.00,72.73
8119.00,332.00,3072.00,7.00,32.00,78.12
8115.00,438.00,4300.00,2.00,20.00,90.00
8117.00,449.00,4294.00,2.00,15.00,86.67
8115.00,104.00,178.00,5.00,33.00,84.85
8097.00,431.00,8407.00,0.00,14.00,100.00
8097.00,445.00,8403.00,1.00,25.00,96.00
8034.00,331.00,217.00,2.00,27.00,92.59
8034.00,26.00,1296.00,1.00,27.00,96.30
8213.00,35.00,222.00,2.00,21.00,90.48
8213.00,12.00,520.00,5.00,33.00,84.85
8022.00,410.00,3273.00,6.00,28.00,78.57
8022.00,329.00,4246.00,2.00,20.00,90.00
8087.00,411.00,5723.00,2.00,13.00,84.62
8087.00,375.00,5639.00,5.00,26.00,80.77
8037.00,8.00,1557.00,1.00,28.00,96.43
8123.00,401.00,1435.00,6.00,13.00,53.85
8123.00,451.00,573.00,2.00,27.00,92.59
7993.00,53.00,1311.00,12.00,49.00,75.51
7993.00,333.00,2478.00,1.00,26.00,96.15
8218.00,29.00,673.00,4.00,18.00,77.78
8218.00,46.00,5751.00,3.00,25.00,88.00
8074.00,200.00,4257.00,2.00,35.00,94.29
8074.00,440.00,5123.00,5.00,24.00,79.17
8125.00,130.00,5694.00,6.00,32.00,81.25
8125.00,406.00,7837.00,0.00,12.00,100.00
8224.00,49.00,222.00,0.00,28.00,100.00
8224.00,56.00,995.00,3.00,31.00,90.32
8216.00,452.00,7821.00,0.00,25.00,100.00
8216.00,15.00,7519.00,2.00,18.00,88.89
8220.00,4.00,998.00,5.00,29.00,82.76
8220.00,1.00,7472.00,2.00,39.00,94.87
8221.00,17.00,8010.00,1.00,28.00,96.43
8221.00,442.00,7851.00,6.00,30.00,80.00
8214.00,111.00,10.00,5.00,26.00,80.77
8214.00,239.00,2478.00,6.00,20.00,70.00
8127.00,65.00,5685.00,4.00,29.00,86.21
8127.00,448.00,7970.00,5.00,43.00,88.37
8018.00,335.00,5123.00,4.00,26.00,84.62
8018.00,410.00,6068.00,3.00,25.00,88.00
8033.00,205.00,1046.00,3.00,24.00,87.50
8033.00,207.00,908.00,1.00,40.00,97.50
8223.00,4.00,998.00,10.00,30.00,66.67
8223.00,1.00,7472.00,0.00,38.00,100.00
8219.00,29.00,673.00,3.00,32.00,90.62
8075.00,402.00,8407.00,1.00,14.00,92.86
8075.00,336.00,1557.00,4.00,17.00,76.47
8016.00,211.00,2458.00,3.00,25.00,88.00
8215.00,31.00,7542.00,2.00,13.00,84.62
8215.00,396.00,6488.00,1.00,40.00,97.50
8016.00,408.00,667.00,2.00,13.00,84.62
7999.00,208.00,4257.00,4.00,28.00,85.71
8227.00,452.00,7821.00,3.00,22.00,86.36
8227.00,15.00,7519.00,1.00,44.00,97.73
8226.00,35.00,222.00,6.00,23.00,73.91
8226.00,12.00,520.00,3.00,43.00,93.02
8124.00,449.00,4294.00,0.00,24.00,100.00
8124.00,453.00,7047.00,8.00,30.00,73.33
8217.00,111.00,10.00,3.00,35.00,91.43
8217.00,239.00,2478.00,2.00,16.00,87.50
8126.00,406.00,5691.00,1.00,19.00,94.74
8126.00,332.00,3072.00,5.00,28.00,82.14
8225.00,56.00,995.00,3.00,37.00,91.89
8225.00,49.00,222.00,4.00,29.00,86.21
8092.00,406.00,5691.00,2.00,22.00,90.91
8092.00,132.00,7923.00,3.00,18.00,83.33
8089.00,130.00,5694.00,7.00,34.00,79.41
8089.00,404.00,5090.00,1.00,18.00,94.44
8248.00,12.00,520.00,1.00,34.00,97.06
8248.00,35.00,222.00,2.00,17.00,88.24
8098.00,451.00,573.00,4.00,28.00,85.71
8098.00,453.00,7047.00,6.00,33.00,81.82
8255.00,409.00,1308.00,2.00,25.00,92.00
8255.00,131.00,520.00,1.00,23.00,95.65
8252.00,56.00,995.00,3.00,24.00,87.50
8252.00,49.00,222.00,2.00,43.00,95.35
8249.00,15.00,7519.00,5.00,23.00,78.26
8249.00,452.00,7821.00,3.00,35.00,91.43
8265.00,445.00,8403.00,4.00,34.00,88.24
8266.00,1.00,7472.00,4.00,30.00,86.67
8266.00,4.00,998.00,2.00,26.00,92.31
8250.00,442.00,7850.00,7.00,30.00,76.67
8250.00,17.00,997.00,2.00,23.00,91.30
8066.00,336.00,5536.00,2.00,20.00,90.00
8066.00,200.00,4257.00,1.00,28.00,96.43
8068.00,64.00,7222.00,8.00,45.00,82.22
8068.00,44.00,2764.00,0.00,21.00,100.00
8021.00,410.00,3273.00,4.00,22.00,81.82
8021.00,408.00,667.00,5.00,20.00,75.00
8254.00,379.00,6600.00,4.00,35.00,88.57
8254.00,333.00,938.00,1.00,27.00,96.30
8253.00,49.00,222.00,2.00,24.00,91.67
8256.00,48.00,4182.00,6.00,32.00,81.25
8256.00,208.00,4257.00,5.00,37.00,86.49
8090.00,215.00,5219.00,8.00,34.00,76.47
8090.00,448.00,7966.00,3.00,23.00,86.96
8253.00,56.00,995.00,3.00,16.00,81.25
8228.00,31.00,7542.00,0.00,16.00,100.00
8228.00,396.00,6488.00,1.00,19.00,94.74
8251.00,442.00,7851.00,8.00,32.00,75.00
8267.00,375.00,5639.00,0.00,20.00,100.00
8267.00,431.00,8407.00,3.00,28.00,89.29
8268.00,411.00,5717.00,2.00,28.00,92.86
8268.00,176.00,5509.00,4.00,25.00,84.00
8262.00,29.00,673.00,5.00,25.00,80.00
8257.00,409.00,1308.00,2.00,25.00,92.00
8257.00,131.00,520.00,3.00,32.00,90.62
8264.00,111.00,10.00,4.00,41.00,90.24
8264.00,239.00,938.00,3.00,27.00,88.89
8269.00,439.00,7816.00,8.00,28.00,71.43
8298.00,443.00,6600.00,6.00,36.00,83.33
8298.00,109.00,2437.00,4.00,22.00,81.82
8311.00,402.00,8020.00,4.00,26.00,84.62
8311.00,214.00,4565.00,8.00,44.00,81.82
8306.00,335.00,6265.00,5.00,26.00,80.77
8314.00,439.00,7816.00,4.00,31.00,87.10
8314.00,216.00,7625.00,3.00,26.00,88.46
8301.00,205.00,1046.00,3.00,28.00,89.29
8301.00,331.00,4524.00,0.00,14.00,100.00
8258.00,191.00,6599.00,2.00,24.00,91.67
8258.00,63.00,8579.00,3.00,22.00,86.36
8263.00,46.00,4710.00,3.00,33.00,90.91
8263.00,29.00,673.00,5.00,25.00,80.00
8261.00,208.00,4257.00,1.00,29.00,96.55
8307.00,404.00,5090.00,5.00,22.00,77.27
8307.00,438.00,6325.00,1.00,20.00,95.00
8305.00,8.00,1557.00,2.00,23.00,91.30
8304.00,451.00,573.00,1.00,31.00,96.77
8304.00,453.00,7047.00,4.00,22.00,81.82
8309.00,440.00,5123.00,1.00,16.00,93.75
8309.00,200.00,4257.00,4.00,44.00,90.91
8310.00,449.00,4294.00,1.00,22.00,95.45
8310.00,401.00,1176.00,3.00,16.00,81.25
8317.00,445.00,8403.00,3.00,29.00,89.66
8317.00,397.00,4603.00,2.00,21.00,90.48
8315.00,104.00,178.00,4.00,30.00,86.67
8315.00,132.00,7923.00,3.00,27.00,88.89
8303.00,431.00,8407.00,3.00,18.00,83.33
8303.00,375.00,5639.00,1.00,25.00,96.00
8260.00,333.00,938.00,0.00,24.00,100.00
8260.00,379.00,6600.00,5.00,25.00,80.00
8308.00,446.00,7979.00,5.00,20.00,75.00
8308.00,65.00,5685.00,6.00,27.00,77.78
8299.00,189.00,5121.00,3.00,20.00,85.00
8299.00,207.00,908.00,1.00,28.00,96.43
8259.00,63.00,8579.00,2.00,38.00,94.74
8259.00,191.00,6599.00,3.00,29.00,89.66
8297.00,396.00,6488.00,3.00,45.00,93.33
8297.00,31.00,7542.00,0.00,7.00,100.00
8313.00,215.00,5581.00,2.00,26.00,92.31
8313.00,406.00,5691.00,3.00,19.00,84.21
8302.00,407.00,4339.00,3.00,31.00,90.32
8302.00,269.00,2438.00,1.00,30.00,96.67
8295.00,46.00,4710.00,6.00,33.00,81.82
8295.00,29.00,673.00,3.00,38.00,92.11
8318.00,411.00,5717.00,3.00,17.00,82.35
8318.00,176.00,5509.00,1.00,23.00,95.65
8296.00,4.00,998.00,6.00,32.00,81.25
8296.00,1.00,7472.00,2.00,28.00,92.86
8312.00,64.00,7222.00,2.00,29.00,93.10
8316.00,441.00,7924.00,1.00,28.00,96.43
8316.00,336.00,5536.00,2.00,19.00,89.47
8342.00,29.00,673.00,3.00,33.00,90.91
8342.00,49.00,222.00,6.00,37.00,83.78
8357.00,443.00,6600.00,6.00,39.00,84.62
8357.00,109.00,3075.00,3.00,15.00,80.00
8360.00,187.00,10.00,4.00,34.00,88.24
8360.00,23.00,2559.00,5.00,33.00,84.85
8371.00,401.00,1435.00,2.00,30.00,93.33
8371.00,449.00,4294.00,1.00,13.00,92.31
8365.00,205.00,1046.00,4.00,17.00,76.47
8365.00,331.00,4524.00,5.00,32.00,84.38
8356.00,63.00,8579.00,3.00,48.00,93.75
8356.00,191.00,6599.00,2.00,22.00,90.91
8300.00,408.00,7519.00,3.00,30.00,90.00
8300.00,211.00,2458.00,4.00,17.00,76.47
8362.00,64.00,7222.00,3.00,28.00,89.29
8368.00,269.00,2438.00,3.00,19.00,84.21
8343.00,17.00,997.00,1.00,32.00,96.88
8343.00,1.00,7472.00,5.00,40.00,87.50
8370.00,453.00,7047.00,6.00,28.00,78.57
8370.00,451.00,573.00,0.00,15.00,100.00
8353.00,132.00,339.00,3.00,20.00,85.00
8353.00,104.00,178.00,4.00,47.00,91.49
8354.00,336.00,1557.00,3.00,24.00,87.50
8354.00,441.00,7924.00,1.00,28.00,96.43
8367.00,438.00,6325.00,3.00,20.00,85.00
8367.00,404.00,5090.00,5.00,30.00,83.33
8358.00,211.00,2458.00,2.00,28.00,92.86
8358.00,408.00,7519.00,1.00,29.00,96.55
8372.00,446.00,7979.00,6.00,33.00,81.82
8294.00,131.00,520.00,0.00,18.00,100.00
8294.00,409.00,1308.00,6.00,10.00,40.00
8359.00,335.00,6265.00,4.00,19.00,78.95
8359.00,410.00,6068.00,5.00,34.00,85.29
8363.00,402.00,8020.00,4.00,31.00,87.10
8363.00,214.00,4565.00,8.00,26.00,69.23
8348.00,12.00,520.00,2.00,30.00,93.33
8348.00,31.00,7542.00,1.00,20.00,95.00
8373.00,406.00,5691.00,4.00,21.00,80.95
8361.00,200.00,4257.00,9.00,34.00,73.53
8361.00,440.00,5123.00,4.00,15.00,73.33
8366.00,8.00,1557.00,2.00,36.00,94.44
8366.00,38.00,4256.00,6.00,28.00,78.57
8364.00,22.00,4435.00,3.00,25.00,88.00
8364.00,207.00,908.00,4.00,36.00,88.89
8349.00,239.00,938.00,2.00,27.00,92.59
8349.00,452.00,7821.00,0.00,33.00,100.00
8369.00,411.00,5723.00,2.00,29.00,93.10
8369.00,176.00,5509.00,3.00,26.00,88.46
8344.00,29.00,673.00,7.00,30.00,76.67
8344.00,49.00,222.00,3.00,24.00,87.50
8393.00,208.00,4257.00,4.00,36.00,88.89
8393.00,191.00,6599.00,2.00,18.00,88.89
8399.00,205.00,1046.00,3.00,23.00,86.96
8399.00,331.00,4524.00,2.00,19.00,89.47
8345.00,1.00,7472.00,5.00,39.00,87.18
8345.00,17.00,997.00,4.00,40.00,90.00
8350.00,12.00,520.00,5.00,40.00,87.50
8350.00,31.00,7542.00,1.00,19.00,94.74
8401.00,406.00,5691.00,1.00,25.00,96.00
8401.00,215.00,5581.00,2.00,22.00,90.91
8390.00,452.00,7821.00,3.00,31.00,90.32
8390.00,239.00,2478.00,2.00,30.00,93.33
8392.00,333.00,938.00,4.00,20.00,80.00
8392.00,131.00,520.00,2.00,37.00,94.59
8391.00,239.00,2478.00,1.00,24.00,95.83
8391.00,452.00,7821.00,5.00,28.00,82.14
8394.00,191.00,6599.00,2.00,19.00,89.47
8394.00,208.00,979.00,6.00,35.00,82.86
8347.00,1.00,7472.00,2.00,31.00,93.55
8347.00,17.00,997.00,3.00,43.00,93.02
8396.00,23.00,2559.00,5.00,32.00,84.38
8396.00,187.00,10.00,3.00,22.00,86.36
8352.00,31.00,7542.00,0.00,10.00,100.00
8352.00,12.00,520.00,3.00,32.00,90.62
8397.00,440.00,5123.00,5.00,35.00,85.71
8397.00,441.00,7924.00,4.00,37.00,89.19
8403.00,375.00,5639.00,9.00,35.00,74.29
8346.00,29.00,673.00,4.00,33.00,87.88
8346.00,49.00,222.00,10.00,31.00,67.74
8398.00,64.00,7222.00,4.00,37.00,89.19
8398.00,402.00,8020.00,1.00,7.00,85.71
8400.00,22.00,4435.00,3.00,34.00,91.18
8400.00,207.00,908.00,5.00,24.00,79.17
8430.00,187.00,10.00,3.00,28.00,89.29
8430.00,109.00,3075.00,1.00,21.00,95.24
8419.00,29.00,673.00,5.00,31.00,83.87
8419.00,49.00,222.00,4.00,31.00,87.10
8432.00,453.00,7047.00,12.00,34.00,64.71
8429.00,132.00,339.00,4.00,23.00,82.61
8429.00,438.00,4300.00,1.00,15.00,93.33
8426.00,441.00,7924.00,5.00,36.00,86.11
8426.00,440.00,5123.00,1.00,19.00,94.74
8395.00,333.00,2478.00,0.00,23.00,100.00
8395.00,131.00,520.00,3.00,34.00,91.18
8420.00,1.00,7472.00,4.00,41.00,90.24
8420.00,17.00,997.00,5.00,32.00,84.38
8427.00,64.00,7222.00,5.00,21.00,76.19
8427.00,402.00,8020.00,1.00,22.00,95.45
8433.00,406.00,5691.00,3.00,26.00,88.46
8433.00,446.00,7979.00,1.00,21.00,95.24
8423.00,239.00,2478.00,2.00,26.00,92.31
8423.00,452.00,7821.00,1.00,44.00,97.73
8431.00,375.00,5639.00,3.00,38.00,92.11
8431.00,397.00,416.00,1.00,14.00,92.86
8422.00,1.00,7472.00,1.00,30.00,96.67
8422.00,17.00,997.00,2.00,33.00,93.94
8421.00,49.00,222.00,3.00,26.00,88.46
8421.00,29.00,673.00,2.00,37.00,94.59
8428.00,216.00,7625.00,2.00,20.00,90.00
8428.00,411.00,5717.00,3.00,24.00,87.50
8425.00,335.00,6265.00,2.00,19.00,89.47
8425.00,408.00,7519.00,6.00,26.00,76.92
8434.00,451.00,573.00,4.00,20.00,80.00
8434.00,449.00,4294.00,3.00,12.00,75.00
8437.00,331.00,4524.00,0.00,30.00,100.00
8437.00,269.00,4360.00,3.00,28.00,89.29
8436.00,22.00,4435.00,3.00,30.00,90.00
8436.00,8.00,1557.00,6.00,28.00,78.57
8424.00,452.00,7821.00,5.00,1.00,-400.00
8424.00,239.00,2478.00,3.00,12.00,75.00
8461.00,438.00,6325.00,4.00,22.00,81.82
8461.00,132.00,339.00,2.00,21.00,90.48
8462.00,441.00,7924.00,2.00,30.00,93.33
8462.00,440.00,5123.00,3.00,40.00,92.50
8469.00,109.00,3075.00,3.00,30.00,90.00
8469.00,187.00,10.00,0.00,31.00,100.00
8454.00,29.00,673.00,1.00,42.00,97.62
8454.00,1.00,7472.00,7.00,27.00,74.07
8465.00,411.00,5717.00,1.00,17.00,94.12
8465.00,216.00,7625.00,3.00,24.00,87.50
8460.00,131.00,520.00,2.00,43.00,95.35
8460.00,333.00,2478.00,0.00,25.00,100.00
8463.00,22.00,4435.00,4.00,18.00,77.78
8463.00,8.00,1557.00,7.00,22.00,68.18
8468.00,335.00,6265.00,1.00,15.00,93.33
8468.00,408.00,7519.00,2.00,22.00,90.91
8457.00,239.00,938.00,1.00,15.00,93.33
8457.00,31.00,7542.00,4.00,36.00,88.89
8467.00,449.00,4294.00,3.00,22.00,86.36
8467.00,451.00,573.00,4.00,23.00,82.61
8466.00,331.00,4524.00,2.00,24.00,91.67
8466.00,269.00,2438.00,3.00,32.00,90.62
8464.00,406.00,5691.00,3.00,20.00,85.00
8464.00,446.00,7979.00,2.00,32.00,93.75
8486.00,438.00,4300.00,3.00,17.00,82.35
8486.00,132.00,339.00,1.00,23.00,95.65
8481.00,131.00,520.00,2.00,26.00,92.31
8481.00,208.00,4257.00,6.00,34.00,82.35
8484.00,187.00,10.00,3.00,36.00,91.67
8484.00,109.00,3075.00,7.00,20.00,65.00
8458.00,31.00,995.00,5.00,31.00,83.87
8458.00,239.00,938.00,2.00,21.00,90.48
8455.00,1.00,7472.00,1.00,31.00,96.77
8455.00,29.00,673.00,6.00,50.00,88.00
8482.00,191.00,6599.00,5.00,50.00,90.00
8482.00,333.00,2478.00,0.00,18.00,100.00
8485.00,8.00,1557.00,0.00,20.00,100.00
8485.00,269.00,2438.00,5.00,24.00,79.17
8456.00,1.00,7472.00,3.00,26.00,88.46
8456.00,29.00,673.00,5.00,38.00,86.84
8493.00,132.00,339.00,1.00,21.00,95.24
8483.00,333.00,2478.00,2.00,27.00,92.59
8483.00,191.00,6599.00,5.00,44.00,88.64
8493.00,446.00,7979.00,2.00,10.00,80.00
8488.00,335.00,6265.00,3.00,20.00,85.00
8488.00,187.00,10.00,1.00,20.00,95.00
8495.00,397.00,416.00,1.00,30.00,96.67
8495.00,411.00,5717.00,3.00,26.00,88.46
8489.00,441.00,7924.00,6.00,31.00,80.65
8489.00,402.00,8020.00,2.00,14.00,85.71
8459.00,31.00,7542.00,5.00,31.00,83.87
8459.00,239.00,938.00,2.00,22.00,90.91
8492.00,22.00,4435.00,6.00,38.00,84.21
8492.00,331.00,4524.00,2.00,26.00,92.31
8496.00,375.00,5639.00,2.00,25.00,92.00
8496.00,216.00,1126.00,3.00,20.00,85.00
8512.00,109.00,2437.00,3.00,20.00,85.00
8512.00,408.00,7519.00,4.00,32.00,87.50
8519.00,446.00,7979.00,3.00,17.00,82.35
8519.00,132.00,339.00,1.00,25.00,96.00
8516.00,187.00,10.00,1.00,22.00,95.45
8516.00,335.00,6265.00,4.00,19.00,78.95
8518.00,402.00,8020.00,3.00,25.00,88.00
8518.00,441.00,7923.00,2.00,21.00,90.48
8514.00,397.00,416.00,2.00,22.00,90.91
8514.00,411.00,5717.00,5.00,24.00,79.17
8522.00,1.00,7472.00,3.00,32.00,90.62
8522.00,29.00,673.00,1.00,49.00,97.96
8491.00,64.00,7222.00,8.00,52.00,84.62
8491.00,440.00,5123.00,4.00,24.00,83.33
8524.00,331.00,4524.00,5.00,35.00,85.71
8524.00,22.00,4435.00,6.00,26.00,76.92
8520.00,402.00,8020.00,5.00,25.00,80.00
8520.00,441.00,7923.00,3.00,33.00,90.91
8523.00,1.00,7472.00,3.00,37.00,91.89
8523.00,29.00,673.00,4.00,58.00,93.10
8513.00,438.00,6325.00,3.00,15.00,80.00
8562.00,269.00,5639.00,4.00,23.00,82.61
8562.00,329.00,4246.00,2.00,16.00,87.50
8555.00,335.00,8403.00,5.00,43.00,88.37
