ID game,ID team,ID opponent,result,GT,timeT,TB_T,ShotT,BT_T,PM_T,As_T,As_T_2,GO,timeO,TB_O,ShotO,BT_O,PM_O,As_O,As_O_2,refl_sh_T,refl_sh_O,ID season,stage,division,date,ELO,ELO_O,E_S,E_S_O,ELO_old,ELO_O_old
9796,15,333,W,6.00,13186.00,21.00,36.00,6.00,19.00,6.00,2.00,3.00,13384.00,27.00,20.00,4.00,-21.00,3.00,0.00,85.00,83.33,74.00,1,1,2024-02-24,1400.07,1523.27,0.24,0.76,1362.98,1560.36
9851,63,506,L,3.00,12766.00,19.00,37.00,12.00,-4.00,3.00,2.00,4.00,12279.00,19.00,39.00,10.00,4.00,4.00,2.00,89.74,91.89,82.00,1,0,2024-02-24,1415.39,1523.82,0.40,0.60,1435.08,1504.13
9852,12,440,L,3.00,12634.00,31.00,33.00,3.00,-15.00,3.00,1.00,6.00,12496.00,16.00,35.00,15.00,15.00,4.00,4.00,82.86,,82.00,1,0,2024-02-24,1274.75,1506.00,0.23,0.77,1286.09,1494.66
9853,191,409,W,3.00,12783.00,22.00,37.00,1.00,5.00,3.00,1.00,1.00,6394.00,6.00,11.00,5.00,-5.00,1.00,1.00,90.91,91.89,82.00,1,0,2024-02-24,1673.21,1579.99,0.57,0.43,1652.31,1600.89
9865,410,379,L,3.00,12927.00,26.00,34.00,10.00,-1.00,2.00,1.00,4.00,13329.00,18.00,28.00,19.00,0.00,4.00,1.00,85.71,91.18,82.00,1,1,2024-02-24,1239.34,1295.71,0.49,0.51,1263.23,1271.81
9944,498,402,W,6.00,14239.00,29.00,47.00,7.00,-3.00,3.00,2.00,5.00,13467.00,18.00,28.00,9.00,5.00,4.00,1.00,82.14,87.23,75.00,1,1,2024-02-24,1451.03,1427.30,0.46,0.54,1424.46,1453.87
9950,445,406,L,4.00,13120.00,18.00,15.00,6.00,-8.00,3.00,0.00,5.00,13595.00,31.00,52.00,3.00,8.00,4.00,2.00,90.38,,75.00,1,3,2024-02-24,920.72,1095.79,0.30,0.70,935.52,1080.99
9951,215,65,W,8.00,13156.00,21.00,26.00,18.00,19.00,2.00,1.00,7.00,13805.00,29.00,39.00,8.00,-20.00,5.00,4.00,82.05,69.23,75.00,1,3,2024-02-24,1119.22,1123.02,0.41,0.59,1090.43,1151.81
9956,501,453,L,1.00,13208.00,26.00,24.00,3.00,-15.00,0.00,0.00,5.00,12902.00,17.00,30.00,9.00,15.00,2.00,0.00,83.33,95.83,75.00,1,5,2024-02-24,878.40,773.36,0.73,0.27,914.41,737.35
9062,505,56,L,2.00,13501.00,14.00,29.00,5.00,-35.00,2.00,2.00,9.00,14376.00,16.00,40.00,4.00,35.00,9.00,4.00,77.50,93.10,74.00,1,0,2024-02-25,1356.38,1603.47,0.21,0.79,1366.86,1592.99
9083,447,442,W,6.00,12339.00,14.00,30.00,1.00,17.00,5.00,1.00,2.00,12045.00,19.00,35.00,6.00,-17.00,2.00,2.00,94.29,80.00,74.00,1,0,2024-02-25,1335.63,1382.67,0.35,0.65,1303.54,1414.76
9689,15,396,L,3.00,6249.00,16.00,32.00,6.00,-25.00,3.00,1.00,5.00,5322.00,4.00,19.00,5.00,24.00,3.00,1.00,73.68,90.62,74.00,1,1,2024-02-25,1373.72,1400.04,0.54,0.46,1400.07,1373.68
9794,35,92,W,9.00,13358.00,22.00,35.00,8.00,30.00,7.00,2.00,1.00,12518.00,21.00,23.00,6.00,-30.00,1.00,0.00,95.65,74.29,74.00,1,1,2024-02-25,1564.56,1498.24,0.53,0.47,1541.48,1521.32
9866,443,109,W,6.00,12989.00,19.00,31.00,5.00,9.00,4.00,0.00,2.00,12150.00,33.00,27.00,10.00,-9.00,1.00,0.00,92.59,80.65,82.00,1,1,2024-02-25,1435.99,1240.25,0.73,0.27,1422.54,1253.70
9921,191,506,W,5.00,12343.00,15.00,41.00,8.00,10.00,5.00,1.00,2.00,12191.00,15.00,24.00,8.00,-11.00,1.00,1.00,91.67,87.80,82.00,1,0,2024-02-25,1687.78,1509.25,0.70,0.30,1673.21,1523.82
9943,53,189,L,2.00,10269.00,12.00,15.00,6.00,-20.00,2.00,1.00,6.00,10486.00,15.00,29.00,5.00,20.00,6.00,2.00,79.31,86.67,75.00,1,1,2024-02-25,1243.93,1337.46,0.43,0.57,1264.81,1316.59
9945,44,497,D,6.00,12806.00,21.00,18.00,6.00,-40.00,4.00,0.00,6.00,12201.00,18.00,41.00,5.00,20.00,3.00,2.00,85.37,83.33,75.00,1,1,2024-02-25,1307.45,1394.05,0.36,0.64,1300.56,1400.94
9946,331,48,W,4.00,13076.00,25.00,31.00,11.00,13.00,3.00,2.00,1.00,11824.00,18.00,23.00,2.00,-13.00,1.00,0.00,95.65,87.10,75.00,1,1,2024-02-25,1382.74,1491.43,0.26,0.74,1346.51,1527.66
9947,214,22,W,5.00,6365.00,11.00,34.00,5.00,-5.00,4.00,3.00,3.00,5456.00,28.00,48.00,3.00,5.00,2.00,0.00,93.75,85.29,75.00,1,1,2024-02-25,1285.38,1258.08,0.46,0.54,1259.10,1284.36
9948,336,23,W,4.00,12673.00,16.00,27.00,7.00,5.00,4.00,0.00,2.00,12212.00,24.00,32.00,4.00,-5.00,2.00,0.00,93.75,85.19,75.00,1,1,2024-02-25,1401.88,1289.22,0.60,0.40,1382.52,1308.58
9949,61,104,L,2.00,13100.00,11.00,24.00,4.00,-30.00,1.00,0.00,9.00,13281.00,18.00,24.00,3.00,30.00,6.00,2.00,62.50,91.67,75.00,1,3,2024-02-25,965.90,1222.66,0.20,0.80,975.88,1212.68
9952,176,411,W,2.00,13451.00,22.00,22.00,13.00,-2.00,2.00,1.00,1.00,13626.00,31.00,34.00,4.00,2.00,1.00,1.00,97.06,90.91,75.00,1,4,2024-02-25,1074.49,1049.41,0.46,0.54,1048.03,1075.87
9953,439,502,W,7.00,12311.00,20.00,22.00,8.00,30.00,6.00,1.00,2.00,13302.00,19.00,26.00,6.00,-32.00,1.00,0.00,92.31,68.18,75.00,1,4,2024-02-25,1070.02,1135.87,0.32,0.68,1036.59,1169.30
9954,408,329,W,2.00,12867.00,31.00,32.00,6.00,9.00,2.00,0.00,0.00,12371.00,18.00,21.00,6.00,-10.00,0.00,0.00,100.00,93.75,75.00,1,1,2024-02-25,1512.92,1263.93,0.79,0.21,1502.54,1274.31
9955,544,130,L,1.00,13554.00,3.00,5.00,18.00,-26.00,1.00,0.00,8.00,12058.00,28.00,43.00,1.00,30.00,4.00,1.00,81.40,80.00,75.00,1,4,2024-02-25,909.62,1142.52,0.23,0.77,920.86,1131.28
9961,375,216,L,2.00,12160.00,19.00,24.00,4.00,-6.00,2.00,0.00,3.00,11965.00,22.00,26.00,5.00,11.00,2.00,0.00,88.46,,75.00,1,4,2024-02-25,1029.12,1025.87,0.59,0.41,1057.86,997.13
9962,499,431,W,2.00,13079.00,12.00,29.00,4.00,3.00,1.00,0.00,1.00,12707.00,18.00,22.00,3.00,-6.00,1.00,0.00,95.45,93.10,75.00,1,4,2024-02-25,1075.12,1135.87,0.33,0.67,1042.04,1168.94
9815,46,555,W,5.00,12597.00,28.00,46.00,7.00,20.00,5.00,4.00,3.00,12374.00,16.00,33.00,10.00,-19.00,3.00,2.00,90.91,89.13,74.00,1,0,2024-02-28,1547.56,1537.45,0.44,0.56,1519.88,1565.13
9855,335,63,L,5.00,12780.00,20.00,40.00,8.00,-20.00,5.00,2.00,11.00,13027.00,24.00,41.00,4.00,19.00,10.00,4.00,73.17,87.50,82.00,1,0,2024-03-02,1288.78,1432.41,0.35,0.65,1305.80,1415.39
9856,409,440,W,6.00,12871.00,21.00,45.00,4.00,1.00,6.00,0.00,5.00,12943.00,22.00,28.00,4.00,0.00,4.00,1.00,82.14,86.67,82.00,1,0,2024-03-02,1599.35,1486.64,0.60,0.40,1579.99,1506.00
9857,12,111,L,1.00,13322.00,19.00,29.00,6.00,-20.00,1.00,0.00,6.00,13304.00,15.00,31.00,2.00,20.00,6.00,2.00,80.65,96.55,82.00,1,0,2024-03-02,1264.80,1522.15,0.20,0.80,1274.75,1512.20
9925,410,109,L,4.00,13101.00,11.00,23.00,5.00,-10.00,4.00,2.00,9.00,13644.00,20.00,37.00,1.00,9.00,7.00,2.00,75.68,82.61,82.00,1,1,2024-03-02,1214.90,1264.68,0.50,0.50,1239.34,1240.25
10001,61,448,L,3.00,12927.00,10.00,14.00,7.00,0.00,3.00,0.00,5.00,12974.00,33.00,46.00,5.00,0.00,5.00,2.00,89.13,78.57,75.00,1,3,2024-03-02,948.43,1085.89,0.36,0.64,965.90,1068.42
10003,406,65,L,3.00,12619.00,23.00,23.00,9.00,-14.00,2.00,1.00,7.00,12217.00,24.00,36.00,7.00,13.00,4.00,0.00,,86.96,75.00,1,3,2024-03-02,1073.21,1145.61,0.46,0.54,1095.79,1123.02
10006,501,545,W,3.00,13261.00,27.00,23.00,3.00,0.00,2.00,2.00,2.00,12359.00,12.00,17.00,7.00,0.00,2.00,1.00,,86.96,75.00,1,5,2024-03-02,902.96,854.63,0.50,0.50,878.40,879.19
10012,53,329,W,4.00,13058.00,20.00,20.00,10.00,0.00,3.00,1.00,3.00,12838.00,27.00,22.00,9.00,0.00,1.00,0.00,86.36,80.00,75.00,1,1,2024-03-02,1269.84,1238.02,0.47,0.53,1243.93,1263.93
10019,216,431,L,0.00,12762.00,19.00,20.00,4.00,-10.00,0.00,0.00,2.00,12941.00,10.00,15.00,3.00,10.00,2.00,1.00,86.67,100.00,75.00,1,4,2024-03-02,1008.87,1152.86,0.35,0.65,1025.87,1135.87
10020,499,176,W,3.00,12410.00,22.00,29.00,7.00,10.00,2.00,0.00,1.00,12586.00,12.00,17.00,7.00,-10.00,1.00,1.00,94.12,89.66,75.00,1,4,2024-03-02,1099.57,1050.03,0.50,0.50,1075.12,1074.49
10023,26,129,W,2.00,12903.00,15.00,31.00,3.00,10.00,2.00,1.00,0.00,13300.00,22.00,31.00,3.00,-10.00,0.00,0.00,100.00,93.55,75.00,6,2,2024-03-02,1201.86,1207.60,0.41,0.59,1172.92,1236.53
10028,333,452,W,6.00,13059.00,24.00,22.00,4.00,25.00,5.00,1.00,1.00,12872.00,21.00,31.00,5.00,-25.00,0.00,0.00,96.77,72.73,74.00,6,1,2024-03-02,1548.32,1506.09,0.49,0.51,1523.27,1531.15
10030,442,29,L,3.00,12337.00,17.00,52.00,7.00,-6.00,3.00,1.00,4.00,13889.00,29.00,37.00,8.00,5.00,4.00,1.00,89.19,94.23,74.00,6,0,2024-03-02,1373.00,1636.11,0.20,0.80,1382.67,1626.44
10039,46,17,W,4.00,12857.00,24.00,47.00,3.00,5.00,4.00,4.00,3.00,12560.00,12.00,20.00,7.00,-4.00,2.00,1.00,85.00,91.49,74.00,6,0,2024-03-02,1567.63,1464.06,0.59,0.41,1547.56,1484.13
9854,111,191,L,0.00,13029.00,10.00,13.00,13.00,-20.00,0.00,0.00,4.00,13228.00,26.00,37.00,10.00,20.00,4.00,0.00,89.19,100.00,82.00,1,0,2024-03-03,1508.52,1701.41,0.28,0.72,1522.15,1687.78
9858,556,506,W,3.00,12785.00,23.00,33.00,5.00,3.00,2.00,1.00,2.00,12221.00,24.00,27.00,5.00,-5.00,2.00,0.00,92.59,90.91,82.00,1,0,2024-03-03,1475.08,1480.35,0.41,0.59,1446.18,1509.25
9926,443,208,W,2.00,12477.00,29.00,35.00,4.00,-1.00,0.00,0.00,1.00,11706.00,19.00,28.00,13.00,0.00,0.00,0.00,96.43,94.29,82.00,1,1,2024-03-03,1455.46,1344.18,0.60,0.40,1435.99,1363.66
9927,379,496,W,4.00,12026.00,26.00,33.00,8.00,5.00,3.00,0.00,2.00,12736.00,22.00,35.00,14.00,-5.00,2.00,0.00,94.29,87.88,82.00,1,1,2024-03-03,1333.57,1470.40,0.23,0.77,1295.71,1508.26
10004,404,445,W,5.00,12825.00,23.00,30.00,3.00,19.00,4.00,1.00,2.00,12203.00,17.00,11.00,5.00,-19.00,2.00,0.00,81.82,83.33,75.00,1,3,2024-03-03,1051.38,903.98,0.66,0.34,1034.64,920.72
10007,449,545,W,4.00,13193.00,24.00,32.00,3.00,10.00,1.00,0.00,2.00,13206.00,15.00,21.00,12.00,-10.00,0.00,0.00,90.48,87.50,75.00,1,5,2024-03-03,1065.36,842.81,0.76,0.24,1053.53,854.63
10009,214,189,L,3.00,13106.00,20.00,16.00,8.00,-25.00,3.00,1.00,9.00,12569.00,21.00,36.00,5.00,25.00,8.00,0.00,75.00,81.25,75.00,1,1,2024-03-03,1264.53,1358.32,0.43,0.57,1285.38,1337.46
10010,22,44,L,3.00,11802.00,21.00,35.00,7.00,-3.00,3.00,1.00,4.00,12892.00,23.00,38.00,8.00,3.00,2.00,1.00,89.47,91.43,75.00,1,1,2024-03-03,1237.04,1328.49,0.43,0.57,1258.08,1307.45
10011,408,48,W,7.00,12822.00,10.00,30.00,5.00,25.00,6.00,2.00,1.00,12619.00,13.00,27.00,2.00,-25.00,1.00,1.00,96.30,,75.00,1,1,2024-03-03,1535.91,1468.45,0.53,0.47,1512.92,1491.43
10015,500,546,W,4.00,13289.00,19.00,35.00,6.00,10.00,4.00,1.00,2.00,12516.00,14.00,15.00,6.00,-11.00,0.00,0.00,86.67,88.57,75.00,1,4,2024-03-03,1012.29,893.82,0.61,0.39,993.38,912.73
10017,130,332,W,6.00,12835.00,30.00,20.00,8.00,24.00,2.00,0.00,0.00,13042.00,29.00,29.00,6.00,-25.00,0.00,0.00,100.00,70.00,75.00,1,4,2024-03-03,1166.99,1117.61,0.50,0.50,1142.52,1142.08
10018,375,544,W,9.00,13109.00,38.00,47.00,1.00,40.00,8.00,2.00,1.00,11917.00,3.00,7.00,6.00,-36.00,0.00,0.00,85.71,80.85,75.00,1,4,2024-03-03,1045.51,893.23,0.67,0.33,1029.12,909.62
10021,38,438,W,9.00,12582.00,18.00,25.00,3.00,29.00,5.00,0.00,2.00,12968.00,23.00,30.00,6.00,-31.00,2.00,0.00,93.33,,75.00,6,2,2024-03-03,1096.45,1328.92,0.14,0.86,1054.26,1371.11
10022,491,205,L,0.00,13043.00,32.00,26.00,6.00,-15.00,0.00,0.00,3.00,11787.00,17.00,15.00,6.00,13.00,3.00,1.00,80.00,100.00,75.00,6,2,2024-03-03,1157.36,1387.00,0.23,0.77,1168.79,1375.57
10024,207,269,W,5.00,12596.00,20.00,20.00,5.00,0.00,3.00,0.00,3.00,12755.00,23.00,32.00,12.00,-1.00,3.00,0.00,90.62,75.00,75.00,6,2,2024-03-03,1259.90,1246.49,0.44,0.56,1232.50,1273.90
10025,15,35,L,5.00,11828.00,12.00,25.00,8.00,5.00,4.00,1.00,6.00,12174.00,23.00,35.00,6.00,-5.00,5.00,4.00,82.86,80.00,74.00,6,1,2024-03-03,1361.47,1576.81,0.25,0.75,1373.72,1564.56
10026,396,31,L,2.00,12187.00,15.00,33.00,2.00,-10.00,2.00,1.00,4.00,11404.00,17.00,25.00,0.00,10.00,4.00,2.00,84.00,93.94,74.00,6,1,2024-03-03,1388.52,1616.45,0.24,0.76,1400.04,1604.93
10027,92,494,L,0.00,13535.00,15.00,20.00,5.00,-20.00,0.00,0.00,4.00,12240.00,15.00,32.00,4.00,20.00,3.00,1.00,87.50,100.00,74.00,6,1,2024-03-03,1470.65,1481.72,0.56,0.44,1498.24,1454.13
10029,333,452,L,2.00,13263.00,10.00,34.00,10.00,-10.00,2.00,2.00,4.00,13423.00,26.00,36.00,2.00,10.00,4.00,2.00,88.89,94.12,74.00,6,1,2024-03-03,1520.86,1533.55,0.56,0.44,1548.32,1506.09
10038,1,49,L,1.00,12454.00,14.00,31.00,9.00,-6.00,1.00,1.00,4.00,12822.00,23.00,44.00,4.00,5.00,4.00,2.00,90.91,96.77,74.00,6,0,2024-03-03,1569.29,1657.72,0.43,0.57,1590.57,1636.44
10040,46,17,L,4.00,13005.00,17.00,38.00,5.00,-21.00,4.00,3.00,6.00,12481.00,23.00,44.00,7.00,19.00,6.00,4.00,86.36,89.47,74.00,6,0,2024-03-03,1536.04,1495.65,0.64,0.36,1567.63,1464.06
9924,63,12,W,6.00,13416.00,22.00,44.00,14.00,9.00,4.00,2.00,3.00,13196.00,24.00,24.00,1.00,-10.00,3.00,1.00,87.50,86.36,82.00,1,0,2024-03-09,1445.93,1251.28,0.72,0.28,1432.41,1264.80
10005,406,448,L,5.00,12767.00,16.00,19.00,7.00,-16.00,3.00,0.00,9.00,12886.00,23.00,36.00,6.00,20.00,5.00,3.00,75.00,,75.00,1,3,2024-03-09,1049.60,1109.50,0.48,0.52,1073.21,1085.89
10032,442,29,L,3.00,12337.00,19.00,36.00,6.00,-10.00,3.00,1.00,5.00,10224.00,16.00,36.00,4.00,10.00,5.00,3.00,86.11,91.67,74.00,6,0,2024-03-09,1364.17,1644.94,0.18,0.82,1373.00,1636.11
10041,1,49,L,6.00,13131.00,26.00,47.00,0.00,-4.00,5.00,4.00,7.00,12754.00,14.00,29.00,11.00,5.00,5.00,0.00,75.86,87.23,74.00,6,0,2024-03-09,1550.89,1676.12,0.38,0.62,1569.29,1657.72
10067,46,17,L,2.00,4780.00,14.00,46.00,2.00,-10.00,2.00,0.00,4.00,4798.00,16.00,29.00,3.00,10.00,4.00,2.00,86.21,95.65,74.00,6,0,2024-03-09,1508.70,1522.99,0.56,0.44,1536.04,1495.65
10071,35,15,L,2.00,12527.00,21.00,27.00,5.00,-21.00,2.00,0.00,7.00,12767.00,11.00,23.00,3.00,20.00,5.00,3.00,69.57,92.59,74.00,6,1,2024-03-09,1538.81,1399.46,0.78,0.22,1576.81,1361.47
10081,92,494,W,3.00,12933.00,15.00,27.00,11.00,-2.00,2.00,1.00,2.00,12447.00,23.00,23.00,5.00,2.00,1.00,0.00,91.30,88.89,74.00,6,1,2024-03-09,1495.93,1456.44,0.48,0.52,1470.65,1481.72
10083,402,189,L,2.00,12903.00,14.00,21.00,5.00,-20.00,2.00,0.00,8.00,11160.00,19.00,33.00,1.00,20.00,5.00,2.00,75.76,90.48,75.00,1,1,2024-03-09,1398.00,1387.62,0.60,0.40,1427.30,1358.32
10086,336,329,L,5.00,12586.00,14.00,29.00,10.00,-11.00,4.00,0.00,8.00,12690.00,24.00,33.00,8.00,9.00,4.00,1.00,,82.76,75.00,1,1,2024-03-09,1366.61,1273.29,0.72,0.28,1401.88,1238.02
10087,498,48,W,3.00,9910.00,14.00,21.00,2.00,5.00,4.00,1.00,2.00,13119.00,17.00,18.00,5.00,-5.00,2.00,1.00,88.89,80.95,75.00,1,1,2024-03-09,1476.76,1442.72,0.47,0.53,1451.03,1468.45
10090,207,269,L,1.00,12131.00,15.00,21.00,4.00,-5.00,1.00,0.00,3.00,12597.00,23.00,34.00,4.00,5.00,3.00,1.00,91.18,95.24,75.00,6,2,2024-03-09,1234.46,1271.94,0.52,0.48,1259.90,1246.49
10092,431,411,W,3.00,12652.00,11.00,16.00,4.00,5.00,2.00,0.00,2.00,12887.00,11.00,23.00,4.00,-5.00,1.00,0.00,91.30,81.25,75.00,1,4,2024-03-09,1170.27,1032.00,0.64,0.36,1152.86,1049.41
10095,176,439,W,6.00,13114.00,17.00,26.00,7.00,-5.00,4.00,0.00,5.00,12806.00,22.00,29.00,5.00,5.00,3.00,1.00,82.76,76.92,75.00,1,4,2024-03-09,1075.94,1044.11,0.47,0.53,1050.03,1070.02
10098,38,438,L,7.00,11943.00,14.00,26.00,6.00,-20.00,5.00,1.00,11.00,10258.00,11.00,32.00,3.00,20.00,9.00,1.00,,,75.00,6,2,2024-03-09,1086.27,1339.10,0.21,0.79,1096.45,1328.92
10101,545,453,L,3.00,4941.00,14.00,15.00,4.00,0.00,1.00,0.00,4.00,13280.00,24.00,33.00,6.00,0.00,3.00,1.00,87.88,80.00,75.00,1,5,2024-03-09,813.47,802.69,0.60,0.40,842.81,773.36
10102,449,501,W,5.00,8645.00,20.00,15.00,1.00,25.00,5.00,1.00,0.00,13405.00,21.00,20.00,10.00,-25.00,0.00,0.00,100.00,66.67,75.00,1,5,2024-03-09,1079.18,889.14,0.72,0.28,1065.36,902.96
9922,335,556,L,3.00,13480.00,14.00,17.00,6.00,-3.00,2.00,2.00,4.00,13206.00,21.00,33.00,5.00,3.00,4.00,3.00,87.88,82.35,82.00,1,0,2024-03-10,1276.29,1487.57,0.25,0.75,1288.78,1475.08
9923,111,506,W,7.00,13302.00,30.00,31.00,10.00,23.00,5.00,3.00,0.00,12284.00,17.00,25.00,13.00,-24.00,0.00,0.00,100.00,77.42,82.00,1,0,2024-03-10,1531.04,1457.83,0.54,0.46,1508.52,1480.35
10000,446,398,W,5.00,13064.00,15.00,29.00,7.00,-1.00,3.00,0.00,4.00,12026.00,21.00,19.00,2.00,-2.00,2.00,0.00,78.95,82.76,75.00,1,3,2024-03-10,1236.06,1288.53,0.34,0.66,1203.58,1321.00
10002,215,104,L,2.00,12832.00,22.00,41.00,6.00,1.00,1.00,1.00,3.00,13376.00,20.00,23.00,11.00,0.00,1.00,0.00,86.96,95.12,75.00,1,3,2024-03-10,1101.80,1240.07,0.36,0.64,1119.22,1222.66
10033,29,442,W,6.00,12662.00,18.00,25.00,10.00,15.00,5.00,2.00,2.00,12479.00,24.00,45.00,4.00,-15.00,2.00,2.00,95.56,76.00,74.00,6,0,2024-03-10,1653.06,1356.05,0.83,0.17,1644.94,1364.17
10068,46,17,W,3.00,12958.00,22.00,30.00,3.00,5.00,3.00,0.00,2.00,13408.00,14.00,30.00,4.00,-4.00,1.00,0.00,93.33,90.00,74.00,6,0,2024-03-10,1534.21,1497.48,0.48,0.52,1508.70,1522.99
10069,1,49,L,2.00,13105.00,25.00,46.00,4.00,-18.00,2.00,0.00,6.00,12561.00,13.00,28.00,6.00,19.00,5.00,3.00,78.57,95.65,74.00,6,0,2024-03-10,1534.86,1692.15,0.33,0.67,1550.89,1676.12
10070,31,396,W,2.00,12994.00,22.00,49.00,5.00,10.00,2.00,0.00,0.00,11963.00,14.00,27.00,11.00,-10.00,0.00,0.00,100.00,95.92,74.00,6,1,2024-03-10,1626.85,1378.12,0.79,0.21,1616.45,1388.52
10072,15,35,L,3.00,13006.00,21.00,33.00,3.00,-21.00,3.00,1.00,5.00,12207.00,12.00,34.00,10.00,20.00,4.00,0.00,85.29,90.91,74.00,6,1,2024-03-10,1384.30,1553.98,0.31,0.69,1399.46,1538.81
10073,379,109,L,1.00,13317.00,19.00,13.00,7.00,-30.00,1.00,0.00,7.00,13130.00,37.00,21.00,7.00,30.00,7.00,4.00,66.67,92.31,82.00,1,1,2024-03-10,1304.27,1293.98,0.60,0.40,1333.57,1264.68
10074,208,410,W,3.00,13239.00,21.00,32.00,6.00,0.00,3.00,1.00,2.00,12440.00,29.00,26.00,9.00,0.00,2.00,0.00,92.31,90.62,82.00,1,1,2024-03-10,1359.97,1199.12,0.68,0.32,1344.18,1214.90
10075,443,496,W,7.00,13169.00,22.00,30.00,4.00,25.00,5.00,0.00,1.00,12857.00,11.00,22.00,6.00,-25.00,0.00,0.00,95.45,76.67,82.00,1,1,2024-03-10,1481.01,1444.85,0.48,0.52,1455.46,1470.40
10080,333,452,L,7.00,14167.00,22.00,42.00,5.00,5.00,6.00,6.00,8.00,14521.00,24.00,28.00,7.00,-5.00,7.00,5.00,71.43,83.33,74.00,6,1,2024-03-10,1497.25,1557.16,0.48,0.52,1520.86,1533.55
10082,494,92,W,5.00,12279.00,23.00,40.00,4.00,20.00,4.00,1.00,3.00,12333.00,15.00,18.00,7.00,-20.00,2.00,1.00,83.33,,74.00,6,1,2024-03-10,1483.71,1468.66,0.44,0.56,1456.44,1495.93
10084,53,44,W,4.00,11822.00,21.00,35.00,4.00,6.00,4.00,1.00,3.00,13300.00,30.00,30.00,6.00,-6.00,3.00,1.00,90.00,88.57,75.00,1,1,2024-03-10,1298.44,1299.89,0.42,0.58,1269.84,1328.49
10085,408,497,W,5.00,13928.00,23.00,36.00,9.00,0.00,2.00,0.00,4.00,14219.00,22.00,32.00,10.00,0.00,3.00,1.00,87.50,,75.00,1,1,2024-03-10,1550.92,1379.03,0.69,0.31,1535.91,1394.05
10088,331,22,W,7.00,12381.00,23.00,31.00,10.00,12.00,5.00,2.00,5.00,12417.00,20.00,29.00,9.00,-17.00,4.00,2.00,82.76,77.42,75.00,1,1,2024-03-10,1397.53,1222.25,0.70,0.30,1382.74,1237.04
10089,26,129,W,4.00,12119.00,16.00,22.00,10.00,5.00,4.00,2.00,2.00,12586.00,19.00,31.00,5.00,-5.00,1.00,0.00,93.55,81.82,75.00,6,2,2024-03-10,1226.76,1182.69,0.49,0.51,1201.86,1207.60
10091,546,400,L,1.00,12837.00,27.00,20.00,6.00,0.00,0.00,0.00,2.00,12803.00,18.00,23.00,9.00,0.00,0.00,0.00,91.30,95.00,75.00,1,4,2024-03-10,875.58,1002.87,0.37,0.63,893.82,984.63
10093,130,216,L,2.00,12395.00,7.00,17.00,8.00,-5.00,1.00,0.00,4.00,11698.00,22.00,23.00,2.00,5.00,3.00,1.00,82.61,88.24,75.00,1,4,2024-03-10,1132.05,1043.81,0.71,0.29,1166.99,1008.87
10094,491,205,W,8.00,12508.00,20.00,26.00,17.00,23.00,4.00,0.00,5.00,12660.00,32.00,28.00,5.00,-4.00,4.00,0.00,82.14,69.23,75.00,6,2,2024-03-10,1196.04,1348.31,0.21,0.79,1157.36,1387.00
10096,500,502,L,4.00,13399.00,20.00,26.00,11.00,-15.00,4.00,2.00,6.00,0.00,16.00,17.00,8.00,15.00,5.00,1.00,64.71,84.62,75.00,1,4,2024-03-10,996.16,1152.01,0.33,0.67,1012.29,1135.87
10097,214,23,L,5.00,12577.00,14.00,26.00,5.00,-46.00,4.00,1.00,13.00,11913.00,13.00,38.00,4.00,45.00,11.00,7.00,65.79,80.77,75.00,1,1,2024-03-10,1241.76,1311.98,0.46,0.54,1264.53,1289.22
10100,499,375,L,3.00,12547.00,14.00,21.00,11.00,-11.00,2.00,0.00,5.00,13626.00,28.00,18.00,5.00,10.00,2.00,1.00,72.22,85.71,75.00,1,4,2024-03-10,1071.29,1073.80,0.58,0.42,1099.57,1045.51
10034,56,447,W,7.00,12842.00,30.00,46.00,4.00,9.00,7.00,5.00,4.00,12510.00,11.00,31.00,8.00,-11.00,4.00,1.00,87.10,84.78,74.00,6,0,2024-03-12,1612.11,1326.99,0.82,0.18,1603.47,1335.63
10035,56,447,W,7.00,12850.00,26.00,26.00,3.00,20.00,7.00,6.00,2.00,12841.00,14.00,18.00,10.00,-20.00,1.00,0.00,88.89,73.08,74.00,6,0,2024-03-13,1620.06,1319.04,0.84,0.16,1612.11,1326.99
10076,496,109,W,12.00,13085.00,22.00,26.00,7.00,27.00,5.00,1.00,7.00,13619.00,21.00,30.00,5.00,-30.00,7.00,2.00,76.67,53.85,82.00,1,1,2024-03-16,1459.33,1279.50,0.70,0.30,1444.85,1293.98
10120,15,35,L,2.00,12577.00,22.00,21.00,8.00,-10.00,2.00,0.00,4.00,12669.00,25.00,28.00,6.00,10.00,4.00,2.00,85.71,90.48,74.00,6,1,2024-03-16,1370.89,1567.39,0.27,0.73,1384.30,1553.98
10123,92,494,W,1.00,12605.00,18.00,27.00,5.00,5.00,1.00,0.00,0.00,11202.00,18.00,24.00,4.00,-5.00,0.00,0.00,100.00,96.30,74.00,6,1,2024-03-16,1494.22,1458.15,0.48,0.52,1468.66,1483.71
10125,452,333,L,3.00,12091.00,29.00,30.00,2.00,-5.00,3.00,3.00,4.00,13112.00,17.00,35.00,9.00,4.00,4.00,1.00,88.57,90.00,74.00,6,1,2024-03-16,1528.48,1525.94,0.59,0.41,1557.16,1497.25
