ID game,ID team,ID opponent,result,GT,timeT,TB_T,ShotT,BT_T,PM_T,As_T,As_T_2,GO,timeO,TB_O,ShotO,BT_O,PM_O,As_O,As_O_2,refl_sh_T,refl_sh_O,ID season,stage,division,date,ELO,ELO_O,E_S,E_S_O,ELO_old,ELO_O_old
9211,333,35,W,8.00,13983.00,25.00,39.00,4.00,-12.00,8.00,7.00,7.00,11532.00,10.00,36.00,4.00,11.00,7.00,3.00,80.56,79.49,74.00,1,1,2023-11-11,1560.15,1505.93,0.51,0.49,1536.08,1530.00
9214,61,404,L,3.00,13099.00,15.00,24.00,6.00,-15.00,3.00,0.00,6.00,12808.00,19.00,32.00,0.00,15.00,5.00,2.00,81.25,87.50,75.00,1,3,2023-11-11,1072.99,1104.36,0.53,0.47,1098.94,1078.42
9220,402,336,W,3.00,8651.00,12.00,18.00,3.00,0.00,2.00,2.00,2.00,11652.00,16.00,14.00,0.00,0.00,0.00,0.00,85.71,83.33,75.00,1,1,2023-11-11,1383.56,1272.16,0.60,0.40,1364.10,1291.62
9221,329,53,W,5.00,12926.00,14.00,48.00,7.00,25.00,4.00,2.00,0.00,12572.00,17.00,19.00,8.00,-25.00,0.00,0.00,100.00,89.58,75.00,1,1,2023-11-11,1427.95,1208.43,0.76,0.24,1415.95,1220.43
9223,207,269,W,2.00,11995.00,8.00,17.00,1.00,5.00,2.00,1.00,1.00,12423.00,13.00,22.00,4.00,-5.00,0.00,0.00,95.45,88.24,75.00,1,2,2023-11-11,1210.46,1220.42,0.40,0.60,1181.19,1249.69
9225,38,405,W,5.00,12432.00,15.00,26.00,2.00,10.00,4.00,0.00,1.00,11282.00,12.00,25.00,1.00,-10.00,0.00,0.00,96.00,80.77,75.00,1,2,2023-11-11,1172.51,1140.11,0.47,0.53,1146.65,1165.97
9228,431,332,L,3.00,12858.00,16.00,18.00,3.00,-15.00,3.00,1.00,6.00,12444.00,18.00,39.00,1.00,14.00,5.00,0.00,84.62,83.33,75.00,1,4,2023-11-11,1072.32,1101.35,0.53,0.47,1098.46,1075.21
9263,401,449,L,2.00,13008.00,12.00,19.00,3.00,-20.00,2.00,0.00,6.00,12508.00,37.00,42.00,3.00,20.00,4.00,0.00,85.71,89.47,75.00,1,5,2023-11-11,878.61,993.94,0.39,0.61,897.77,974.78
9040,447,46,L,3.00,11798.00,24.00,27.00,5.00,-31.00,2.00,2.00,9.00,13056.00,18.00,39.00,5.00,29.00,6.00,2.00,76.92,88.89,74.00,1,0,2023-11-12,1315.16,1516.18,0.27,0.73,1328.28,1503.07
9041,56,1,L,2.00,12824.00,32.00,41.00,2.00,0.00,1.00,0.00,3.00,12286.00,10.00,23.00,6.00,-1.00,2.00,1.00,86.96,95.12,74.00,1,0,2023-11-12,1550.28,1576.48,0.54,0.46,1576.65,1550.11
9155,191,208,W,10.00,12642.00,17.00,37.00,1.00,40.00,10.00,5.00,0.00,13300.00,12.00,19.00,7.00,-40.00,0.00,0.00,100.00,72.97,75.00,1,0,2023-11-12,1563.05,1445.40,0.61,0.39,1544.08,1464.38
9157,63,335,L,2.00,13118.00,20.00,39.00,3.00,-10.00,1.00,0.00,4.00,8773.00,13.00,30.00,4.00,10.00,4.00,3.00,86.67,94.87,75.00,1,0,2023-11-12,1365.21,1391.64,0.54,0.46,1391.56,1365.29
9159,443,496,L,1.00,12318.00,11.00,22.00,6.00,-20.00,1.00,0.00,4.00,12212.00,17.00,25.00,2.00,20.00,3.00,0.00,84.00,95.45,75.00,1,0,2023-11-12,1351.64,1436.05,0.44,0.56,1373.25,1414.45
9208,398,215,W,8.00,13291.00,15.00,32.00,5.00,13.00,6.00,3.00,4.00,12455.00,19.00,22.00,4.00,-14.00,4.00,0.00,81.82,,75.00,1,3,2023-11-12,1256.03,1121.80,0.64,0.36,1238.32,1139.51
9209,446,65,W,10.00,13226.00,20.00,53.00,7.00,20.00,7.00,0.00,7.00,0.00,13.00,27.00,5.00,-20.00,5.00,1.00,74.07,81.13,75.00,1,3,2023-11-12,1169.04,1121.33,0.50,0.50,1144.43,1145.93
9210,452,15,L,4.00,13301.00,14.00,34.00,7.00,-7.00,1.00,0.00,5.00,13083.00,14.00,41.00,7.00,5.00,5.00,1.00,87.80,88.24,74.00,1,1,2023-11-12,1499.68,1388.19,0.74,0.26,1536.08,1351.79
9212,448,445,L,2.00,10448.00,23.00,50.00,2.00,0.00,2.00,0.00,3.00,12135.00,12.00,22.00,3.00,0.00,2.00,1.00,86.36,96.00,75.00,1,3,2023-11-12,1038.76,1038.55,0.58,0.42,1067.25,1010.05
9213,406,104,W,6.00,11621.00,6.00,19.00,12.00,24.00,5.00,3.00,2.00,12817.00,22.00,19.00,1.00,-25.00,2.00,0.00,89.47,68.42,75.00,1,3,2023-11-12,1129.41,1110.93,0.45,0.55,1102.42,1137.93
9215,497,23,W,8.00,12916.00,21.00,34.00,6.00,30.00,8.00,8.00,4.00,12932.00,20.00,23.00,3.00,-30.00,4.00,2.00,82.61,76.47,75.00,1,1,2023-11-12,1398.04,1292.11,0.59,0.41,1378.15,1312.00
9216,331,498,L,2.00,13256.00,17.00,22.00,1.00,-21.00,2.00,1.00,6.00,13034.00,15.00,36.00,8.00,19.00,6.00,2.00,83.33,90.91,75.00,1,1,2023-11-12,1418.44,1359.95,0.67,0.33,1451.35,1327.05
9219,48,408,W,3.00,9348.00,18.00,31.00,3.00,5.00,3.00,2.00,2.00,12533.00,14.00,31.00,8.00,-5.00,2.00,1.00,93.55,90.32,75.00,1,1,2023-11-12,1550.42,1386.87,0.68,0.32,1534.83,1402.46
9226,438,205,L,4.00,13142.00,30.00,34.00,3.00,7.00,3.00,1.00,5.00,12964.00,16.00,31.00,1.00,-9.00,4.00,0.00,83.87,88.24,75.00,1,2,2023-11-12,1317.16,1249.09,0.69,0.31,1350.75,1215.51
9227,130,400,W,6.00,9799.00,15.00,26.00,1.00,25.00,5.00,2.00,1.00,12290.00,16.00,16.00,2.00,-25.00,1.00,0.00,93.75,76.92,75.00,1,4,2023-11-12,1006.64,934.86,0.54,0.46,984.00,957.50
9229,216,502,L,1.00,12504.00,12.00,12.00,6.00,-5.00,1.00,0.00,3.00,12305.00,14.00,17.00,5.00,5.00,3.00,0.00,82.35,91.67,75.00,1,4,2023-11-12,966.62,1140.23,0.30,0.70,981.52,1125.33
9245,31,396,W,5.00,4249.00,4.00,11.00,1.00,5.00,4.00,1.00,1.00,12173.00,7.00,16.00,1.00,-5.00,1.00,1.00,93.75,54.55,74.00,1,1,2023-11-12,1516.47,1375.61,0.65,0.35,1499.25,1392.83
9160,191,443,W,10.00,12766.00,17.00,39.00,0.00,39.00,7.00,4.00,3.00,12735.00,8.00,21.00,7.00,-40.00,3.00,1.00,85.71,74.36,75.00,1,0,2023-11-18,1574.25,1340.44,0.77,0.23,1563.05,1351.64
9162,410,109,L,2.00,12943.00,18.00,15.00,8.00,-5.00,1.00,0.00,4.00,13334.00,39.00,28.00,10.00,5.00,3.00,1.00,85.71,86.67,75.00,1,0,2023-11-18,1351.37,1373.91,0.54,0.46,1378.04,1347.25
9165,208,335,L,4.00,12433.00,11.00,31.00,10.00,-15.00,3.00,0.00,7.00,13061.00,25.00,36.00,3.00,15.00,7.00,3.00,80.56,87.10,75.00,1,0,2023-11-18,1417.14,1419.90,0.58,0.42,1445.40,1391.64
9234,402,53,L,3.00,12373.00,19.00,33.00,2.00,-12.00,1.00,0.00,5.00,11443.00,6.00,13.00,4.00,10.00,3.00,1.00,61.54,90.91,75.00,1,1,2023-11-18,1347.66,1244.33,0.73,0.27,1383.56,1208.43
9236,44,329,W,4.00,12061.00,7.00,24.00,8.00,9.00,2.00,2.00,3.00,12655.00,25.00,29.00,6.00,-9.00,3.00,0.00,89.66,83.33,75.00,1,1,2023-11-18,1412.07,1400.41,0.44,0.56,1384.52,1427.95
9237,336,408,L,0.00,12394.00,21.00,27.00,9.00,-34.00,0.00,0.00,7.00,12702.00,24.00,31.00,6.00,34.00,5.00,1.00,77.42,100.00,75.00,1,1,2023-11-18,1255.47,1403.56,0.34,0.66,1272.16,1386.87
9238,207,26,W,4.00,12668.00,22.00,40.00,6.00,5.00,3.00,3.00,3.00,12538.00,20.00,29.00,10.00,-6.00,3.00,1.00,89.66,90.00,75.00,1,2,2023-11-18,1235.30,1190.53,0.49,0.51,1210.46,1215.38
9240,38,129,L,1.00,12612.00,16.00,13.00,11.00,-10.00,1.00,0.00,2.00,13029.00,23.00,15.00,12.00,10.00,2.00,1.00,86.67,92.31,75.00,1,2,2023-11-18,1151.83,1247.74,0.42,0.58,1172.51,1227.06
9241,405,491,W,4.00,12352.00,9.00,33.00,3.00,10.00,4.00,0.00,2.00,11397.00,19.00,29.00,3.00,-10.00,2.00,2.00,93.10,87.88,75.00,1,2,2023-11-18,1174.59,1255.92,0.30,0.70,1140.11,1290.41
9243,65,445,L,6.00,10660.00,15.00,35.00,5.00,-6.00,4.00,0.00,7.00,9496.00,8.00,40.00,0.00,5.00,5.00,0.00,82.50,82.86,75.00,1,3,2023-11-18,1091.10,1068.78,0.62,0.38,1121.33,1038.55
9271,375,216,W,4.00,12951.00,15.00,22.00,6.00,3.00,3.00,0.00,3.00,12966.00,22.00,23.00,10.00,-3.00,2.00,2.00,86.96,81.82,75.00,1,4,2023-11-18,1034.68,945.41,0.57,0.43,1013.46,966.62
9276,439,411,L,4.00,13222.00,15.00,28.00,6.00,-4.00,2.00,0.00,5.00,13485.00,23.00,29.00,7.00,3.00,4.00,1.00,82.76,85.71,75.00,1,4,2023-11-18,964.74,1134.04,0.31,0.69,979.93,1118.85
9277,499,130,W,2.00,13217.00,12.00,15.00,8.00,10.00,0.00,0.00,0.00,13194.00,30.00,27.00,2.00,-11.00,0.00,0.00,100.00,86.67,75.00,1,4,2023-11-18,1061.42,984.43,0.55,0.45,1039.21,1006.64
9278,332,400,W,3.00,12113.00,25.00,38.00,4.00,10.00,2.00,1.00,2.00,12854.00,20.00,19.00,7.00,-11.00,1.00,1.00,89.47,92.11,75.00,1,4,2023-11-18,1114.93,921.28,0.72,0.28,1101.35,934.86
8997,1,29,W,3.00,14012.00,15.00,34.00,14.00,-5.00,1.00,0.00,2.00,14081.00,24.00,45.00,6.00,5.00,2.00,1.00,95.56,91.18,74.00,1,0,2023-11-19,1599.39,1530.94,0.53,0.47,1576.48,1553.84
9042,442,49,L,4.00,13237.00,15.00,33.00,3.00,-16.00,2.00,1.00,6.00,12691.00,20.00,26.00,3.00,15.00,5.00,4.00,76.92,87.88,74.00,1,0,2023-11-19,1470.39,1598.09,0.37,0.63,1488.60,1579.88
9043,505,447,W,3.00,0.00,0.00,0.00,0.00,10.00,2.00,1.00,2.00,12933.00,24.00,45.00,2.00,-10.00,0.00,0.00,,-inf,74.00,1,0,2023-11-19,1475.65,1300.37,0.70,0.30,1460.86,1315.16
9163,379,409,L,4.00,13391.00,21.00,18.00,16.00,7.00,3.00,1.00,5.00,13020.00,26.00,24.00,7.00,-7.00,4.00,0.00,79.17,77.78,75.00,1,0,2023-11-19,1289.52,1575.21,0.18,0.82,1298.13,1566.59
9164,440,111,W,3.00,12923.00,17.00,22.00,14.00,15.00,3.00,1.00,0.00,12840.00,34.00,41.00,3.00,-15.00,0.00,0.00,100.00,86.36,75.00,1,0,2023-11-19,1448.16,1410.68,0.48,0.52,1422.71,1436.12
9166,506,63,L,4.00,12391.00,19.00,32.00,6.00,-10.00,4.00,2.00,6.00,12624.00,17.00,36.00,6.00,10.00,3.00,2.00,83.33,87.50,75.00,1,0,2023-11-19,1495.08,1400.56,0.72,0.28,1530.42,1365.21
9232,189,497,L,2.00,11846.00,23.00,30.00,2.00,-20.00,1.00,0.00,6.00,11180.00,3.00,12.00,3.00,16.00,5.00,4.00,50.00,,75.00,1,1,2023-11-19,1179.30,1409.44,0.23,0.77,1190.70,1398.04
9233,22,23,W,5.00,13345.00,23.00,33.00,1.00,-10.00,3.00,0.00,4.00,13270.00,19.00,26.00,6.00,10.00,4.00,1.00,,84.85,75.00,1,1,2023-11-19,1365.59,1271.30,0.58,0.42,1344.78,1292.11
9235,48,214,W,5.00,10909.00,12.00,21.00,0.00,15.00,4.00,4.00,0.00,10947.00,9.00,32.00,1.00,-15.00,0.00,0.00,100.00,76.19,75.00,1,1,2023-11-19,1566.69,1412.61,0.67,0.33,1550.42,1428.87
9244,448,104,L,4.00,12325.00,25.00,30.00,8.00,-3.00,3.00,1.00,5.00,13361.00,26.00,31.00,4.00,3.00,5.00,1.00,83.87,86.67,75.00,1,3,2023-11-19,1019.27,1130.42,0.40,0.60,1038.76,1110.93
9272,494,35,L,1.00,12732.00,32.00,24.00,4.00,-3.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,-inf,95.83,74.00,1,1,2023-11-19,1443.34,1527.56,0.44,0.56,1464.97,1505.93
9274,396,452,L,0.00,12969.00,15.00,20.00,2.00,-15.00,0.00,0.00,3.00,12584.00,11.00,20.00,1.00,15.00,0.00,0.00,85.00,100.00,74.00,1,1,2023-11-19,1359.50,1515.79,0.33,0.67,1375.61,1499.68
9279,451,501,W,6.00,12985.00,26.00,17.00,1.00,15.00,4.00,1.00,3.00,13093.00,8.00,21.00,10.00,-15.00,1.00,0.00,,64.71,75.00,1,5,2023-11-19,987.85,886.20,0.59,0.41,967.62,906.43
9280,401,453,W,5.00,14133.00,22.00,25.00,16.00,4.00,3.00,1.00,4.00,12980.00,29.00,25.00,5.00,-3.00,2.00,0.00,84.00,80.00,75.00,1,5,2023-11-19,892.54,704.33,0.72,0.28,878.61,718.26
9345,333,15,W,7.00,12317.00,12.00,19.00,3.00,15.00,6.00,5.00,3.00,11998.00,12.00,30.00,4.00,-15.00,2.00,1.00,90.00,63.16,74.00,1,1,2023-11-19,1573.43,1374.92,0.73,0.27,1560.15,1388.19
9346,269,205,L,0.00,13288.00,31.00,20.00,6.00,-19.00,0.00,0.00,4.00,12634.00,16.00,19.00,3.00,19.00,3.00,1.00,78.95,100.00,75.00,1,2,2023-11-19,1197.94,1271.58,0.46,0.54,1220.42,1249.09
9282,333,92,W,3.00,13097.00,28.00,30.00,9.00,0.00,3.00,0.00,2.00,11606.00,30.00,24.00,5.00,0.00,2.00,0.00,91.67,90.00,74.00,1,1,2023-11-25,1602.50,1609.95,0.41,0.59,1573.43,1639.03
9286,111,409,L,0.00,0.00,16.00,33.00,6.00,-10.00,0.00,0.00,2.00,13119.00,19.00,34.00,10.00,9.00,2.00,0.00,94.12,100.00,75.00,1,0,2023-11-25,1396.98,1588.90,0.28,0.72,1410.68,1575.21
9289,208,410,W,11.00,13411.00,12.00,38.00,17.00,40.00,11.00,5.00,4.00,12771.00,25.00,34.00,7.00,-40.00,4.00,1.00,88.24,71.05,75.00,1,0,2023-11-25,1437.06,1331.46,0.59,0.41,1417.14,1351.37
9311,331,408,L,0.00,12435.00,17.00,35.00,1.00,-19.00,0.00,0.00,5.00,12607.00,15.00,28.00,11.00,20.00,5.00,1.00,,100.00,75.00,1,1,2023-11-25,1392.89,1429.11,0.52,0.48,1418.44,1403.56
9351,500,216,L,2.00,13102.00,15.00,20.00,16.00,-5.00,2.00,2.00,4.00,12274.00,17.00,43.00,3.00,5.00,2.00,0.00,90.70,,75.00,1,4,2023-11-25,1111.06,982.79,0.76,0.24,1148.44,945.41
9377,26,405,W,4.00,12712.00,14.00,23.00,8.00,5.00,4.00,0.00,2.00,12466.00,24.00,25.00,10.00,-5.00,1.00,0.00,92.00,82.61,75.00,1,2,2023-11-25,1213.91,1151.22,0.52,0.48,1190.53,1174.59
9385,401,501,L,2.00,13618.00,20.00,18.00,6.00,-3.00,2.00,1.00,3.00,13367.00,14.00,22.00,7.00,3.00,3.00,1.00,86.36,88.89,75.00,1,5,2023-11-25,867.60,911.15,0.51,0.49,892.54,886.20
9386,449,451,L,1.00,12903.00,16.00,13.00,8.00,-19.00,1.00,0.00,5.00,12557.00,23.00,20.00,3.00,17.00,4.00,2.00,75.00,,75.00,1,5,2023-11-25,969.01,1012.78,0.51,0.49,993.94,987.85
9045,29,442,L,3.00,13099.00,15.00,24.00,1.00,-15.00,3.00,2.00,5.00,12811.00,10.00,45.00,7.00,15.00,5.00,5.00,88.89,87.50,74.00,1,0,2023-11-26,1502.21,1499.12,0.59,0.41,1530.94,1470.39
9046,447,1,L,5.00,12389.00,15.00,33.00,7.00,-16.00,4.00,1.00,7.00,12767.00,8.00,30.00,2.00,15.00,6.00,4.00,,84.85,74.00,1,0,2023-11-26,1292.94,1606.82,0.15,0.85,1300.37,1599.39
9047,56,17,W,8.00,12917.00,18.00,30.00,4.00,20.00,6.00,4.00,4.00,12894.00,20.00,24.00,5.00,-20.00,3.00,2.00,83.33,73.33,74.00,1,0,2023-11-26,1575.43,1534.30,0.49,0.51,1550.28,1559.45
9281,35,396,L,2.00,12817.00,20.00,37.00,5.00,-15.00,1.00,0.00,4.00,12214.00,21.00,22.00,2.00,14.00,4.00,1.00,81.82,94.59,74.00,1,1,2023-11-26,1492.05,1395.01,0.72,0.28,1527.56,1359.50
9283,31,452,W,6.00,13607.00,12.00,40.00,1.00,25.00,5.00,4.00,1.00,13143.00,9.00,25.00,5.00,-25.00,1.00,0.00,96.00,85.00,74.00,1,1,2023-11-26,1540.93,1491.34,0.50,0.50,1516.47,1515.79
9284,379,109,W,3.00,13490.00,23.00,26.00,9.00,1.00,2.00,1.00,2.00,14076.00,25.00,27.00,13.00,0.00,2.00,0.00,92.59,88.46,75.00,1,0,2023-11-26,1319.86,1343.57,0.38,0.62,1289.52,1373.91
9285,63,496,W,7.00,0.00,0.00,0.00,0.00,10.00,6.00,2.00,5.00,12836.00,12.00,35.00,5.00,-9.00,3.00,1.00,85.71,-inf,75.00,1,0,2023-11-26,1427.55,1409.06,0.45,0.55,1400.56,1436.05
9288,440,443,W,4.00,11709.00,3.00,22.00,7.00,11.00,4.00,3.00,2.00,13316.00,22.00,33.00,1.00,-10.00,1.00,0.00,93.94,81.82,75.00,1,0,2023-11-26,1465.29,1323.30,0.65,0.35,1448.16,1340.44
9290,111,208,W,4.00,13174.00,29.00,38.00,6.00,5.00,3.00,0.00,3.00,12686.00,15.00,38.00,8.00,-5.00,1.00,1.00,92.11,89.47,75.00,1,0,2023-11-26,1424.30,1409.75,0.44,0.56,1396.98,1437.06
9307,22,214,W,5.00,12420.00,18.00,18.00,5.00,20.00,5.00,2.00,0.00,13144.00,22.00,27.00,10.00,-20.00,0.00,0.00,100.00,72.22,75.00,1,1,2023-11-26,1393.39,1384.82,0.43,0.57,1365.59,1412.61
9308,498,402,L,4.00,12316.00,10.00,30.00,1.00,-2.00,3.00,1.00,5.00,11464.00,6.00,28.00,4.00,5.00,4.00,0.00,82.14,86.67,75.00,1,1,2023-11-26,1334.59,1373.03,0.52,0.48,1359.95,1347.66
9309,497,44,W,5.00,13085.00,27.00,45.00,3.00,5.00,5.00,2.00,4.00,12915.00,16.00,25.00,11.00,-5.00,4.00,1.00,84.00,88.89,75.00,1,1,2023-11-26,1434.12,1387.39,0.50,0.50,1409.44,1412.07
9310,23,336,W,4.00,12800.00,14.00,21.00,11.00,15.00,2.00,1.00,3.00,12459.00,16.00,29.00,2.00,-15.00,3.00,1.00,89.66,80.95,75.00,1,1,2023-11-26,1294.68,1232.08,0.52,0.48,1271.30,1255.47
9353,431,176,W,3.00,8543.00,2.00,15.00,4.00,10.00,3.00,1.00,1.00,12689.00,13.00,21.00,2.00,-10.00,0.00,0.00,95.24,80.00,75.00,1,4,2023-11-26,1089.09,942.04,0.66,0.34,1072.32,958.81
9378,205,38,W,2.00,13541.00,25.00,33.00,5.00,3.00,1.00,0.00,1.00,12496.00,9.00,25.00,8.00,-3.00,1.00,0.00,96.00,93.94,75.00,1,2,2023-11-26,1287.95,1135.45,0.67,0.33,1271.58,1151.83
9379,129,207,L,1.00,12939.00,18.00,25.00,17.00,-11.00,1.00,0.00,4.00,12930.00,24.00,29.00,11.00,10.00,3.00,3.00,86.21,96.00,75.00,1,2,2023-11-26,1222.36,1260.68,0.52,0.48,1247.74,1235.30
9380,438,269,W,9.00,12995.00,14.00,36.00,5.00,5.00,5.00,1.00,7.00,12096.00,19.00,26.00,3.00,-8.00,4.00,0.00,73.08,75.00,75.00,1,2,2023-11-26,1333.57,1181.53,0.67,0.33,1317.16,1197.94
9381,448,404,W,3.00,11230.00,35.00,34.00,5.00,5.00,3.00,1.00,2.00,12627.00,14.00,23.00,21.00,-5.00,1.00,0.00,91.30,91.18,75.00,1,3,2023-11-26,1049.66,1073.98,0.38,0.62,1019.27,1104.36
9382,104,445,W,3.00,12755.00,23.00,31.00,12.00,2.00,3.00,1.00,2.00,13597.00,31.00,25.00,11.00,-3.00,2.00,1.00,92.00,90.32,75.00,1,3,2023-11-26,1150.61,1048.58,0.59,0.41,1130.42,1068.78
9383,446,406,W,9.00,12415.00,23.00,36.00,8.00,19.00,7.00,3.00,4.00,12876.00,19.00,18.00,9.00,-20.00,4.00,1.00,77.78,75.00,75.00,1,3,2023-11-26,1190.76,1107.69,0.56,0.44,1169.04,1129.41
9384,61,398,L,1.00,0.00,0.00,0.00,0.00,-15.00,1.00,0.00,4.00,12834.00,11.00,22.00,3.00,15.00,4.00,1.00,81.82,-inf,75.00,1,3,2023-11-26,1060.32,1268.70,0.26,0.74,1072.99,1256.03
9049,56,49,W,3.00,0.00,0.00,0.00,0.00,10.00,3.00,0.00,1.00,12458.00,16.00,31.00,1.00,-10.00,1.00,0.00,96.77,-inf,74.00,1,0,2023-12-02,1601.52,1571.99,0.47,0.53,1575.43,1598.09
9292,208,496,L,2.00,13112.00,13.00,26.00,8.00,-5.00,2.00,2.00,4.00,12097.00,23.00,34.00,3.00,5.00,4.00,1.00,88.24,92.31,75.00,1,0,2023-12-02,1385.20,1433.61,0.50,0.50,1409.75,1409.06
9294,409,63,L,4.00,12733.00,20.00,22.00,7.00,-1.00,0.00,0.00,5.00,12700.00,27.00,23.00,4.00,1.00,5.00,2.00,78.26,81.82,75.00,1,0,2023-12-02,1553.78,1462.68,0.72,0.28,1588.90,1427.55
9305,15,92,L,1.00,12934.00,18.00,42.00,5.00,-16.00,1.00,0.00,5.00,13052.00,17.00,19.00,7.00,14.00,5.00,0.00,73.68,97.62,74.00,1,1,2023-12-02,1364.85,1620.02,0.21,0.79,1374.92,1609.95
9425,26,205,L,3.00,13768.00,13.00,15.00,13.00,4.00,3.00,0.00,5.00,13720.00,35.00,42.00,4.00,-5.00,2.00,2.00,88.10,80.00,75.00,1,2,2023-12-02,1194.55,1307.31,0.40,0.60,1213.91,1287.95
9427,438,207,W,3.00,12794.00,26.00,24.00,6.00,0.00,2.00,2.00,1.00,12413.00,19.00,22.00,7.00,0.00,0.00,0.00,,87.50,75.00,1,2,2023-12-02,1353.01,1241.25,0.60,0.40,1333.57,1260.68
9429,445,65,L,3.00,11561.00,14.00,25.00,3.00,-25.00,1.00,0.00,7.00,10860.00,21.00,37.00,3.00,25.00,4.00,1.00,81.08,88.00,75.00,1,3,2023-12-02,1027.06,1112.61,0.44,0.56,1048.58,1091.10
9433,215,446,L,3.00,11907.00,24.00,18.00,4.00,-15.00,3.00,0.00,6.00,12308.00,18.00,23.00,5.00,14.00,5.00,0.00,73.91,83.33,75.00,1,3,2023-12-02,1102.10,1210.46,0.40,0.60,1121.80,1190.76
9434,502,400,L,4.00,12663.00,20.00,29.00,8.00,0.00,2.00,1.00,5.00,12661.00,11.00,15.00,6.00,0.00,4.00,1.00,66.67,86.21,75.00,1,4,2023-12-02,1102.06,959.46,0.78,0.22,1140.23,921.28
9438,332,216,W,7.00,11027.00,19.00,25.00,3.00,22.00,4.00,2.00,1.00,12375.00,18.00,34.00,5.00,-23.00,1.00,0.00,97.06,,75.00,1,4,2023-12-02,1130.54,967.18,0.68,0.32,1114.93,982.79
9440,53,498,L,2.00,12936.00,22.00,19.00,11.00,0.00,1.00,1.00,4.00,12108.00,24.00,31.00,10.00,-1.00,4.00,2.00,87.10,89.47,75.00,1,1,2023-12-02,1226.05,1352.86,0.37,0.63,1244.33,1334.59
9048,1,46,W,10.00,13232.00,18.00,40.00,10.00,24.00,9.00,5.00,4.00,12737.00,21.00,28.00,2.00,-25.00,2.00,2.00,85.71,75.00,74.00,1,0,2023-12-03,1625.07,1497.94,0.63,0.37,1606.82,1516.18
9050,447,17,W,9.00,12757.00,20.00,34.00,8.00,10.00,6.00,1.00,8.00,12847.00,26.00,39.00,10.00,-10.00,7.00,2.00,79.49,73.53,74.00,1,0,2023-12-03,1332.16,1495.08,0.20,0.80,1292.94,1534.30
9291,506,111,W,6.00,11459.00,16.00,32.00,7.00,25.00,4.00,0.00,1.00,12444.00,15.00,35.00,7.00,-25.00,1.00,1.00,97.14,81.25,75.00,1,0,2023-12-03,1514.66,1404.72,0.60,0.40,1495.08,1424.30
9293,410,379,W,3.00,11720.00,14.00,19.00,5.00,5.00,3.00,1.00,2.00,12416.00,18.00,29.00,6.00,-5.00,2.00,1.00,93.10,84.21,75.00,1,0,2023-12-03,1355.14,1296.17,0.52,0.48,1331.46,1319.86
9295,109,443,L,3.00,12623.00,16.00,32.00,0.00,-7.00,1.00,0.00,5.00,12829.00,10.00,25.00,3.00,5.00,4.00,1.00,80.00,90.62,75.00,1,0,2023-12-03,1317.65,1349.23,0.53,0.47,1343.57,1323.30
9296,335,191,L,0.00,12003.00,15.00,20.00,5.00,-15.00,0.00,0.00,7.00,6918.00,7.00,26.00,2.00,15.00,6.00,0.00,73.08,100.00,75.00,1,0,2023-12-03,1405.62,1588.53,0.29,0.71,1419.90,1574.25
9303,31,35,L,2.00,12254.00,10.00,15.00,2.00,-10.00,2.00,2.00,3.00,12668.00,20.00,34.00,3.00,10.00,3.00,2.00,91.18,86.67,74.00,1,1,2023-12-03,1513.00,1519.98,0.57,0.43,1540.93,1492.05
9304,494,333,W,7.00,12171.00,19.00,32.00,4.00,30.00,7.00,2.00,1.00,12279.00,21.00,22.00,7.00,-31.00,1.00,0.00,95.45,78.12,74.00,1,1,2023-12-03,1478.34,1567.50,0.29,0.71,1443.34,1602.50
9306,452,92,W,6.00,14201.00,21.00,18.00,1.00,5.00,3.00,3.00,5.00,14362.00,6.00,47.00,7.00,-5.00,5.00,2.00,89.36,66.67,74.00,1,1,2023-12-03,1524.52,1586.84,0.32,0.68,1491.34,1620.02
9313,498,44,L,1.00,12871.00,28.00,34.00,6.00,-8.00,1.00,0.00,4.00,12532.00,11.00,24.00,6.00,10.00,2.00,1.00,83.33,97.06,75.00,1,1,2023-12-03,1330.79,1409.46,0.45,0.55,1352.86,1387.39
9314,23,189,L,3.00,12660.00,9.00,30.00,10.00,-27.00,3.00,2.00,7.00,12199.00,19.00,35.00,1.00,25.00,6.00,2.00,80.00,90.00,75.00,1,1,2023-12-03,1262.33,1211.65,0.66,0.34,1294.68,1179.30
9315,497,214,W,8.00,12496.00,20.00,26.00,2.00,18.00,7.00,2.00,5.00,13209.00,8.00,38.00,8.00,-19.00,2.00,1.00,,69.23,75.00,1,1,2023-12-03,1455.17,1363.77,0.57,0.43,1434.12,1384.82
9316,48,331,W,8.00,12378.00,21.00,41.00,12.00,28.00,6.00,2.00,1.00,12859.00,17.00,12.00,11.00,-30.00,1.00,0.00,91.67,80.49,75.00,1,1,2023-12-03,1579.86,1379.72,0.73,0.27,1566.69,1392.89
9426,491,129,L,1.00,12219.00,11.00,21.00,16.00,-29.00,1.00,0.00,8.00,12228.00,29.00,24.00,3.00,27.00,8.00,0.00,66.67,95.24,75.00,1,2,2023-12-03,1229.06,1249.22,0.55,0.45,1255.92,1222.36
