ID player,amplua,games,goals,p_goals,assists,p_assists,throws_by,p_throws_by,shot_on_target,p_shot_on_target,blocked_throws,p_blocked_throws,p_m,p_p_m,player_rating
3481.0,10.0,36,51.0,90.25,22.0,21.78,141.0,600.25,228.0,1521.0,13.0,10.03,25.0,26.69,2270.0
3579.0,10.0,2,2.0,2.72,0.0,0.06,2.0,2.72,10.0,53.39,0.0,0.06,3.0,5.56,64.5
3583.0,10.0,8,11.0,19.01,3.0,2.35,21.0,62.35,39.0,203.35,1.0,0.68,8.0,10.89,298.63
3587.0,10.0,60,4.0,3.27,10.0,6.67,45.0,50.42,72.0,112.07,17.0,12.15,1.0,2.02,186.58
3590.0,10.0,22,6.0,4.25,1.0,0.99,38.0,78.91,70.0,246.67,7.0,5.17,-9.0,1.29,337.29
3627.0,10.0,49,18.0,13.97,24.0,21.12,82.0,165.92,197.0,859.05,9.0,6.01,13.0,9.14,1075.21
3631.0,10.0,58,11.0,7.36,12.0,8.09,77.0,129.5,126.0,317.34,10.0,6.67,10.0,6.67,475.63
3657.0,10.0,35,20.0,19.07,7.0,4.71,48.0,82.8,100.0,320.02,10.0,7.16,19.0,17.62,451.38
3677.0,10.0,3,0.0,0.08,1.0,0.75,2.0,2.08,5.0,10.08,0.0,0.08,0.0,0.08,13.17
3679.0,10.0,9,5.0,4.69,4.0,3.36,7.0,8.03,20.0,51.36,3.0,2.25,9.0,12.25,81.94
3688.0,10.0,5,1.0,0.67,1.0,0.67,13.0,38.27,13.0,38.27,1.0,0.67,5.0,6.81,85.37
3699.0,10.0,28,17.0,16.77,16.0,15.25,45.0,88.1,67.0,183.43,9.0,6.67,8.0,5.73,315.95
3701.0,10.0,15,5.0,3.75,1.0,0.82,23.0,43.35,36.0,98.82,9.0,8.82,6.0,4.82,160.37
3722.0,10.0,41,5.0,3.42,9.0,6.11,26.0,26.29,56.0,96.29,5.0,3.42,-11.0,0.42,135.96
3742.0,10.0,4,2.0,1.78,1.0,0.69,5.0,8.03,16.0,69.44,1.0,0.69,0.0,0.11,80.75
3746.0,10.0,24,15.0,15.04,7.0,5.04,40.0,80.67,87.0,345.04,5.0,3.38,16.0,16.67,465.83
3780.0,10.0,30,26.0,32.03,24.0,28.03,66.0,168.03,125.0,563.33,14.0,12.03,44.0,80.03,883.5
3781.0,10.0,13,3.0,2.05,5.0,3.95,33.0,95.13,47.0,185.95,3.0,2.05,-17.0,16.93,306.06
3823.0,10.0,18,6.0,4.5,11.0,10.89,29.0,56.89,52.0,168.06,7.0,5.56,6.0,4.5,250.39
3846.0,10.0,50,13.0,9.1,14.0,9.98,92.0,201.34,111.0,284.81,15.0,10.89,-4.0,0.38,516.49
3849.0,10.0,24,14.0,13.5,8.0,6.0,49.0,117.04,72.0,240.67,12.0,10.67,10.0,8.17,396.04
3850.0,10.0,39,35.0,44.16,19.0,16.67,121.0,416.83,196.0,1051.44,11.0,7.85,15.0,11.85,1548.81
3851.0,10.0,3,0.0,0.08,1.0,0.75,3.0,4.08,2.0,2.08,1.0,0.75,0.0,0.08,7.83
3863.0,10.0,8,8.0,10.89,7.0,8.68,9.0,13.35,33.0,147.35,2.0,1.39,6.0,6.72,188.38
3897.0,10.0,55,31.0,29.33,15.0,10.62,74.0,125.76,167.0,564.27,45.0,53.35,10.0,6.68,790.0
3936.0,10.0,48,19.0,15.19,14.0,10.08,45.0,58.52,96.0,225.33,2.0,2.08,10.0,6.75,317.96
3950.0,10.0,56,37.0,38.34,21.0,16.43,76.0,130.03,162.0,524.2,9.0,6.0,23.0,18.67,733.67
3952.0,10.0,12,4.0,3.0,5.0,4.08,16.0,27.0,34.0,108.0,11.0,14.08,14.0,21.33,177.5
3956.0,10.0,9,1.0,0.69,2.0,1.36,12.0,20.25,9.0,12.25,2.0,1.36,-12.0,12.25,48.17
3962.0,10.0,5,1.0,0.67,0.0,0.14,5.0,6.81,9.0,19.34,1.0,0.67,2.0,1.61,29.23
3963.0,10.0,11,0.0,0.31,0.0,0.31,4.0,3.09,10.0,12.73,4.0,3.09,-3.0,0.12,19.65
3971.0,10.0,51,24.0,20.71,15.0,10.83,95.0,210.04,167.0,603.93,18.0,13.77,23.0,19.46,878.74
3973.0,10.0,8,2.0,1.39,2.0,1.39,10.0,16.06,27.0,100.35,0.0,0.22,-3.0,0.35,119.75
3984.0,10.0,15,3.0,2.02,2.0,1.35,17.0,25.35,40.0,120.42,3.0,2.02,-1.0,0.15,151.3
3986.0,10.0,40,13.0,9.67,20.0,17.78,98.0,273.88,133.0,487.67,13.0,9.67,31.0,35.47,834.13
3988.0,10.0,54,37.0,39.19,16.0,11.57,151.0,474.07,211.0,896.3,12.0,8.17,41.0,46.3,1475.59
4072.0,10.0,30,2.0,1.63,11.0,8.53,54.0,116.03,59.0,136.53,35.0,53.33,18.0,17.63,333.7
4076.0,10.0,13,6.0,5.13,4.0,2.93,12.0,15.44,24.0,52.67,1.0,0.77,-29.0,55.39,132.32
4106.0,10.0,33,28.0,34.01,22.0,22.92,153.0,761.28,205.0,1342.73,2.0,1.7,13.0,10.37,2173.02
4165.0,10.0,43,39.0,49.57,36.0,43.33,138.0,490.08,184.0,849.88,17.0,13.58,22.0,19.78,1466.22
4166.0,10.0,41,7.0,4.67,12.0,8.65,53.0,87.32,60.0,108.94,8.0,5.37,-11.0,0.42,215.37
4176.0,10.0,4,1.0,0.69,1.0,0.69,8.0,18.78,2.0,1.78,1.0,0.69,5.0,8.03,30.67
4183.0,10.0,32,4.0,2.72,1.0,1.25,22.0,23.35,21.0,21.67,6.0,4.01,-5.0,0.0,53.01
4184.0,10.0,68,47.0,50.04,24.0,18.36,194.0,620.03,259.0,1074.71,49.0,53.53,37.0,34.35,1851.02
4188.0,10.0,29,15.0,13.56,8.0,5.68,46.0,89.1,72.0,203.56,13.0,10.97,9.0,6.6,329.48
4189.0,10.0,45,7.0,4.67,13.0,9.34,35.0,40.14,56.0,89.61,10.0,6.81,4.0,2.94,153.5
4192.0,10.0,48,12.0,8.33,18.0,14.08,57.0,88.02,119.0,336.02,25.0,22.69,15.0,11.02,480.17
4195.0,10.0,64,8.0,5.44,15.0,10.29,31.0,27.13,64.0,87.11,35.0,32.59,19.0,13.75,176.31
4196.0,10.0,20,5.0,3.47,1.0,0.94,31.0,58.94,32.0,62.42,7.0,5.34,6.0,4.36,135.47
4202.0,10.0,21,10.0,8.68,8.0,6.3,37.0,78.11,56.0,168.58,2.0,1.44,17.0,20.01,283.12
4214.0,10.0,20,5.0,3.47,0.0,0.56,24.0,37.36,39.0,89.61,7.0,5.34,-18.0,10.76,147.08
4216.0,10.0,23,0.0,0.64,1.0,1.02,24.0,33.68,21.0,26.81,5.0,3.39,-19.0,10.0,75.54
4217.0,10.0,4,1.0,0.69,0.0,0.11,3.0,3.36,5.0,8.03,0.0,0.11,-2.0,0.44,12.75
4218.0,10.0,46,2.0,2.03,4.0,2.96,31.0,32.5,42.0,53.63,21.0,17.86,-19.0,2.79,111.78
4219.0,10.0,22,15.0,15.84,3.0,2.02,37.0,75.17,55.0,156.44,6.0,4.25,-5.0,0.08,253.8
4221.0,10.0,27,3.0,2.08,2.0,1.56,15.0,14.08,29.0,41.56,10.0,7.79,-12.0,2.08,69.17
4222.0,10.0,2,0.0,0.06,0.0,0.06,2.0,2.72,2.0,2.72,3.0,5.56,-1.0,0.22,11.33
4224.0,10.0,36,11.0,8.03,5.0,3.36,32.0,40.11,62.0,128.44,7.0,4.69,-1.0,0.69,185.33
4226.0,10.0,76,53.0,56.74,32.0,26.25,166.0,420.02,418.0,2440.44,25.0,18.67,11.0,7.37,2969.5
4227.0,10.0,75,24.0,17.76,22.0,15.87,94.0,151.23,206.0,636.56,28.0,21.87,18.0,12.4,855.7
4229.0,10.0,30,6.0,4.03,1.0,1.2,37.0,58.8,48.0,93.63,7.0,4.8,-42.0,45.63,208.1
4237.0,10.0,52,29.0,27.28,14.0,9.88,106.0,252.85,197.0,813.44,27.0,24.46,0.0,1.44,1129.37
4241.0,10.0,1,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.17
4244.0,10.0,5,0.0,0.14,0.0,0.14,2.0,1.61,3.0,2.94,2.0,1.61,-4.0,2.01,8.43
4250.0,10.0,8,2.0,1.39,3.0,2.35,10.0,16.06,18.0,46.72,5.0,5.01,-3.0,0.35,71.88
4251.0,10.0,5,0.0,0.14,1.0,0.67,8.0,15.61,8.0,15.61,3.0,2.94,5.0,6.81,41.77
4253.0,10.0,2,0.0,0.06,0.0,0.06,7.0,26.89,4.0,9.39,0.0,0.06,-1.0,0.22,36.67
4254.0,10.0,17,10.0,9.69,5.0,3.61,34.0,79.81,69.0,303.53,0.0,0.47,-1.0,0.2,397.3
4255.0,10.0,3,0.0,0.08,0.0,0.08,2.0,2.08,2.0,2.08,0.0,0.08,3.0,4.08,8.5
4263.0,10.0,17,4.0,2.75,3.0,2.0,27.0,52.35,31.0,67.33,1.0,0.86,6.0,4.59,129.89
4264.0,10.0,36,5.0,3.36,5.0,3.36,39.0,56.25,55.0,103.36,15.0,12.25,-4.0,0.11,178.69
4265.0,10.0,10,2.0,1.34,8.0,9.34,23.0,60.84,22.0,56.01,0.0,0.28,7.0,7.51,135.33
4266.0,10.0,13,6.0,5.13,4.0,2.93,27.0,65.44,40.0,136.77,2.0,1.34,-15.0,12.67,224.27
4267.0,10.0,50,13.0,9.1,4.0,3.04,76.0,142.24,134.0,405.18,18.0,13.87,-21.0,3.21,576.64
4268.0,10.0,7,1.0,0.67,0.0,0.19,4.0,3.81,13.0,28.67,3.0,2.48,-5.0,2.1,37.93
4271.0,10.0,2,0.0,0.06,0.0,0.06,4.0,9.39,9.0,43.56,2.0,2.72,0.0,0.06,55.83
4281.0,10.0,38,9.0,6.19,3.0,2.29,41.0,58.96,73.0,165.63,8.0,5.41,-9.0,0.19,238.66
4282.0,10.0,29,15.0,13.56,11.0,8.64,77.0,230.92,128.0,608.44,5.0,3.33,-12.0,1.77,866.67
4288.0,10.0,19,8.0,6.56,7.0,5.44,28.0,51.12,42.0,107.37,10.0,9.12,-6.0,0.42,180.04
4289.0,10.0,3,0.0,0.08,0.0,0.08,5.0,10.08,3.0,4.08,2.0,2.08,-2.0,0.75,17.17
4298.0,10.0,2,0.0,0.06,0.0,0.06,5.0,14.22,0.0,0.06,0.0,0.06,2.0,2.72,17.17
4303.0,10.0,31,10.0,7.42,3.0,2.15,28.0,35.48,34.0,49.48,7.0,4.78,2.0,1.66,100.97
4304.0,10.0,29,6.0,4.05,5.0,3.33,52.0,111.38,58.0,136.14,10.0,7.59,4.0,2.69,265.18
4307.0,10.0,23,7.0,5.1,3.0,2.03,19.0,22.67,40.0,83.54,1.0,1.02,10.0,8.32,122.67
4308.0,10.0,10,3.0,2.18,2.0,1.34,2.0,1.34,10.0,13.61,0.0,0.28,-1.0,0.04,18.8
4309.0,10.0,22,11.0,9.78,7.0,5.17,75.0,281.29,116.0,650.91,24.0,34.79,-6.0,0.25,982.2
4311.0,10.0,12,1.0,0.75,4.0,3.0,14.0,21.33,18.0,33.33,11.0,14.08,1.0,0.75,73.25
4312.0,10.0,29,22.0,24.83,14.0,12.23,71.0,198.3,147.0,794.94,2.0,1.61,-12.0,1.77,1033.68
4323.0,10.0,54,3.0,2.67,15.0,10.67,73.0,124.52,56.0,78.24,25.0,21.41,3.0,2.67,240.17
4326.0,10.0,3,0.0,0.08,0.0,0.08,0.0,0.08,0.0,0.08,0.0,0.08,-1.0,0.08,0.5
4327.0,10.0,35,8.0,5.47,4.0,2.76,51.0,92.29,79.0,205.62,18.0,16.23,-21.0,6.57,328.94
4331.0,10.0,13,4.0,2.93,1.0,0.77,14.0,20.1,37.0,118.0,6.0,5.13,10.0,11.39,158.32
4332.0,10.0,4,0.0,0.11,0.0,0.11,4.0,5.44,1.0,0.69,3.0,3.36,-1.0,0.03,9.75
4335.0,10.0,6,3.0,2.67,0.0,0.17,4.0,4.17,6.0,8.17,1.0,0.67,0.0,0.17,16.0
4337.0,10.0,59,19.0,14.09,12.0,8.08,178.0,597.99,208.0,804.26,29.0,25.56,7.0,4.8,1454.78
4342.0,10.0,82,42.0,37.79,40.0,35.12,178.0,448.0,355.0,1657.5,32.0,25.43,62.0,69.82,2273.67
4343.0,10.0,12,0.0,0.33,0.0,0.33,7.0,6.75,11.0,14.08,3.0,2.08,-17.0,18.75,42.33
4345.0,10.0,41,8.0,5.37,8.0,5.37,37.0,46.86,50.0,78.78,4.0,2.86,-43.0,31.9,171.14
4353.0,10.0,2,0.0,0.06,0.0,0.06,1.0,0.89,2.0,2.72,2.0,2.72,0.0,0.06,6.5
4355.0,10.0,15,1.0,0.82,2.0,1.35,6.0,4.82,6.0,4.82,4.0,2.82,-8.0,2.02,16.63
4357.0,10.0,21,4.0,2.68,2.0,1.44,15.0,16.3,47.0,121.44,5.0,3.44,-15.0,6.3,151.6
4362.0,10.0,53,18.0,13.59,4.0,3.11,57.0,81.77,116.0,294.03,22.0,17.94,17.0,12.59,423.02
4367.0,10.0,27,6.0,4.08,4.0,2.68,21.0,24.08,37.0,63.79,4.0,2.68,9.0,6.75,104.06
4372.0,10.0,7,6.0,7.34,0.0,0.19,8.0,12.0,18.0,52.48,5.0,5.43,0.0,0.19,77.64
4373.0,10.0,12,3.0,2.08,2.0,1.33,13.0,18.75,19.0,36.75,0.0,0.33,0.0,0.33,59.58
4379.0,10.0,8,10.0,16.06,7.0,8.68,32.0,138.89,32.0,138.89,2.0,1.39,19.0,51.68,355.58
4380.0,10.0,11,2.0,1.34,7.0,7.09,18.0,35.76,35.0,123.34,0.0,0.31,-16.0,18.24,186.08
4384.0,10.0,66,46.0,49.23,31.0,26.73,115.0,240.55,214.0,767.05,10.0,6.68,47.0,50.97,1141.2
4389.0,10.0,75,32.0,26.4,16.0,10.83,132.0,278.4,250.0,918.75,18.0,12.4,-7.0,0.4,1247.19
4395.0,10.0,8,5.0,5.01,3.0,2.35,23.0,74.01,26.0,93.39,6.0,6.72,1.0,0.68,182.17
4396.0,10.0,8,1.0,0.68,0.0,0.22,5.0,5.01,11.0,19.01,4.0,3.56,10.0,16.06,44.54
4397.0,10.0,1,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.17
4398.0,10.0,3,1.0,0.75,1.0,0.75,1.0,0.75,12.0,52.08,2.0,2.08,0.0,0.08,56.5
4400.0,10.0,41,20.0,17.56,11.0,7.76,70.0,143.98,133.0,476.91,7.0,4.67,5.0,3.42,654.3
4401.0,10.0,16,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,8.0,7.11,-17.0,12.84,21.73
4402.0,10.0,48,16.0,12.0,4.0,3.0,70.0,126.75,99.0,238.52,12.0,8.33,-2.0,0.75,389.35
4405.0,10.0,4,0.0,0.11,0.0,0.11,3.0,3.36,4.0,5.44,0.0,0.11,-4.0,2.78,11.92
4412.0,10.0,26,0.0,0.72,5.0,3.35,19.0,20.94,33.0,53.61,9.0,6.84,-5.0,0.02,85.47
4413.0,10.0,19,3.0,2.0,1.0,0.91,6.0,4.42,26.0,44.77,3.0,2.0,-9.0,1.79,55.9
4419.0,10.0,4,0.0,0.11,0.0,0.11,4.0,5.44,2.0,1.78,1.0,0.69,0.0,0.11,8.25
4421.0,10.0,10,1.0,0.71,2.0,1.34,15.0,27.78,21.0,51.38,1.0,0.71,-5.0,1.11,83.03
4422.0,10.0,59,17.0,12.2,6.0,4.25,115.0,264.12,113.0,255.73,20.0,15.09,-13.0,0.17,551.56
4425.0,10.0,28,20.0,21.73,12.0,9.92,88.0,306.68,119.0,546.19,9.0,6.67,-7.0,0.19,891.39
4433.0,10.0,1,4.0,17.36,1.0,1.36,2.0,4.69,9.0,84.03,1.0,1.36,1.0,1.36,110.17
4436.0,10.0,36,4.0,2.78,2.0,1.78,15.0,12.25,20.0,18.78,8.0,5.44,-16.0,2.78,43.81
4438.0,10.0,7,0.0,0.19,0.0,0.19,5.0,5.43,1.0,0.67,1.0,0.67,-4.0,1.15,8.31
4440.0,10.0,26,6.0,4.11,4.0,2.67,23.0,28.74,44.0,89.85,12.0,10.26,-11.0,1.71,137.33
4443.0,10.0,13,2.0,1.34,3.0,2.05,12.0,15.44,19.0,34.46,4.0,2.93,-1.0,0.1,56.32
4446.0,10.0,42,21.0,18.67,8.0,5.36,106.0,304.02,181.0,841.52,8.0,5.36,17.0,13.71,1188.64
4448.0,10.0,46,17.0,13.23,14.0,10.21,89.0,203.14,114.0,321.8,19.0,15.46,13.0,9.29,573.12
4449.0,10.0,17,2.0,1.37,1.0,0.86,11.0,11.26,18.0,25.53,2.0,1.37,-8.0,1.57,41.97
4450.0,10.0,5,4.0,4.67,1.0,0.67,23.0,113.61,29.0,178.01,2.0,1.61,1.0,0.67,299.23
4453.0,10.0,50,12.0,8.27,8.0,5.34,59.0,90.68,125.0,355.56,24.0,20.91,-10.0,0.06,480.8
4455.0,10.0,62,34.0,31.7,11.0,7.34,105.0,214.54,142.0,374.28,29.0,24.95,26.0,21.29,674.11
4456.0,10.0,25,14.0,13.2,7.0,4.99,44.0,92.8,69.0,214.13,3.0,2.05,16.0,16.27,343.45
4459.0,10.0,54,13.0,8.96,8.0,5.35,50.0,64.46,78.0,140.17,3.0,2.67,-12.0,0.17,221.78
4465.0,10.0,47,31.0,32.09,17.0,13.12,108.0,285.48,173.0,695.76,9.0,6.03,11.0,7.55,1040.02
4468.0,10.0,45,12.0,8.45,17.0,13.34,56.0,89.61,86.0,194.27,8.0,5.34,-13.0,0.67,311.68
4470.0,10.0,37,8.0,5.42,10.0,7.06,26.0,27.96,61.0,121.93,13.0,9.93,14.0,10.99,183.3
4471.0,10.0,31,5.0,3.33,3.0,2.15,22.0,23.81,46.0,84.45,12.0,9.51,-7.0,0.11,123.36
4473.0,10.0,22,10.0,8.49,4.0,2.67,38.0,78.91,60.0,184.25,4.0,2.67,-5.0,0.08,277.08
4477.0,10.0,25,2.0,1.52,3.0,2.05,17.0,17.92,21.0,25.33,12.0,10.45,-3.0,0.05,57.34
4484.0,10.0,10,3.0,2.18,1.0,0.71,12.0,18.68,27.0,82.18,2.0,1.34,-15.0,17.78,122.87
4485.0,10.0,48,13.0,9.19,13.0,9.19,32.0,33.33,84.0,176.33,9.0,6.02,7.0,4.69,238.75
4487.0,10.0,50,48.0,63.47,25.0,22.22,249.0,1324.41,352.0,2596.8,5.0,3.56,-29.0,8.54,4019.0
4488.0,10.0,56,34.0,33.53,12.0,8.13,130.0,346.67,239.0,1101.24,6.0,4.2,8.0,5.37,1499.14
4489.0,10.0,71,12.0,8.0,15.0,10.14,67.0,87.53,147.0,355.32,15.0,10.14,21.0,15.18,486.32
4490.0,10.0,49,6.0,4.1,8.0,5.33,52.0,73.88,64.0,106.29,7.0,4.69,8.0,5.33,199.62
4491.0,10.0,54,19.0,14.52,8.0,5.35,101.0,224.07,119.0,303.41,11.0,7.41,-33.0,10.67,565.43
4499.0,10.0,46,18.0,14.32,12.0,8.41,58.0,93.74,123.0,371.17,14.0,10.21,-18.0,2.32,500.17
4500.0,10.0,48,11.0,7.52,13.0,9.19,48.0,65.33,87.0,188.02,16.0,12.0,-16.0,1.33,283.4
4502.0,10.0,27,1.0,1.12,0.0,0.75,11.0,8.9,17.0,17.12,11.0,8.9,-17.0,5.79,42.57
4508.0,10.0,15,3.0,2.02,3.0,2.02,15.0,20.42,24.0,46.82,4.0,2.82,4.0,2.82,76.9
4513.0,10.0,45,17.0,13.34,10.0,6.81,63.0,110.45,88.0,202.67,14.0,10.27,-15.0,1.25,344.79
4515.0,10.0,16,2.0,1.36,0.0,0.44,17.0,24.17,23.0,41.17,5.0,3.67,-7.0,1.17,72.0
4518.0,10.0,15,2.0,1.35,2.0,1.35,15.0,20.42,21.0,36.82,5.0,3.75,-10.0,3.75,67.43
4526.0,10.0,6,2.0,1.5,0.0,0.17,4.0,4.17,7.0,10.67,3.0,2.67,2.0,1.5,20.67
4528.0,10.0,45,2.0,2.01,10.0,6.81,16.0,12.27,36.0,42.05,7.0,4.67,-12.0,0.45,68.26
4529.0,10.0,41,25.0,24.72,23.0,21.71,68.0,136.59,130.0,456.67,7.0,4.67,23.0,21.71,666.05
4531.0,10.0,29,6.0,4.05,4.0,2.69,37.0,60.35,49.0,99.93,14.0,12.23,-7.0,0.16,179.41
4539.0,10.0,45,4.0,2.94,11.0,7.61,35.0,40.14,70.0,133.47,6.0,4.05,-28.0,9.34,197.54
4541.0,10.0,54,3.0,2.67,4.0,3.13,68.0,109.8,79.0,143.41,31.0,29.63,-10.0,0.02,288.65
4543.0,10.0,41,19.0,16.28,21.0,18.89,107.0,316.05,138.0,511.63,15.0,11.63,22.0,20.28,894.75
4546.0,10.0,67,6.0,4.4,2.0,2.59,29.0,24.08,49.0,54.03,10.0,6.69,-64.0,41.66,133.45
4550.0,10.0,3,2.0,2.08,1.0,0.75,11.0,44.08,11.0,44.08,1.0,0.75,1.0,0.75,92.5
4552.0,10.0,4,0.0,0.11,2.0,1.78,4.0,5.44,2.0,1.78,7.0,14.69,-3.0,1.36,25.17
4556.0,10.0,30,7.0,4.8,1.0,1.2,22.0,24.3,38.0,61.63,6.0,4.03,-33.0,26.13,122.1
4561.0,10.0,67,54.0,63.38,31.0,26.54,167.0,473.78,238.0,926.63,22.0,16.42,32.0,27.81,1534.56
4562.0,10.0,8,4.0,3.56,3.0,2.35,13.0,25.68,15.0,33.35,2.0,1.39,1.0,0.68,67.0
4568.0,10.0,51,50.0,67.1,19.0,14.83,190.0,772.59,266.0,1477.46,21.0,17.06,69.0,117.77,2466.81
4569.0,10.0,46,28.0,27.65,16.0,12.18,88.0,198.96,135.0,442.47,16.0,12.18,19.0,15.46,708.9
4570.0,10.0,15,9.0,8.82,10.0,10.42,30.0,70.42,50.0,183.75,5.0,3.75,2.0,1.35,278.5
4571.0,10.0,15,7.0,6.02,3.0,2.02,23.0,43.35,42.0,132.02,6.0,4.82,15.0,20.42,208.63
4575.0,10.0,19,6.0,4.42,6.0,4.42,21.0,30.74,42.0,107.37,7.0,5.44,2.0,1.4,153.8
4577.0,10.0,19,10.0,9.12,4.0,2.7,29.0,54.46,69.0,274.11,5.0,3.51,10.0,9.12,353.03
4578.0,10.0,60,25.0,20.42,6.0,4.27,123.0,294.82,141.0,380.02,12.0,8.07,12.0,8.07,715.65
4579.0,10.0,1,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.17
4582.0,10.0,31,7.0,4.78,7.0,4.78,17.0,15.85,40.0,65.81,3.0,2.15,-11.0,1.1,94.46
4583.0,10.0,52,12.0,8.21,11.0,7.44,28.0,25.85,101.0,231.28,6.0,4.14,-10.0,0.03,276.96
4584.0,10.0,34,13.0,10.25,9.0,6.33,65.0,146.88,108.0,380.0,11.0,8.17,-3.0,0.21,551.83
4586.0,10.0,35,5.0,3.35,7.0,4.71,38.0,54.9,44.0,70.95,15.0,12.4,-13.0,1.47,147.78
4591.0,10.0,27,3.0,2.08,1.0,1.12,45.0,90.75,75.0,234.08,8.0,5.79,-10.0,1.12,334.94
4592.0,10.0,18,23.0,37.56,8.0,6.72,23.0,37.56,70.0,296.06,3.0,2.0,2.0,1.39,381.28
4596.0,10.0,20,4.0,2.69,1.0,0.94,16.0,18.69,23.0,34.67,4.0,2.69,-3.0,0.01,59.68
4598.0,10.0,30,16.0,14.7,14.0,12.03,33.0,48.13,86.0,276.03,5.0,3.33,13.0,10.8,365.03
4600.0,10.0,8,0.0,0.22,0.0,0.22,4.0,3.56,8.0,10.89,3.0,2.35,1.0,0.68,17.92
4601.0,10.0,55,8.0,5.36,4.0,3.15,48.0,59.42,64.0,97.33,8.0,5.36,4.0,3.15,173.77
4602.0,10.0,60,25.0,20.42,17.0,12.15,78.0,129.07,164.0,504.6,18.0,13.07,48.0,56.07,735.37
4605.0,10.0,26,8.0,5.85,6.0,4.11,30.0,45.34,63.0,174.38,5.0,3.35,-12.0,2.26,235.28
4607.0,10.0,10,1.0,0.71,0.0,0.28,6.0,5.88,15.0,27.78,0.0,0.28,2.0,1.34,36.27
4608.0,10.0,15,5.0,3.75,0.0,0.42,14.0,18.15,36.0,98.82,9.0,8.82,-5.0,0.42,130.37
4631.0,10.0,33,3.0,2.19,1.0,1.28,22.0,22.92,37.0,54.73,5.0,3.34,-6.0,0.01,84.47
4634.0,10.0,39,9.0,6.16,12.0,8.78,47.0,73.39,80.0,191.85,4.0,2.83,8.0,5.39,288.4
4635.0,10.0,30,27.0,34.13,9.0,6.53,83.0,258.13,171.0,1032.53,1.0,1.2,17.0,16.13,1348.67
4636.0,10.0,1,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.17
4644.0,10.0,4,5.0,8.03,6.0,11.11,10.0,28.44,19.0,96.69,2.0,1.78,8.0,18.78,164.83
4651.0,10.0,57,2.0,2.32,4.0,3.2,50.0,62.11,71.0,113.69,9.0,6.0,-22.0,2.74,190.06
4652.0,10.0,30,2.0,1.63,4.0,2.7,15.0,13.33,29.0,38.53,5.0,3.33,-36.0,32.03,91.57
4654.0,10.0,44,18.0,14.59,16.0,12.37,75.0,154.06,95.0,238.0,15.0,11.34,-17.0,2.12,432.48
4670.0,10.0,38,13.0,9.84,7.0,4.68,62.0,122.88,93.0,259.66,7.0,4.68,11.0,7.91,409.64
4677.0,10.0,15,1.0,0.82,1.0,0.82,10.0,10.42,9.0,8.82,4.0,2.82,-7.0,1.35,25.03
4679.0,10.0,23,2.0,1.48,2.0,1.48,38.0,76.09,28.0,44.06,5.0,3.39,2.0,1.48,127.98
4706.0,10.0,4,1.0,0.69,1.0,0.69,8.0,18.78,11.0,34.03,1.0,0.69,-5.0,4.69,59.58
4708.0,10.0,2,1.0,0.89,0.0,0.06,3.0,5.56,8.0,34.72,0.0,0.06,-1.0,0.22,41.5
4715.0,10.0,16,2.0,1.36,2.0,1.36,14.0,17.36,15.0,19.51,1.0,0.84,2.0,1.36,41.79
4742.0,10.0,7,0.0,0.19,2.0,1.43,15.0,37.34,12.0,24.77,1.0,0.67,-2.0,0.1,64.5
4850.0,10.0,47,26.0,24.36,5.0,3.5,123.0,364.2,198.0,901.43,5.0,3.5,0.0,1.31,1298.3
4859.0,10.0,31,5.0,3.33,6.0,4.02,35.0,52.04,47.0,87.79,3.0,2.15,-13.0,1.98,151.32
4860.0,10.0,2,0.0,0.06,0.0,0.06,5.0,14.22,9.0,43.56,0.0,0.06,-2.0,1.39,59.33
4870.0,10.0,4,3.0,3.36,6.0,11.11,3.0,3.36,14.0,53.78,4.0,5.44,0.0,0.11,77.17
4877.0,10.0,30,22.0,24.3,6.0,4.03,30.0,40.83,68.0,177.63,10.0,7.5,12.0,9.63,263.93
4880.0,10.0,23,5.0,3.39,2.0,1.48,26.0,38.7,53.0,140.44,6.0,4.2,-4.0,0.0,188.21
4892.0,10.0,29,3.0,2.12,6.0,4.05,22.0,24.83,20.0,21.27,3.0,2.12,-20.0,7.93,62.3
4893.0,10.0,15,7.0,6.02,3.0,2.02,42.0,132.02,73.0,380.02,4.0,2.82,-2.0,0.02,522.9
4926.0,10.0,8,0.0,0.22,2.0,1.39,7.0,8.68,5.0,5.01,0.0,0.22,1.0,0.68,16.21
4941.0,10.0,54,3.0,2.67,5.0,3.63,34.0,34.24,51.0,66.67,20.0,15.57,-17.0,1.19,123.96
4946.0,10.0,19,3.0,2.0,1.0,0.91,22.0,33.33,19.0,25.86,5.0,3.51,-6.0,0.42,66.04
4949.0,10.0,3,4.0,6.75,1.0,0.75,9.0,30.08,20.0,140.08,3.0,4.08,-5.0,6.75,188.5
