ID player,amplua,games,goals,p_goals,assists,p_assists,throws_by,p_throws_by,shot_on_target,p_shot_on_target,blocked_throws,p_blocked_throws,p_m,p_p_m,player_rating
5662.0,9.0,3,0.0,1.33,0.0,1.33,4.0,12.0,3.0,8.33,0.0,1.33,0.0,1.33,25.67
5663.0,9.0,5,0.0,2.22,0.0,2.22,0.0,2.22,0.0,2.22,2.0,5.69,-2.0,0.36,14.93
5670.0,9.0,42,7.0,29.17,1.0,20.02,86.0,309.43,96.0,366.1,27.0,72.02,-3.0,14.88,811.62
5673.0,9.0,10,0.0,4.44,0.0,4.44,8.0,21.51,3.0,9.34,2.0,7.51,-2.0,2.18,49.43
5684.0,9.0,10,2.0,7.51,0.0,4.44,10.0,27.78,7.0,18.68,2.0,7.51,-5.0,0.28,66.2
5696.0,9.0,38,11.0,34.74,8.0,29.24,53.0,161.48,88.0,338.01,7.0,27.51,-38.0,4.22,595.2
5697.0,9.0,49,3.0,25.96,5.0,28.95,45.0,123.1,39.0,104.82,53.0,149.77,-21.0,2.78,435.39
5700.0,9.0,23,0.0,10.22,0.0,10.22,2.0,13.06,6.0,19.79,24.0,67.27,-3.0,6.61,127.17
5701.0,9.0,23,5.0,17.98,0.0,10.22,52.0,197.12,58.0,233.82,5.0,17.98,10.0,27.9,505.01
5702.0,9.0,35,2.0,18.34,2.0,18.34,41.0,118.25,20.0,53.65,19.0,51.2,-4.0,10.68,270.46
5705.0,9.0,10,0.0,4.44,0.0,4.44,9.0,24.54,0.0,4.44,4.0,11.38,-9.0,0.54,49.8
5711.0,9.0,41,1.0,19.58,3.0,22.44,28.0,74.68,24.0,64.27,41.0,113.89,3.0,22.44,317.3
5714.0,9.0,12,0.0,5.33,0.0,5.33,20.0,65.33,2.0,8.33,2.0,8.33,1.0,6.75,99.42
5715.0,9.0,4,0.0,1.78,0.0,1.78,2.0,5.44,4.0,11.11,1.0,3.36,7.0,23.36,46.83
5716.0,9.0,55,4.0,30.07,5.0,31.57,61.0,173.43,49.0,133.43,61.0,173.43,3.0,28.61,570.54
5718.0,9.0,61,9.0,40.44,18.0,56.42,71.0,204.42,86.0,263.02,68.0,193.58,-16.0,9.97,767.86
5719.0,9.0,73,15.0,55.53,22.0,68.41,144.0,508.5,166.0,631.26,57.0,152.95,20.0,64.59,1481.23
5722.0,9.0,4,0.0,1.78,0.0,1.78,9.0,34.03,4.0,11.11,4.0,11.11,1.0,3.36,63.17
5726.0,9.0,46,4.0,26.13,4.0,26.13,59.0,174.79,35.0,93.74,46.0,127.78,-28.0,0.15,448.71
5729.0,9.0,21,0.0,9.33,0.0,9.33,7.0,21.0,1.0,10.71,10.0,27.43,-19.0,1.19,79.0
5730.0,9.0,28,0.0,12.44,1.0,13.81,20.0,53.4,11.0,31.43,22.0,59.06,-30.0,4.59,174.74
5731.0,9.0,57,1.0,26.68,17.0,53.07,46.0,123.79,58.0,161.68,46.0,123.79,-7.0,16.86,505.88
5735.0,9.0,11,4.0,11.68,1.0,6.31,7.0,18.68,16.0,49.49,4.0,11.68,-1.0,3.65,101.48
5739.0,9.0,15,2.0,9.6,0.0,6.67,9.0,24.07,10.0,26.67,2.0,9.6,-19.0,5.4,82.0
5743.0,9.0,2,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,5.33
5751.0,9.0,1,1.0,2.78,0.0,0.44,0.0,0.44,5.0,32.11,0.0,0.44,2.0,7.11,43.33
5758.0,9.0,9,0.0,4.0,2.0,7.11,8.0,21.78,11.0,32.11,3.0,9.0,-1.0,2.78,76.78
5759.0,9.0,20,6.0,18.69,5.0,16.81,27.0,81.34,38.0,131.76,25.0,73.47,-7.0,2.01,324.07
5760.0,9.0,39,5.0,24.64,5.0,24.64,29.0,77.56,52.0,156.0,19.0,51.92,-14.0,3.69,338.46
5762.0,9.0,34,4.0,20.92,2.0,17.9,61.0,205.89,57.0,186.67,9.0,29.49,-22.0,0.01,460.87
5766.0,9.0,10,0.0,4.44,2.0,7.51,8.0,21.51,4.0,11.38,9.0,24.54,9.0,24.54,93.93
5781.0,9.0,12,2.0,8.33,0.0,5.33,10.0,27.0,10.0,27.0,16.0,48.0,-18.0,8.33,124.0
5783.0,9.0,11,2.0,7.92,4.0,11.68,26.0,101.01,31.0,133.59,7.0,18.68,-6.0,0.16,273.03
5785.0,9.0,30,5.0,20.83,1.0,14.7,15.0,40.83,23.0,61.63,13.0,36.3,-8.0,4.8,179.1
5792.0,9.0,19,1.0,9.83,1.0,9.83,16.0,43.25,17.0,46.32,23.0,66.95,12.0,32.02,208.21
5797.0,9.0,50,8.0,34.17,9.0,35.84,52.0,145.64,39.0,104.64,40.0,107.56,12.0,41.1,468.95
5799.0,9.0,9,1.0,5.44,0.0,4.0,4.0,11.11,5.0,13.44,13.0,40.11,-6.0,0.0,74.11
5804.0,9.0,44,4.0,25.25,5.0,26.79,66.0,206.56,83.0,286.79,67.0,210.91,-35.0,0.73,757.03
5805.0,9.0,10,0.0,4.44,0.0,4.44,3.0,9.34,2.0,7.51,5.0,13.61,-4.0,0.71,40.07
5806.0,9.0,44,4.0,25.25,6.0,28.37,54.0,157.83,51.0,146.67,46.0,128.98,-28.0,0.04,487.14
5814.0,9.0,30,1.0,14.7,5.0,20.83,47.0,149.63,40.0,120.0,26.0,70.53,17.0,45.63,421.33
5818.0,9.0,44,18.0,50.92,13.0,40.73,44.0,122.22,89.0,318.24,38.0,103.04,20.0,55.31,690.47
5821.0,9.0,42,4.0,24.38,9.0,32.6,59.0,180.21,71.0,233.36,25.0,66.88,0.0,18.67,556.1
5831.0,9.0,45,8.0,32.09,8.0,32.09,72.0,231.2,56.0,164.36,20.0,55.56,36.0,96.8,612.09
5873.0,9.0,13,2.0,8.75,4.0,12.34,25.0,87.19,30.0,115.01,26.0,92.44,4.0,12.34,328.08
5883.0,9.0,19,6.0,18.34,1.0,9.83,31.0,100.36,34.0,114.62,15.0,40.29,20.0,56.16,339.6
6028.0,9.0,3,0.0,1.33,0.0,1.33,2.0,5.33,4.0,12.0,3.0,8.33,3.0,8.33,36.67
6049.0,9.0,6,4.0,10.67,2.0,6.0,6.0,16.67,16.0,66.67,7.0,20.17,5.0,13.5,133.67
6056.0,9.0,52,15.0,47.44,13.0,43.69,83.0,266.26,102.0,359.19,45.0,122.05,-16.0,6.7,845.33
6057.0,9.0,46,17.0,49.39,22.0,60.3,59.0,174.79,74.0,238.15,21.0,58.03,19.0,53.63,634.29
6069.0,9.0,10,1.0,5.88,5.0,13.61,26.0,106.71,35.0,173.61,11.0,31.21,-4.0,0.71,331.73
6071.0,9.0,25,5.0,18.78,2.0,13.94,24.0,66.15,26.0,72.82,23.0,62.94,0.0,11.11,245.73
6078.0,9.0,8,1.0,5.01,0.0,3.56,15.0,51.68,8.0,22.22,2.0,6.72,-3.0,0.68,89.87
6088.0,9.0,10,0.0,4.44,0.0,4.44,7.0,18.68,6.0,16.04,5.0,13.61,-11.0,1.88,59.1
6089.0,9.0,34,4.0,20.92,0.0,15.11,24.0,64.05,29.0,78.51,39.0,111.85,-19.0,0.4,290.83
6090.0,9.0,10,3.0,9.34,2.0,7.51,14.0,42.71,8.0,21.51,3.0,9.34,4.0,11.38,101.8
6093.0,9.0,12,7.0,18.75,1.0,6.75,40.0,192.0,54.0,320.33,8.0,21.33,3.0,10.08,569.25
6122.0,9.0,36,16.0,44.44,10.0,32.11,47.0,140.03,124.0,608.44,10.0,32.11,4.0,21.78,878.92
6123.0,9.0,24,13.0,35.04,5.0,18.38,86.0,433.5,73.0,330.04,30.0,88.17,22.0,60.17,965.29
6124.0,9.0,37,2.0,19.22,7.0,27.1,38.0,106.14,50.0,150.68,18.0,49.2,1.0,17.8,370.14
6138.0,9.0,10,6.0,16.04,1.0,5.88,15.0,46.94,37.0,190.68,3.0,9.34,-3.0,1.34,270.23
6205.0,9.0,48,6.0,30.08,6.0,30.08,81.0,266.02,88.0,300.0,52.0,147.0,-27.0,0.52,773.71
6208.0,9.0,43,3.0,23.32,2.0,21.87,44.0,122.8,35.0,94.27,33.0,88.44,2.0,21.87,372.57
6209.0,9.0,34,7.0,25.89,5.0,22.51,93.0,393.49,81.0,316.08,41.0,119.22,8.0,27.66,904.85
6214.0,9.0,20,1.0,10.27,2.0,11.76,17.0,46.01,19.0,52.27,23.0,66.01,-18.0,1.09,187.4
6215.0,9.0,4,0.0,1.78,1.0,3.36,1.0,3.36,1.0,3.36,1.0,3.36,-3.0,0.03,15.25
6244.0,9.0,29,0.0,12.89,4.0,18.77,16.0,43.05,7.0,23.91,36.0,105.58,-48.0,28.34,232.54
6246.0,9.0,65,7.0,38.98,7.0,38.98,146.0,551.49,141.0,522.75,110.0,361.71,41.0,109.42,1623.32
6254.0,9.0,17,1.0,8.95,1.0,8.95,38.0,143.16,35.0,126.28,18.0,50.61,4.0,13.83,351.78
6262.0,9.0,33,5.0,22.09,8.0,27.27,42.0,124.12,47.0,144.27,27.0,72.76,20.0,53.45,443.97
6272.0,9.0,66,12.0,47.52,13.0,49.23,92.0,280.24,106.0,340.91,26.0,74.24,-22.0,7.33,799.47
6274.0,9.0,24,0.0,10.67,2.0,13.5,15.0,40.04,9.0,26.04,36.0,112.67,-35.0,15.04,217.96
6279.0,9.0,17,3.0,12.08,0.0,7.56,9.0,24.32,10.0,26.77,15.0,40.79,-15.0,0.79,112.31
6281.0,9.0,69,5.0,37.7,13.0,50.45,109.0,348.19,89.0,264.13,98.0,300.52,-69.0,7.67,1008.65
6284.0,9.0,20,0.0,8.89,0.0,8.89,3.0,13.34,6.0,18.69,14.0,37.36,-12.0,0.09,87.25
6287.0,9.0,70,17.0,57.91,15.0,54.33,157.0,592.57,124.0,416.1,56.0,150.58,36.0,97.63,1369.11
6299.0,9.0,46,0.0,20.44,5.0,27.65,37.0,99.54,27.0,72.29,35.0,93.74,-17.0,4.06,317.73
6300.0,9.0,17,4.0,13.83,4.0,13.83,37.0,137.42,38.0,143.16,14.0,37.75,-5.0,2.36,348.35
6305.0,9.0,54,6.0,32.67,5.0,31.13,62.0,177.85,58.0,163.63,35.0,93.35,4.0,29.63,528.26
6308.0,9.0,32,2.0,17.01,4.0,20.06,35.0,99.17,21.0,56.0,30.0,82.35,-7.0,6.42,281.01
6312.0,9.0,49,3.0,25.96,7.0,32.11,63.0,186.78,36.0,96.23,23.0,63.24,14.0,44.44,448.76
6317.0,9.0,58,4.0,31.39,6.0,34.4,68.0,196.17,36.0,96.12,62.0,174.72,11.0,42.53,575.33
6328.0,9.0,19,1.0,9.83,4.0,14.62,30.0,95.81,16.0,43.25,26.0,78.69,-20.0,2.83,245.04
6331.0,9.0,5,0.0,2.22,0.0,2.22,5.0,13.89,5.0,13.89,4.0,10.76,5.0,13.89,56.87
6333.0,9.0,4,1.0,3.36,2.0,5.44,1.0,3.36,5.0,14.69,3.0,8.03,0.0,1.78,36.67
6402.0,9.0,2,0.0,0.89,1.0,2.72,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,7.17
6403.0,9.0,2,0.0,0.89,0.0,0.89,0.0,0.89,1.0,2.72,3.0,9.39,-6.0,10.89,25.67
6423.0,9.0,57,25.0,69.63,16.0,51.16,113.0,400.02,146.0,593.96,42.0,112.28,29.0,78.75,1305.81
6424.0,9.0,6,1.0,4.17,0.0,2.67,12.0,42.67,12.0,42.67,9.0,28.17,-15.0,20.17,140.5
6432.0,9.0,13,2.0,8.75,2.0,8.75,20.0,63.21,17.0,50.68,9.0,24.01,2.0,8.75,164.15
6439.0,9.0,2,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,5.33
6442.0,9.0,5,1.0,3.76,0.0,2.22,5.0,13.89,5.0,13.89,1.0,3.76,-4.0,0.09,37.6
6443.0,9.0,3,0.0,1.33,0.0,1.33,2.0,5.33,0.0,1.33,3.0,8.33,-1.0,0.33,18.0
6457.0,9.0,8,0.0,3.56,0.0,3.56,3.0,8.68,3.0,8.68,0.0,3.56,-4.0,0.22,28.25
6483.0,9.0,2,0.0,0.89,2.0,5.56,1.0,2.72,5.0,20.06,0.0,0.89,3.0,9.39,39.5
6495.0,9.0,22,5.0,17.58,2.0,12.63,43.0,151.16,31.0,94.79,41.0,140.85,-3.0,6.19,423.2
6518.0,9.0,62,7.0,37.68,5.0,34.63,66.0,185.81,58.0,159.15,31.0,84.39,-2.0,24.95,526.61
6519.0,9.0,32,4.0,20.06,9.0,28.75,37.0,106.34,59.0,201.67,29.0,79.17,-5.0,8.34,444.32
6523.0,9.0,14,1.0,7.63,4.0,12.7,21.0,65.72,31.0,116.2,11.0,29.53,10.0,26.7,258.48
6524.0,9.0,24,1.0,12.04,3.0,15.04,23.0,63.38,25.0,70.04,9.0,26.04,-12.0,0.67,187.21
6535.0,9.0,30,4.0,19.2,6.0,22.53,46.0,145.2,48.0,154.13,22.0,58.8,4.0,19.2,419.07
6555.0,9.0,14,2.0,9.17,2.0,9.17,10.0,26.7,14.0,38.89,8.0,21.46,-15.0,2.29,107.69
6556.0,9.0,26,1.0,12.93,4.0,17.5,19.0,50.77,30.0,86.17,11.0,30.88,-66.0,91.09,289.35
6569.0,9.0,44,9.0,33.4,14.0,42.68,39.0,106.12,73.0,238.0,33.0,88.31,-8.0,10.34,518.85
6585.0,9.0,69,22.0,67.01,16.0,55.71,109.0,348.19,159.0,609.06,27.0,77.23,9.0,43.84,1201.04
6586.0,9.0,25,1.0,12.48,1.0,12.48,27.0,76.27,17.0,45.34,13.0,35.2,-10.0,1.78,183.56
6587.0,9.0,11,0.0,4.89,0.0,4.89,4.0,11.68,2.0,7.92,4.0,11.68,-5.0,0.49,41.55
6589.0,9.0,45,0.0,20.0,1.0,21.36,14.0,43.02,28.0,74.76,17.0,49.09,-46.0,5.69,213.91
6595.0,9.0,26,0.0,11.56,1.0,12.93,16.0,42.74,5.0,19.18,5.0,19.18,-11.0,1.54,107.13
6597.0,9.0,11,0.0,4.89,0.0,4.89,1.0,6.31,2.0,7.92,2.0,7.92,2.0,7.92,39.85
6602.0,9.0,72,6.0,40.5,13.0,51.68,137.0,475.35,85.0,245.68,105.0,325.12,25.0,74.01,1212.35
6603.0,9.0,6,0.0,2.67,0.0,2.67,7.0,20.17,6.0,16.67,5.0,13.5,4.0,10.67,66.33
6604.0,9.0,7,3.0,8.4,3.0,8.4,10.0,30.73,12.0,39.68,2.0,6.35,5.0,13.35,106.9
6606.0,9.0,37,19.0,51.53,6.0,25.42,60.0,193.74,101.0,426.81,11.0,34.38,8.0,28.84,760.73
6607.0,9.0,2,0.0,0.89,0.0,0.89,1.0,2.72,0.0,0.89,0.0,0.89,2.0,5.56,11.83
6608.0,9.0,37,1.0,17.8,0.0,16.44,5.0,23.79,13.0,38.35,9.0,30.63,-4.0,11.54,138.56
6613.0,9.0,17,4.0,13.83,2.0,10.46,28.0,91.01,20.0,57.75,6.0,17.67,4.0,13.83,204.55
6619.0,9.0,21,0.0,9.33,1.0,10.71,18.0,48.76,22.0,61.71,2.0,12.19,-10.0,0.76,143.48
6626.0,9.0,9,0.0,4.0,1.0,5.44,5.0,13.44,2.0,7.11,7.0,18.78,-2.0,1.78,50.56
6627.0,9.0,1,0.0,0.44,0.0,0.44,0.0,0.44,1.0,2.78,0.0,0.44,1.0,2.78,7.33
6636.0,9.0,1,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,-1.0,0.11,2.33
6639.0,9.0,4,0.0,1.78,0.0,1.78,0.0,1.78,0.0,1.78,6.0,18.78,-1.0,0.69,26.58
6661.0,9.0,21,1.0,10.71,0.0,9.33,26.0,76.19,18.0,48.76,7.0,21.0,-2.0,6.86,172.86
6665.0,9.0,62,45.0,120.22,23.0,66.75,205.0,978.71,290.0,1770.67,18.0,56.78,47.0,125.85,3118.99
6686.0,9.0,16,2.0,10.03,3.0,11.67,31.0,108.51,38.0,148.03,16.0,44.44,1.0,8.51,331.19
6709.0,9.0,16,1.0,8.51,3.0,11.67,19.0,55.01,23.0,70.84,9.0,24.17,-3.0,3.67,173.88
6719.0,9.0,13,5.0,14.37,3.0,10.47,26.0,92.44,26.0,92.44,13.0,36.11,2.0,8.75,254.59
6739.0,9.0,5,0.0,2.22,0.0,2.22,1.0,3.76,1.0,3.76,1.0,3.76,0.0,2.22,17.93
6744.0,9.0,8,3.0,8.68,1.0,5.01,20.0,80.22,22.0,93.39,2.0,6.72,2.0,6.72,200.75
6765.0,9.0,3,0.0,1.33,0.0,1.33,0.0,1.33,0.0,1.33,0.0,1.33,0.0,1.33,8.0
6794.0,9.0,6,2.0,6.0,2.0,6.0,7.0,20.17,6.0,16.67,5.0,13.5,-1.0,1.5,63.83
6830.0,9.0,12,1.0,6.75,0.0,5.33,11.0,30.08,7.0,18.75,11.0,30.08,-6.0,0.33,91.33
6878.0,9.0,16,1.0,8.51,0.0,7.11,33.0,119.17,34.0,124.69,11.0,29.34,-17.0,2.51,291.33
6879.0,9.0,12,1.0,6.75,4.0,12.0,9.0,24.08,18.0,56.33,1.0,6.75,-4.0,1.33,107.25
6889.0,9.0,46,3.0,24.64,6.0,29.23,47.0,131.13,32.0,85.37,22.0,60.3,-10.0,9.29,339.96
6896.0,9.0,56,10.0,40.01,11.0,41.72,173.0,790.0,125.0,470.57,69.0,201.91,-32.0,0.51,1544.71
6897.0,9.0,11,2.0,7.92,2.0,7.92,30.0,126.71,18.0,58.34,9.0,24.25,-2.0,2.59,227.73
6900.0,9.0,12,4.0,12.0,3.0,10.08,16.0,48.0,27.0,102.08,3.0,10.08,-4.0,1.33,183.58
6904.0,9.0,70,2.0,33.83,5.0,38.13,38.0,102.41,33.0,90.67,88.0,259.07,7.0,41.14,565.26
6909.0,9.0,2,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,0.0,0.89,1.0,2.72,7.17
6911.0,9.0,28,6.0,21.73,0.0,12.44,39.0,118.77,41.0,127.15,30.0,84.59,-3.0,8.77,373.44
6915.0,9.0,40,3.0,22.0,0.0,17.78,14.0,41.34,10.0,33.61,28.0,74.71,-40.0,4.44,193.89
6925.0,9.0,13,0.0,5.78,1.0,7.19,8.0,21.37,15.0,43.09,4.0,12.34,-8.0,0.03,89.79
6926.0,9.0,34,0.0,15.11,0.0,15.11,18.0,48.64,16.0,43.97,39.0,111.85,-7.0,7.22,241.9
6927.0,9.0,1,0.0,0.44,0.0,0.44,2.0,7.11,0.0,0.44,0.0,0.44,-1.0,0.11,9.0
6928.0,9.0,3,0.0,1.33,0.0,1.33,3.0,8.33,1.0,3.0,0.0,1.33,-1.0,0.33,15.67
6929.0,9.0,2,0.0,0.89,0.0,0.89,2.0,5.56,1.0,2.72,0.0,0.89,-6.0,10.89,21.83
6930.0,9.0,35,1.0,16.92,3.0,19.81,22.0,58.72,24.0,64.01,32.0,87.48,-19.0,0.54,247.48
6931.0,9.0,1,0.0,0.44,0.0,0.44,1.0,2.78,1.0,2.78,2.0,7.11,0.0,0.44,14.0
6941.0,9.0,26,3.0,15.9,12.0,33.09,58.0,218.27,35.0,105.34,8.0,24.68,31.0,89.85,487.14
6945.0,9.0,45,5.0,27.22,21.0,57.8,46.0,128.36,69.0,217.8,6.0,28.8,-5.0,13.89,473.87
6946.0,9.0,26,0.0,11.56,2.0,14.38,9.0,26.67,6.0,20.94,16.0,42.74,-40.0,19.76,136.04
6947.0,9.0,25,0.0,11.11,1.0,12.48,9.0,26.35,4.0,17.08,11.0,30.62,-29.0,6.08,103.73
6948.0,9.0,19,1.0,9.83,3.0,12.92,14.0,37.43,18.0,49.5,16.0,43.25,-33.0,21.76,174.68
6958.0,9.0,69,0.0,30.67,9.0,43.84,38.0,102.26,34.0,92.75,47.0,125.35,6.0,39.19,434.06
6963.0,9.0,9,0.0,4.0,1.0,5.44,4.0,11.11,2.0,7.11,1.0,5.44,-5.0,0.11,33.22
6965.0,9.0,13,0.0,5.78,1.0,7.19,5.0,14.37,7.0,18.88,7.0,18.88,-11.0,0.42,65.51
6966.0,9.0,13,1.0,7.19,0.0,5.78,4.0,12.34,5.0,14.37,6.0,16.55,-21.0,11.7,67.92
6975.0,9.0,38,1.0,18.25,6.0,25.84,49.0,145.41,50.0,149.35,41.0,115.79,-16.0,2.29,456.92
6978.0,9.0,19,0.0,8.44,1.0,9.83,31.0,100.36,11.0,29.48,32.0,105.01,6.0,18.34,271.46
6982.0,9.0,65,22.0,65.67,34.0,92.01,142.0,528.44,186.0,809.14,47.0,125.54,80.0,234.02,1854.81
6983.0,9.0,24,2.0,13.5,4.0,16.67,39.0,126.04,33.0,100.04,14.0,37.5,18.0,48.17,341.92
6985.0,9.0,14,1.0,7.63,1.0,7.63,9.0,24.01,20.0,61.46,5.0,14.67,0.0,6.22,121.62
6996.0,9.0,22,0.0,9.78,1.0,11.16,11.0,29.94,6.0,19.41,4.0,15.84,-1.0,8.49,94.62
7001.0,9.0,1,0.0,0.44,0.0,0.44,0.0,0.44,1.0,2.78,1.0,2.78,-7.0,40.11,47.0
7002.0,9.0,43,0.0,19.11,1.0,20.47,17.0,48.5,20.0,55.08,23.0,62.08,1.0,20.47,225.71
7004.0,9.0,15,0.0,6.67,1.0,8.07,6.0,17.07,7.0,19.27,2.0,9.6,-5.0,1.67,62.33
7006.0,9.0,38,1.0,18.25,2.0,19.66,17.0,47.16,15.0,42.81,14.0,40.71,-15.0,2.81,171.4
7012.0,9.0,1,0.0,0.44,0.0,0.44,0.0,0.44,1.0,2.78,0.0,0.44,0.0,0.44,5.0
7013.0,9.0,27,0.0,12.0,3.0,16.33,7.0,23.15,15.0,40.33,1.0,13.37,-24.0,1.33,106.52
7015.0,9.0,18,0.0,8.0,3.0,12.5,16.0,43.56,8.0,22.22,3.0,12.5,-6.0,2.0,100.78
7016.0,9.0,10,0.0,4.44,1.0,5.88,9.0,24.54,3.0,9.34,3.0,9.34,-6.0,0.04,53.6
7018.0,9.0,5,0.0,2.22,1.0,3.76,0.0,2.22,1.0,3.76,3.0,8.02,0.0,2.22,22.2
7022.0,9.0,41,0.0,18.22,6.0,27.1,45.0,127.61,30.0,80.17,36.0,97.83,4.0,23.95,374.89
7028.0,9.0,18,1.0,9.39,2.0,10.89,13.0,34.72,8.0,22.22,11.0,29.39,3.0,12.5,119.11
7032.0,9.0,28,2.0,15.25,2.0,15.25,24.0,65.02,21.0,56.19,6.0,21.73,13.0,35.81,209.26
7034.0,9.0,14,0.0,6.22,1.0,7.63,15.0,42.29,12.0,32.51,3.0,10.87,9.0,24.01,123.52
7035.0,9.0,12,0.0,5.33,0.0,5.33,17.0,52.08,11.0,30.08,3.0,10.08,-7.0,0.08,103.0
7040.0,9.0,15,0.0,6.67,0.0,6.67,6.0,17.07,3.0,11.27,5.0,15.0,-21.0,8.07,64.73
7042.0,9.0,4,0.0,1.78,1.0,3.36,0.0,1.78,4.0,11.11,1.0,3.36,-1.0,0.69,22.08
7046.0,9.0,10,1.0,5.88,0.0,4.44,10.0,27.78,16.0,51.38,3.0,9.34,-13.0,4.01,102.83
7048.0,9.0,45,0.0,20.0,1.0,21.36,46.0,128.36,18.0,51.2,20.0,55.56,6.0,28.8,305.27
7055.0,9.0,52,4.0,28.75,7.0,33.39,70.0,210.68,38.0,101.55,47.0,128.26,16.0,49.37,551.99
7058.0,9.0,56,2.0,27.63,7.0,35.1,69.0,201.91,30.0,80.96,28.0,76.22,16.0,50.79,472.61
7062.0,9.0,37,4.0,22.21,2.0,19.22,19.0,51.53,46.0,134.97,5.0,23.79,0.0,16.44,268.16
7077.0,9.0,10,0.0,4.44,2.0,7.51,12.0,34.84,2.0,7.51,3.0,9.34,3.0,9.34,73.0
7079.0,9.0,29,4.0,18.77,6.0,22.13,52.0,175.46,65.0,245.25,16.0,43.05,11.0,31.73,536.39
7086.0,9.0,21,0.0,9.33,3.0,13.76,12.0,32.19,5.0,17.19,12.0,32.19,9.0,25.19,129.86
7087.0,9.0,5,0.0,2.22,0.0,2.22,1.0,3.76,1.0,3.76,2.0,5.69,2.0,5.69,23.33
7094.0,9.0,33,2.0,17.45,4.0,20.48,34.0,95.03,21.0,56.03,34.0,95.03,4.0,20.48,304.52
7108.0,9.0,29,1.0,14.26,1.0,14.26,27.0,74.03,19.0,50.67,33.0,94.44,-22.0,0.25,247.9
7111.0,9.0,59,11.0,42.94,10.0,41.25,116.0,408.96,99.0,324.34,68.0,195.26,24.0,67.98,1080.73
7117.0,9.0,44,4.0,25.25,2.0,22.31,48.0,135.92,28.0,74.71,24.0,64.65,-26.0,0.25,323.09
7122.0,9.0,1,0.0,0.44,0.0,0.44,1.0,2.78,1.0,2.78,0.0,0.44,-2.0,1.78,8.67
7126.0,9.0,10,4.0,11.38,2.0,7.51,7.0,18.68,17.0,56.01,0.0,4.44,-6.0,0.04,98.07
7127.0,9.0,1,0.0,0.44,1.0,2.78,0.0,0.44,0.0,0.44,0.0,0.44,2.0,7.11,11.67
7132.0,9.0,38,10.0,32.85,11.0,34.74,109.0,474.88,107.0,460.85,38.0,105.56,-5.0,10.88,1119.75
7134.0,9.0,33,4.0,20.48,3.0,18.94,53.0,170.45,37.0,105.48,15.0,41.48,-3.0,10.94,367.79
7136.0,9.0,54,5.0,31.13,9.0,37.5,118.0,439.19,75.0,228.17,74.0,224.07,6.0,32.67,992.72
7137.0,9.0,22,1.0,11.16,4.0,15.84,20.0,54.63,22.0,61.11,11.0,29.94,-4.0,5.17,177.85
7141.0,9.0,29,1.0,14.26,3.0,17.2,13.0,36.05,18.0,48.06,16.0,43.05,0.0,12.89,171.51
7143.0,9.0,5,0.0,2.22,0.0,2.22,1.0,3.76,4.0,10.76,0.0,2.22,1.0,3.76,24.93
7150.0,9.0,2,0.0,0.89,0.0,0.89,2.0,5.56,1.0,2.72,1.0,2.72,-3.0,1.39,14.17
7151.0,9.0,16,1.0,8.51,2.0,10.03,20.0,58.78,22.0,66.69,16.0,44.44,-10.0,0.03,188.48
7154.0,9.0,42,17.0,48.21,22.0,59.52,160.0,841.52,195.0,1184.02,16.0,46.1,36.0,97.52,2276.9
7162.0,9.0,5,0.0,2.22,0.0,2.22,3.0,8.02,1.0,3.76,0.0,2.22,-1.0,1.09,19.53
7163.0,9.0,38,2.0,19.66,4.0,22.64,40.0,112.33,44.0,126.5,16.0,44.96,2.0,19.66,345.75
7168.0,9.0,8,0.0,3.56,0.0,3.56,3.0,8.68,5.0,13.35,3.0,8.68,-4.0,0.22,38.04
7170.0,9.0,28,0.0,12.44,1.0,13.81,13.0,35.81,18.0,48.02,12.0,33.59,-15.0,0.48,144.15
7172.0,9.0,10,0.0,4.44,0.0,4.44,1.0,5.88,2.0,7.51,0.0,4.44,-6.0,0.04,26.77
7179.0,9.0,46,0.0,20.44,4.0,26.13,21.0,58.03,35.0,93.74,40.0,108.56,-23.0,1.28,308.18
7184.0,9.0,19,2.0,11.32,4.0,14.62,38.0,135.11,43.0,163.09,6.0,18.34,-10.0,0.37,342.86
7186.0,9.0,42,2.0,21.43,0.0,18.67,42.0,116.67,35.0,94.5,20.0,54.86,-5.0,12.6,318.71
7187.0,9.0,26,1.0,12.93,2.0,14.38,27.0,75.59,17.0,45.34,36.0,109.4,-6.0,4.94,262.58
7192.0,9.0,10,0.0,4.44,0.0,4.44,7.0,18.68,7.0,18.68,0.0,4.44,4.0,11.38,62.07
7200.0,9.0,46,16.0,47.34,12.0,39.57,121.0,500.06,170.0,875.37,60.0,178.71,10.0,35.95,1677.01
7202.0,9.0,1,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,0.0,0.44,2.67
7207.0,9.0,13,1.0,7.19,3.0,10.47,7.0,18.88,27.0,97.85,9.0,24.01,-19.0,8.21,166.62
