ID player,amplua,games,goals,assists,assists_2,throws_by,shot_on_target,blocked_throws,p_m
3633,9.0,33,5.0,9.0,2.0,69.0,55.0,31.0,35.0
3635,9.0,56,1.0,5.0,6.0,77.0,54.0,77.0,-23.0
3657,10.0,57,36.0,13.0,4.0,82.0,172.0,23.0,22.0
3670,9.0,58,2.0,4.0,1.0,41.0,43.0,40.0,-12.0
3677,10.0,3,0.0,1.0,1.0,2.0,5.0,0.0,0.0
3679,10.0,12,6.0,4.0,3.0,8.0,25.0,3.0,8.0
3680,9.0,63,3.0,10.0,3.0,79.0,51.0,37.0,9.0
3684,9.0,6,0.0,1.0,1.0,10.0,7.0,6.0,-4.0
3688,10.0,5,1.0,1.0,4.0,13.0,13.0,1.0,5.0
3691,10.0,13,10.0,15.0,12.0,20.0,38.0,0.0,33.0
3697,9.0,94,9.0,9.0,5.0,107.0,116.0,70.0,49.0
3699,10.0,31,18.0,19.0,2.0,50.0,74.0,9.0,5.0
3701,10.0,17,5.0,1.0,1.0,25.0,37.0,10.0,4.0
3720,9.0,7,1.0,0.0,0.0,5.0,6.0,8.0,8.0
3721,9.0,91,7.0,26.0,14.0,179.0,121.0,73.0,65.0
3722,10.0,59,8.0,11.0,3.0,36.0,78.0,9.0,-19.0
3729,10.0,24,8.0,7.0,1.0,27.0,45.0,7.0,28.0
3733,10.0,26,10.0,16.0,2.0,16.0,70.0,3.0,36.0
3739,9.0,26,1.0,4.0,0.0,43.0,42.0,19.0,11.0
3740,9.0,26,5.0,6.0,6.0,77.0,74.0,16.0,46.0
3742,10.0,32,12.0,6.0,4.0,56.0,116.0,11.0,7.0
3746,10.0,45,31.0,12.0,3.0,75.0,183.0,9.0,26.0
3763,9.0,13,0.0,0.0,0.0,6.0,9.0,2.0,-8.0
3767,10.0,7,2.0,1.0,1.0,9.0,12.0,3.0,-10.0
3774,9.0,4,0.0,0.0,0.0,1.0,0.0,4.0,-7.0
3780,10.0,54,42.0,33.0,22.0,138.0,223.0,27.0,48.0
3781,10.0,29,14.0,14.0,1.0,88.0,118.0,8.0,-34.0
3823,10.0,19,7.0,12.0,6.0,30.0,57.0,8.0,8.0
3846,10.0,72,19.0,18.0,10.0,118.0,139.0,21.0,-6.0
3847,9.0,102,5.0,9.0,5.0,105.0,65.0,149.0,13.0
3849,10.0,28,19.0,8.0,7.0,54.0,90.0,13.0,0.0
3850,10.0,57,48.0,27.0,4.0,167.0,259.0,17.0,13.0
3851,10.0,3,0.0,1.0,0.0,3.0,2.0,1.0,0.0
3853,9.0,23,11.0,12.0,10.0,74.0,70.0,16.0,27.0
3863,10.0,9,10.0,8.0,1.0,11.0,38.0,2.0,10.0
3890,9.0,25,1.0,2.0,2.0,28.0,28.0,23.0,17.0
3893,10.0,6,3.0,0.0,0.0,12.0,24.0,3.0,-2.0
3894,10.0,20,19.0,7.0,4.0,48.0,78.0,4.0,25.0
3897,10.0,86,50.0,30.0,5.0,120.0,269.0,63.0,38.0
3903,10.0,22,5.0,3.0,0.0,49.0,64.0,2.0,-7.0
3906,9.0,10,0.0,1.0,0.0,9.0,1.0,9.0,0.0
3927,10.0,25,1.0,4.0,1.0,30.0,27.0,4.0,10.0
3936,10.0,57,21.0,15.0,11.0,55.0,110.0,3.0,12.0
3939,9.0,63,1.0,5.0,2.0,33.0,24.0,63.0,-10.0
3949,9.0,6,0.0,0.0,2.0,8.0,4.0,2.0,1.0
3950,10.0,88,49.0,34.0,1.0,138.0,267.0,21.0,28.0
3952,10.0,25,11.0,9.0,3.0,31.0,81.0,19.0,10.0
3954,9.0,19,4.0,3.0,0.0,30.0,31.0,17.0,0.0
3955,9.0,68,10.0,20.0,14.0,66.0,73.0,47.0,14.0
3956,10.0,9,1.0,2.0,0.0,12.0,9.0,2.0,-12.0
3958,9.0,19,0.0,0.0,0.0,7.0,5.0,8.0,-2.0
3959,10.0,4,1.0,0.0,1.0,4.0,10.0,1.0,-2.0
3961,9.0,11,4.0,0.0,0.0,21.0,14.0,5.0,-2.0
3962,10.0,6,1.0,0.0,0.0,6.0,10.0,1.0,1.0
3963,10.0,13,0.0,0.0,0.0,5.0,10.0,4.0,-5.0
3965,9.0,54,5.0,8.0,4.0,80.0,89.0,32.0,9.0
3967,9.0,5,0.0,0.0,0.0,2.0,1.0,7.0,-2.0
3969,9.0,42,0.0,4.0,4.0,36.0,18.0,14.0,1.0
3970,9.0,23,5.0,5.0,3.0,47.0,33.0,19.0,18.0
3971,10.0,73,33.0,24.0,7.0,131.0,220.0,27.0,32.0
3973,10.0,9,3.0,3.0,0.0,10.0,32.0,0.0,0.0
3975,9.0,5,0.0,2.0,1.0,3.0,8.0,3.0,-2.0
3983,9.0,15,1.0,5.0,2.0,10.0,12.0,14.0,1.0
3984,10.0,19,7.0,4.0,3.0,19.0,57.0,4.0,3.0
3986,10.0,62,23.0,27.0,13.0,136.0,173.0,39.0,46.0
3987,9.0,9,3.0,0.0,2.0,11.0,17.0,11.0,3.0
3988,10.0,83,57.0,27.0,9.0,242.0,324.0,22.0,61.0
3990,9.0,49,16.0,13.0,6.0,95.0,120.0,42.0,-27.0
4028,10.0,27,7.0,6.0,1.0,59.0,53.0,32.0,-8.0
4072,10.0,59,4.0,19.0,10.0,99.0,105.0,62.0,25.0
4075,10.0,3,0.0,0.0,0.0,8.0,2.0,2.0,-9.0
4076,10.0,34,12.0,10.0,1.0,42.0,68.0,5.0,-50.0
4106,10.0,65,53.0,35.0,18.0,233.0,345.0,9.0,29.0
4165,10.0,51,45.0,43.0,9.0,150.0,222.0,17.0,14.0
4166,10.0,63,16.0,20.0,7.0,74.0,107.0,20.0,3.0
4167,9.0,65,3.0,5.0,7.0,74.0,60.0,72.0,42.0
4173,9.0,47,0.0,9.0,2.0,69.0,56.0,29.0,19.0
4174,9.0,42,3.0,4.0,3.0,82.0,47.0,46.0,-42.0
4176,10.0,4,1.0,1.0,0.0,8.0,2.0,1.0,5.0
4177,9.0,72,7.0,11.0,5.0,93.0,85.0,29.0,34.0
4183,10.0,35,6.0,3.0,3.0,22.0,25.0,7.0,-1.0
4184,10.0,92,61.0,32.0,14.0,241.0,347.0,67.0,53.0
4188,10.0,34,16.0,9.0,2.0,50.0,84.0,13.0,4.0
4189,10.0,51,7.0,13.0,1.0,35.0,60.0,10.0,-1.0
4190,9.0,32,0.0,1.0,0.0,20.0,17.0,20.0,-14.0
4192,10.0,55,13.0,21.0,9.0,68.0,136.0,26.0,24.0
4195,10.0,92,12.0,17.0,9.0,45.0,95.0,51.0,30.0
4196,10.0,35,10.0,4.0,1.0,43.0,56.0,10.0,7.0
4197,9.0,13,2.0,3.0,1.0,25.0,9.0,10.0,-5.0
4200,9.0,91,0.0,4.0,0.0,70.0,22.0,48.0,-120.0
4202,10.0,24,10.0,8.0,2.0,38.0,57.0,2.0,17.0
4204,9.0,81,3.0,8.0,2.0,71.0,36.0,55.0,36.0
4205,9.0,93,4.0,11.0,4.0,76.0,63.0,72.0,-22.0
4206,9.0,11,0.0,1.0,0.0,3.0,5.0,6.0,7.0
4208,9.0,104,35.0,54.0,20.0,307.0,325.0,139.0,-4.0
4214,10.0,24,5.0,0.0,2.0,29.0,45.0,7.0,-20.0
4216,10.0,24,0.0,1.0,0.0,25.0,21.0,5.0,-20.0
4217,10.0,23,4.0,6.0,1.0,23.0,47.0,4.0,-7.0
4218,10.0,73,4.0,5.0,2.0,64.0,61.0,39.0,-34.0
4219,10.0,29,18.0,4.0,2.0,42.0,63.0,7.0,-8.0
4221,10.0,28,3.0,2.0,0.0,16.0,29.0,11.0,-12.0
4222,10.0,2,0.0,0.0,1.0,2.0,2.0,3.0,-1.0
4224,10.0,43,15.0,7.0,6.0,38.0,77.0,8.0,0.0
4225,9.0,34,6.0,11.0,3.0,51.0,64.0,29.0,9.0
4226,10.0,106,73.0,46.0,14.0,215.0,507.0,32.0,25.0
4227,10.0,108,33.0,30.0,12.0,121.0,265.0,44.0,25.0
4228,9.0,98,9.0,16.0,4.0,71.0,81.0,76.0,-10.0
4229,10.0,31,6.0,1.0,1.0,38.0,48.0,7.0,-43.0
4232,9.0,86,3.0,13.0,10.0,123.0,83.0,80.0,-20.0
4237,10.0,73,40.0,19.0,7.0,137.0,241.0,33.0,13.0
4241,10.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4244,10.0,5,0.0,0.0,0.0,2.0,3.0,2.0,-4.0
4249,9.0,6,1.0,0.0,0.0,0.0,2.0,3.0,-1.0
4250,9.0,13,3.0,2.0,0.0,20.0,23.0,12.0,2.0
4250,10.0,21,3.0,2.0,0.0,20.0,46.0,10.0,-1.0
4251,9.0,27,2.0,3.0,1.0,45.0,33.0,15.0,-2.0
4253,10.0,3,0.0,0.0,0.0,7.0,4.0,0.0,-1.0
4254,10.0,20,11.0,6.0,1.0,35.0,75.0,0.0,-1.0
4255,10.0,3,0.0,0.0,0.0,2.0,2.0,0.0,3.0
4258,9.0,15,1.0,1.0,2.0,29.0,22.0,14.0,-9.0
4259,9.0,3,0.0,0.0,0.0,5.0,7.0,1.0,1.0
4260,9.0,16,0.0,1.0,2.0,19.0,12.0,19.0,-17.0
4261,9.0,12,1.0,2.0,0.0,13.0,5.0,8.0,-3.0
4262,9.0,56,7.0,6.0,3.0,122.0,81.0,95.0,-12.0
4263,10.0,20,4.0,4.0,4.0,28.0,39.0,1.0,5.0
4264,10.0,42,8.0,8.0,4.0,45.0,66.0,17.0,-4.0
4265,10.0,14,3.0,9.0,1.0,30.0,27.0,0.0,-6.0
4266,10.0,16,11.0,4.0,0.0,30.0,50.0,5.0,-20.0
4267,10.0,79,18.0,9.0,4.0,135.0,218.0,25.0,-20.0
4268,10.0,7,1.0,0.0,1.0,4.0,13.0,3.0,-5.0
4271,10.0,26,5.0,6.0,2.0,22.0,34.0,17.0,12.0
4274,9.0,9,0.0,1.0,0.0,12.0,7.0,5.0,16.0
4276,9.0,4,0.0,1.0,0.0,3.0,5.0,1.0,0.0
4279,9.0,2,1.0,0.0,0.0,5.0,3.0,0.0,0.0
4281,10.0,52,10.0,4.0,1.0,55.0,97.0,17.0,-17.0
4282,10.0,32,16.0,13.0,2.0,83.0,134.0,6.0,-2.0
4283,10.0,22,9.0,2.0,1.0,30.0,54.0,1.0,8.0
4284,10.0,40,7.0,11.0,5.0,35.0,69.0,11.0,-2.0
4285,10.0,7,1.0,2.0,1.0,16.0,4.0,6.0,12.0
4288,10.0,31,11.0,10.0,5.0,39.0,57.0,11.0,-2.0
4289,10.0,7,0.0,0.0,1.0,6.0,3.0,2.0,-3.0
4298,10.0,2,0.0,0.0,0.0,5.0,0.0,0.0,2.0
4303,10.0,45,12.0,5.0,5.0,32.0,54.0,11.0,-1.0
4304,10.0,46,10.0,9.0,1.0,77.0,92.0,18.0,18.0
4307,10.0,44,14.0,9.0,9.0,41.0,80.0,6.0,23.0
4308,10.0,11,3.0,2.0,0.0,2.0,10.0,0.0,1.0
4309,10.0,45,22.0,11.0,4.0,134.0,247.0,41.0,-22.0
4310,10.0,9,2.0,1.0,0.0,16.0,7.0,5.0,0.0
4311,10.0,31,3.0,6.0,1.0,46.0,55.0,20.0,16.0
4312,10.0,33,25.0,15.0,9.0,76.0,156.0,3.0,-10.0
4313,9.0,14,1.0,0.0,0.0,9.0,26.0,7.0,-12.0
4320,9.0,2,1.0,0.0,0.0,2.0,4.0,1.0,0.0
4321,9.0,82,20.0,14.0,10.0,178.0,197.0,102.0,30.0
4322,10.0,1,0.0,0.0,0.0,2.0,4.0,0.0,-1.0
4323,10.0,74,7.0,20.0,4.0,113.0,80.0,35.0,-13.0
4326,10.0,4,0.0,0.0,0.0,1.0,0.0,0.0,-2.0
4327,10.0,63,14.0,8.0,3.0,84.0,140.0,26.0,-49.0
4329,9.0,91,18.0,12.0,14.0,156.0,177.0,84.0,26.0
4331,10.0,15,5.0,3.0,1.0,15.0,41.0,6.0,14.0
4332,10.0,4,0.0,0.0,0.0,4.0,1.0,3.0,-1.0
4333,10.0,23,18.0,9.0,2.0,48.0,85.0,9.0,29.0
4334,9.0,10,1.0,2.0,1.0,8.0,4.0,7.0,-2.0
4335,10.0,6,3.0,0.0,0.0,4.0,6.0,1.0,0.0
4336,9.0,24,2.0,6.0,2.0,20.0,31.0,20.0,10.0
4337,10.0,88,24.0,23.0,3.0,268.0,305.0,44.0,34.0
4341,9.0,30,7.0,1.0,0.0,22.0,41.0,10.0,-19.0
4342,10.0,108,59.0,55.0,44.0,233.0,451.0,37.0,88.0
4343,10.0,18,0.0,0.0,0.0,10.0,14.0,3.0,-22.0
4345,10.0,43,8.0,8.0,5.0,37.0,50.0,4.0,-43.0
4346,9.0,78,3.0,16.0,16.0,140.0,118.0,92.0,-61.0
4351,9.0,72,8.0,6.0,3.0,60.0,80.0,38.0,-41.0
4353,10.0,2,0.0,0.0,0.0,1.0,2.0,2.0,0.0
4354,9.0,68,3.0,6.0,3.0,59.0,40.0,43.0,-23.0
4355,10.0,16,1.0,2.0,0.0,6.0,6.0,4.0,-8.0
4357,10.0,26,5.0,3.0,1.0,20.0,50.0,5.0,-18.0
4359,9.0,1,0.0,0.0,0.0,1.0,1.0,2.0,4.0
4362,10.0,78,25.0,8.0,5.0,89.0,156.0,32.0,12.0
4367,10.0,31,6.0,4.0,0.0,22.0,38.0,6.0,7.0
4368,9.0,12,0.0,1.0,0.0,6.0,4.0,8.0,6.0
4369,9.0,22,0.0,0.0,1.0,10.0,6.0,4.0,-4.0
4372,9.0,5,5.0,0.0,0.0,7.0,10.0,2.0,-2.0
4372,10.0,5,3.0,1.0,0.0,9.0,17.0,4.0,-1.0
4373,10.0,15,3.0,2.0,2.0,14.0,20.0,0.0,-1.0
4375,9.0,33,3.0,6.0,0.0,26.0,21.0,22.0,7.0
4377,10.0,14,9.0,9.0,2.0,37.0,48.0,1.0,7.0
4379,10.0,35,25.0,18.0,6.0,77.0,124.0,14.0,37.0
4380,10.0,29,2.0,8.0,4.0,33.0,65.0,1.0,-17.0
4382,9.0,2,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
4383,9.0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
4384,10.0,108,80.0,61.0,21.0,196.0,370.0,20.0,82.0
4387,9.0,22,2.0,0.0,3.0,35.0,42.0,16.0,14.0
4388,9.0,24,0.0,8.0,6.0,32.0,47.0,20.0,14.0
4389,10.0,102,39.0,22.0,11.0,160.0,313.0,23.0,-9.0
4392,9.0,13,1.0,3.0,1.0,10.0,32.0,7.0,-7.0
4395,10.0,11,6.0,4.0,1.0,25.0,33.0,9.0,2.0
4396,10.0,10,1.0,0.0,1.0,6.0,12.0,7.0,14.0
4397,10.0,23,11.0,5.0,3.0,30.0,54.0,3.0,6.0
4398,10.0,3,1.0,1.0,1.0,1.0,12.0,2.0,0.0
4400,10.0,60,29.0,17.0,1.0,95.0,180.0,12.0,18.0
4401,10.0,20,0.0,0.0,0.0,2.0,0.0,9.0,-22.0
4402,10.0,63,22.0,12.0,2.0,98.0,126.0,16.0,-16.0
4405,10.0,12,3.0,0.0,0.0,14.0,19.0,4.0,-15.0
4412,10.0,32,0.0,6.0,1.0,20.0,35.0,10.0,-6.0
4413,10.0,22,3.0,1.0,0.0,6.0,27.0,3.0,-8.0
4416,10.0,17,6.0,0.0,2.0,18.0,32.0,8.0,-6.0
4419,10.0,4,0.0,0.0,0.0,4.0,2.0,1.0,0.0
4421,10.0,10,1.0,2.0,2.0,15.0,21.0,1.0,-5.0
4422,10.0,95,24.0,10.0,4.0,152.0,170.0,31.0,-17.0
4424,9.0,5,2.0,3.0,1.0,5.0,19.0,4.0,1.0
4425,10.0,32,26.0,12.0,8.0,104.0,140.0,9.0,-4.0
4429,9.0,1,1.0,1.0,0.0,0.0,0.0,0.0,2.0
4432,9.0,35,5.0,5.0,2.0,40.0,27.0,40.0,25.0
4433,10.0,1,4.0,1.0,0.0,2.0,9.0,1.0,1.0
4436,10.0,50,5.0,3.0,0.0,16.0,26.0,12.0,-16.0
4438,9.0,12,0.0,1.0,1.0,12.0,5.0,2.0,-3.0
4439,10.0,9,0.0,1.0,0.0,7.0,2.0,5.0,6.0
4440,10.0,52,9.0,6.0,1.0,36.0,69.0,15.0,-34.0
4442,9.0,4,1.0,0.0,0.0,2.0,3.0,0.0,-4.0
4443,10.0,15,3.0,3.0,2.0,14.0,24.0,4.0,0.0
4444,9.0,78,2.0,8.0,2.0,104.0,74.0,54.0,-38.0
4445,9.0,84,2.0,7.0,2.0,81.0,55.0,67.0,-16.0
4446,10.0,59,30.0,11.0,0.0,149.0,232.0,9.0,18.0
4447,9.0,78,4.0,4.0,1.0,99.0,73.0,78.0,-14.0
4448,10.0,87,27.0,26.0,4.0,166.0,216.0,32.0,4.0
4449,10.0,20,2.0,1.0,1.0,15.0,22.0,2.0,-3.0
4450,10.0,25,10.0,9.0,3.0,56.0,73.0,6.0,5.0
4451,9.0,75,0.0,6.0,3.0,68.0,32.0,65.0,-24.0
4452,9.0,82,6.0,4.0,1.0,95.0,70.0,59.0,-47.0
4453,10.0,86,19.0,17.0,4.0,89.0,195.0,46.0,-27.0
4454,9.0,89,27.0,21.0,6.0,113.0,165.0,25.0,8.0
4455,10.0,93,39.0,19.0,10.0,158.0,190.0,52.0,31.0
4456,10.0,40,22.0,7.0,4.0,68.0,110.0,4.0,17.0
4458,9.0,8,0.0,0.0,0.0,8.0,4.0,4.0,0.0
4459,10.0,69,16.0,10.0,2.0,67.0,87.0,5.0,-22.0
4460,9.0,40,4.0,8.0,1.0,43.0,41.0,21.0,-2.0
4463,9.0,39,3.0,1.0,2.0,31.0,18.0,30.0,13.0
4465,10.0,60,42.0,18.0,4.0,142.0,233.0,10.0,10.0
4466,9.0,84,7.0,3.0,2.0,71.0,51.0,47.0,7.0
4467,9.0,5,0.0,1.0,0.0,5.0,3.0,3.0,-3.0
4468,10.0,64,16.0,21.0,6.0,75.0,125.0,22.0,-22.0
4470,10.0,56,14.0,11.0,4.0,44.0,84.0,18.0,8.0
4471,10.0,49,8.0,5.0,1.0,33.0,84.0,21.0,-22.0
4473,10.0,35,13.0,7.0,2.0,56.0,98.0,9.0,-10.0
4475,9.0,9,0.0,0.0,0.0,3.0,7.0,7.0,-6.0
4476,9.0,4,0.0,1.0,0.0,7.0,4.0,9.0,-3.0
4477,10.0,46,4.0,3.0,1.0,29.0,32.0,21.0,-17.0
4484,10.0,11,4.0,1.0,0.0,12.0,31.0,2.0,-18.0
4485,10.0,51,16.0,13.0,6.0,32.0,85.0,9.0,11.0
4487,10.0,63,52.0,33.0,12.0,269.0,394.0,5.0,-29.0
4488,10.0,69,42.0,13.0,8.0,154.0,283.0,7.0,6.0
4489,10.0,100,20.0,23.0,12.0,111.0,201.0,23.0,27.0
4490,10.0,72,10.0,11.0,3.0,76.0,93.0,13.0,1.0
4491,10.0,77,38.0,16.0,3.0,137.0,197.0,16.0,-34.0
4492,9.0,47,4.0,8.0,4.0,72.0,66.0,51.0,30.0
4495,9.0,69,5.0,15.0,6.0,87.0,76.0,77.0,2.0
4499,10.0,65,31.0,18.0,5.0,94.0,181.0,21.0,-20.0
4500,10.0,58,14.0,13.0,1.0,53.0,98.0,21.0,-19.0
4501,9.0,13,1.0,0.0,0.0,8.0,6.0,1.0,-3.0
4502,10.0,38,1.0,1.0,1.0,21.0,25.0,14.0,-18.0
4508,10.0,26,4.0,4.0,1.0,21.0,30.0,5.0,1.0
4509,9.0,60,18.0,13.0,3.0,107.0,188.0,32.0,-36.0
4510,9.0,78,2.0,11.0,6.0,80.0,70.0,197.0,-26.0
4511,9.0,11,0.0,2.0,1.0,13.0,6.0,3.0,-1.0
4512,9.0,3,2.0,0.0,0.0,4.0,5.0,0.0,1.0
4513,10.0,67,22.0,15.0,3.0,90.0,131.0,20.0,-29.0
4515,10.0,17,2.0,0.0,0.0,17.0,23.0,5.0,-7.0
4518,10.0,38,6.0,5.0,2.0,36.0,52.0,11.0,-16.0
4519,9.0,38,3.0,2.0,0.0,25.0,32.0,9.0,-25.0
4520,9.0,2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
4521,10.0,24,5.0,4.0,0.0,21.0,35.0,0.0,-3.0
4525,9.0,87,13.0,9.0,6.0,79.0,89.0,43.0,40.0
4526,10.0,6,2.0,0.0,1.0,4.0,7.0,3.0,2.0
4527,9.0,13,0.0,0.0,0.0,16.0,8.0,7.0,-4.0
4528,10.0,66,5.0,15.0,3.0,29.0,54.0,9.0,-38.0
4529,10.0,62,32.0,34.0,9.0,101.0,191.0,7.0,31.0
4531,10.0,43,8.0,5.0,1.0,49.0,68.0,17.0,-8.0
4532,9.0,65,3.0,8.0,0.0,66.0,30.0,33.0,3.0
4533,9.0,19,0.0,2.0,0.0,10.0,7.0,7.0,3.0
4534,9.0,56,2.0,5.0,0.0,54.0,58.0,23.0,-11.0
4535,10.0,15,0.0,3.0,0.0,10.0,14.0,1.0,-14.0
4539,10.0,75,10.0,20.0,3.0,82.0,151.0,15.0,-26.0
4540,9.0,15,1.0,2.0,5.0,7.0,11.0,7.0,-7.0
4541,10.0,91,4.0,5.0,6.0,99.0,127.0,69.0,-15.0
4543,10.0,57,23.0,26.0,5.0,123.0,179.0,28.0,2.0
4544,9.0,43,1.0,4.0,7.0,39.0,33.0,22.0,-3.0
4546,10.0,92,10.0,4.0,5.0,41.0,81.0,18.0,-71.0
4548,10.0,1,0.0,1.0,0.0,3.0,8.0,0.0,1.0
4550,10.0,3,2.0,1.0,1.0,11.0,11.0,1.0,1.0
4552,10.0,24,5.0,9.0,1.0,38.0,57.0,22.0,-18.0
4555,9.0,2,0.0,2.0,0.0,6.0,5.0,3.0,0.0
4556,10.0,43,7.0,1.0,1.0,39.0,48.0,8.0,-60.0
4558,10.0,1,0.0,0.0,0.0,1.0,0.0,1.0,-1.0
4559,10.0,1,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
4561,10.0,101,72.0,46.0,8.0,242.0,368.0,39.0,26.0
4562,10.0,9,4.0,4.0,0.0,13.0,15.0,2.0,-1.0
4568,10.0,71,60.0,25.0,10.0,233.0,326.0,31.0,83.0
4569,10.0,48,28.0,16.0,4.0,90.0,138.0,16.0,16.0
4570,10.0,16,9.0,10.0,1.0,32.0,57.0,6.0,1.0
4571,10.0,16,7.0,3.0,0.0,25.0,45.0,7.0,15.0
4572,9.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4575,10.0,28,7.0,7.0,1.0,24.0,44.0,7.0,0.0
4576,9.0,60,26.0,14.0,3.0,104.0,159.0,11.0,-24.0
4577,10.0,23,13.0,7.0,5.0,34.0,76.0,6.0,18.0
4578,10.0,73,28.0,7.0,0.0,150.0,158.0,18.0,9.0
4579,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4580,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4581,9.0,61,15.0,15.0,2.0,82.0,102.0,30.0,-3.0
4582,10.0,50,11.0,8.0,6.0,35.0,59.0,5.0,-15.0
4583,10.0,76,18.0,15.0,3.0,42.0,130.0,9.0,-16.0
4584,10.0,57,19.0,13.0,5.0,95.0,168.0,18.0,5.0
4585,9.0,4,0.0,0.0,0.0,1.0,0.0,2.0,-2.0
4586,10.0,48,7.0,8.0,3.0,43.0,60.0,22.0,-23.0
4589,9.0,42,1.0,0.0,0.0,13.0,12.0,12.0,-16.0
4591,10.0,44,8.0,6.0,3.0,63.0,116.0,12.0,-9.0
4592,10.0,37,35.0,15.0,2.0,38.0,119.0,6.0,10.0
4593,9.0,15,0.0,1.0,0.0,12.0,4.0,9.0,2.0
4595,9.0,7,1.0,0.0,0.0,3.0,4.0,5.0,4.0
4596,10.0,42,4.0,2.0,1.0,27.0,41.0,4.0,-15.0
4598,10.0,61,28.0,23.0,6.0,68.0,167.0,13.0,8.0
4600,10.0,13,0.0,0.0,0.0,8.0,16.0,5.0,-5.0
4601,10.0,84,15.0,18.0,0.0,98.0,129.0,20.0,21.0
4602,10.0,83,32.0,23.0,5.0,97.0,203.0,35.0,63.0
4604,9.0,66,9.0,10.0,3.0,127.0,116.0,29.0,-17.0
4605,10.0,51,16.0,13.0,3.0,57.0,112.0,9.0,-30.0
4607,10.0,21,3.0,1.0,2.0,14.0,29.0,3.0,-5.0
4608,10.0,24,5.0,1.0,1.0,27.0,45.0,12.0,-9.0
4609,10.0,11,3.0,1.0,0.0,28.0,24.0,2.0,-5.0
4610,9.0,80,3.0,9.0,5.0,67.0,48.0,30.0,33.0
4618,9.0,1,0.0,0.0,0.0,1.0,0.0,1.0,-2.0
4620,10.0,14,7.0,6.0,0.0,24.0,35.0,1.0,5.0
4621,10.0,8,4.0,3.0,1.0,7.0,19.0,1.0,1.0
4622,10.0,16,2.0,4.0,1.0,24.0,24.0,2.0,2.0
4631,10.0,54,3.0,4.0,1.0,34.0,51.0,12.0,-28.0
4632,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4633,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4634,10.0,43,13.0,17.0,18.0,52.0,89.0,5.0,17.0
4635,10.0,48,45.0,21.0,7.0,135.0,258.0,5.0,25.0
4636,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4638,9.0,26,2.0,4.0,4.0,24.0,35.0,15.0,7.0
4643,9.0,67,6.0,18.0,6.0,114.0,112.0,128.0,15.0
4644,10.0,5,6.0,7.0,0.0,12.0,23.0,2.0,11.0
4651,10.0,75,2.0,5.0,1.0,60.0,88.0,11.0,-20.0
4652,10.0,42,3.0,4.0,1.0,23.0,38.0,7.0,-34.0
4653,9.0,7,1.0,1.0,0.0,3.0,9.0,11.0,-8.0
4654,10.0,70,37.0,39.0,10.0,117.0,189.0,25.0,-7.0
4658,9.0,18,2.0,4.0,0.0,30.0,42.0,11.0,-15.0
4670,10.0,55,15.0,9.0,5.0,89.0,117.0,9.0,-2.0
4677,10.0,41,5.0,8.0,2.0,25.0,39.0,8.0,4.0
4679,10.0,44,4.0,5.0,4.0,79.0,57.0,12.0,-5.0
4683,10.0,13,2.0,2.0,0.0,20.0,20.0,16.0,8.0
4686,9.0,12,1.0,2.0,2.0,23.0,32.0,13.0,4.0
4706,10.0,25,16.0,6.0,3.0,49.0,86.0,3.0,0.0
4708,10.0,2,1.0,0.0,0.0,3.0,8.0,0.0,-1.0
4709,10.0,11,1.0,0.0,0.0,9.0,29.0,4.0,5.0
4715,10.0,17,3.0,2.0,0.0,15.0,17.0,2.0,-2.0
4737,9.0,13,0.0,1.0,2.0,16.0,12.0,5.0,12.0
4742,10.0,8,1.0,2.0,1.0,15.0,12.0,1.0,-2.0
4751,9.0,18,6.0,4.0,0.0,39.0,74.0,16.0,-8.0
4756,10.0,18,19.0,6.0,3.0,42.0,80.0,3.0,-15.0
4811,9.0,7,1.0,3.0,1.0,9.0,14.0,5.0,-1.0
4815,9.0,18,1.0,5.0,2.0,24.0,38.0,7.0,-1.0
4825,10.0,8,3.0,2.0,1.0,6.0,20.0,3.0,2.0
4830,10.0,22,10.0,4.0,2.0,19.0,43.0,21.0,-10.0
4834,10.0,26,9.0,6.0,4.0,40.0,63.0,13.0,23.0
4838,9.0,10,2.0,1.0,0.0,24.0,20.0,11.0,-7.0
4838,10.0,10,1.0,5.0,3.0,8.0,31.0,13.0,-1.0
4840,10.0,11,0.0,2.0,1.0,8.0,23.0,1.0,-3.0
4843,9.0,16,8.0,1.0,2.0,53.0,53.0,16.0,4.0
4849,9.0,9,1.0,0.0,0.0,3.0,11.0,5.0,1.0
4850,10.0,68,39.0,13.0,9.0,187.0,306.0,5.0,6.0
4859,10.0,38,6.0,7.0,3.0,41.0,58.0,4.0,-23.0
4860,10.0,8,0.0,1.0,0.0,15.0,25.0,0.0,-1.0
