ID team,ID opponent,%T,%O
56,1,39.058999418330195,60.941000581669805
56,29,45.03614802595346,54.96385197404654
46,15,36.13092261743901,63.86907738256099
452,35,59.41594989181124,40.584050108188755
56,396,96.36893068867035,3.631069311329659
56,35,89.99296878578959,10.007031214210418
12,1,4.010111886986902,95.9898881130131
452,31,43.41008597630085,56.58991402369915
56,31,82.82387846171613,17.176121538283866
442,452,69.2023171735199,30.7976828264801
396,447,34.53306428379725,65.46693571620274
15,333,3.9918362551022044,96.00816374489779
1,92,93.96242899258357,6.0375710074164335
46,333,2.377120081386885,97.62287991861311
35,442,23.400085234707273,76.59991476529274
333,15,96.00816374489779,3.9918362551022044
12,31,22.68743529016458,77.31256470983543
35,31,34.40364601578765,65.59635398421236
29,31,85.399487296812,14.600512703187999
56,452,86.17628175186569,13.823718248134313
31,17,31.16570656877619,68.83429343122381
12,17,11.946211816275497,88.0537881837245
15,31,43.656600296851735,56.343399703148265
31,15,56.343399703148265,43.656600296851735
442,92,78.82931531814744,21.170684681852553
333,442,91.84669919312918,8.153300806870813
29,15,88.20692251263318,11.793077487366817
56,49,60.48267831315647,39.51732168684353
396,17,7.393616866462398,92.6063831335376
17,396,92.6063831335376,7.393616866462398
396,46,27.694387489815416,72.30561251018457
333,452,96.04418148883481,3.955818511165184
1,12,95.9898881130131,4.010111886986902
447,56,6.45081463152231,93.5491853684777
31,49,23.921967024969714,76.07803297503028
49,17,59.12567931582966,40.87432068417034
15,29,11.793077487366817,88.20692251263318
333,17,89.89119404694243,10.108805953057576
49,29,34.88629361673341,65.11370638326659
442,15,68.98993289096249,31.010067109037504
333,35,97.20114909765468,2.79885090234531
56,17,68.8468085085661,31.15319149143391
1,29,56.11802644953053,43.88197355046947
442,396,90.81924139612485,9.180758603875152
452,333,3.955818511165184,96.04418148883481
49,31,76.07803297503028,23.921967024969714
447,29,5.402681779531844,94.59731822046817
46,49,12.350481496411922,87.64951850358807
396,15,17.960296360486776,82.03970363951323
35,92,53.280720711615295,46.719279288384705
31,447,75.80092222660387,24.199077773396127
46,29,7.1963071999893575,92.80369280001064
15,1,9.553583694693092,90.44641630530691
333,447,98.23122007818948,1.7687799218105287
29,92,92.49535416287704,7.504645837122968
17,452,74.16317963498226,25.836820365017747
396,452,18.10469016190256,81.89530983809745
442,49,35.06667743269394,64.93332256730605
447,92,40.84359425518237,59.15640574481762
56,12,94.02239635716668,5.977603642833316
31,396,85.40244095355693,14.597559046443074
447,1,4.332680731295142,95.66731926870486
46,31,30.511268395101077,69.48873160489893
29,442,77.4482636403701,22.551736359629892
333,46,97.62287991861311,2.377120081386885
12,46,39.927709498811254,60.07229050118874
1,56,60.941000581669805,39.058999418330195
1,452,90.5289533961761,9.471046603823897
1,442,81.370358249363,18.629641750637013
92,15,37.23338549558252,62.766614504417475
92,447,59.15640574481762,40.84359425518237
49,46,87.64951850358807,12.350481496411922
49,1,29.56527309169063,70.43472690830937
92,46,51.19177205305736,48.80822794694264
1,46,94.21324896397414,5.7867510360258665
49,92,87.14415636250645,12.855843637493546
92,17,17.416566067227855,82.58343393277214
92,333,2.4828637211989353,97.51713627880106
92,396,73.23780459743325,26.76219540256674
92,12,61.20705111427779,38.79294888572221
1,31,88.1150167918884,11.884983208111597
92,29,7.504645837122968,92.49535416287704
1,15,90.44641630530691,9.553583694693092
92,35,46.719279288384705,53.280720711615295
92,31,31.522090676478033,68.47790932352197
1,49,70.43472690830937,29.56527309169063
49,56,39.51732168684353,60.48267831315647
92,56,8.931985190585543,91.06801480941445
49,12,91.30172218191233,8.698277818087684
92,1,6.0375710074164335,93.96242899258357
92,49,12.855843637493546,87.14415636250645
92,442,21.170684681852553,78.82931531814744
92,452,37.46735119682631,62.532648803173686
