ID player,amplua,time,G,As,As_2,TB,Shot,BT,pm
2831,9.00,13.79,0.00,0.08,0.04,0.62,0.33,0.79,-0.05
2832,10.00,14.56,0.29,0.32,0.04,1.68,2.21,0.50,0.04
2835,9.00,13.59,0.00,0.29,0.14,1.43,0.43,0.43,-0.57
2836,10.00,18.93,0.00,0.00,0.00,1.00,1.00,0.00,-6.00
2840,10.00,12.98,0.23,0.12,0.03,1.00,1.90,0.17,-0.77
2843,10.00,14.24,0.58,0.14,0.09,1.96,3.33,0.14,0.00
2855,10.00,13.60,0.50,0.50,0.00,1.50,2.75,0.25,-0.50
2858,10.00,18.14,0.85,0.57,0.28,2.77,4.36,0.48,0.69
2862,10.00,18.35,0.42,0.30,0.03,1.55,2.24,0.48,-0.91
2863,10.00,14.67,0.00,0.25,0.12,1.81,0.94,0.38,0.45
2864,10.00,14.09,0.17,0.39,0.05,1.17,1.51,0.34,-0.06
2865,9.00,53.67,0.00,0.00,0.00,0.00,8.00,9.00,0.00
2871,9.00,12.99,0.00,0.00,0.00,0.90,0.32,0.54,0.65
2872,10.00,12.96,0.35,0.05,0.05,0.75,1.55,0.10,-0.18
2873,10.00,18.66,0.66,0.31,0.12,2.38,2.88,0.16,-0.18
2875,10.00,13.51,0.12,0.38,0.00,1.75,3.25,0.25,-1.29
2876,10.00,9.65,0.00,0.00,0.50,0.00,0.50,0.00,1.00
2879,10.00,9.16,0.33,0.33,0.00,1.00,2.67,0.33,-0.50
2890,9.00,16.09,0.12,0.24,0.14,1.00,1.18,0.82,-0.65
2894,9.00,18.70,0.09,0.20,0.12,2.46,2.71,0.73,0.06
2895,10.00,11.95,0.26,0.10,0.06,0.94,1.81,0.06,-0.10
2896,9.00,16.63,0.09,0.29,0.11,1.02,1.20,0.36,-0.02
2897,10.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,
2900,9.00,16.96,0.12,0.16,0.09,1.42,1.37,1.29,0.77
2901,10.00,13.65,0.00,0.25,0.00,1.50,2.38,0.50,-1.50
2902,10.00,13.83,0.33,0.28,0.08,1.50,2.11,0.17,0.32
2903,9.00,18.39,0.06,0.16,0.01,0.84,0.86,0.94,0.57
2904,10.00,15.64,0.29,0.21,0.29,1.29,2.57,0.86,0.40
2907,9.00,15.24,0.10,0.06,0.12,1.47,1.14,0.45,-0.55
2908,9.00,13.14,0.18,0.05,0.04,1.24,1.33,0.42,-0.19
2910,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2911,10.00,15.58,0.68,0.40,0.28,2.08,3.40,0.12,0.17
2913,9.00,16.78,0.00,0.11,0.04,1.36,0.50,1.32,-0.73
2915,10.00,19.51,0.36,0.38,0.12,1.78,2.47,0.31,-0.16
2916,10.00,16.94,0.10,0.33,0.08,1.21,1.88,0.29,-0.46
2917,10.00,15.02,0.27,0.35,0.29,0.81,1.79,0.08,-0.11
2920,9.00,18.90,0.00,0.00,0.08,0.58,0.58,0.42,-1.42
2921,9.00,11.43,0.02,0.02,0.02,0.49,0.44,0.67,-0.09
2923,10.00,17.28,0.58,0.42,0.00,1.67,3.92,0.17,-0.90
2958,10.00,16.37,0.50,0.11,0.06,1.56,2.44,0.67,-1.22
2969,10.00,13.21,0.20,0.00,0.00,1.80,1.80,0.20,-1.80
2980,10.00,13.76,0.25,0.25,0.00,0.75,1.75,0.25,-2.00
2988,9.00,19.84,0.00,0.00,0.11,2.22,2.56,0.44,2.11
2990,9.00,7.91,0.09,0.07,0.04,0.57,1.30,0.07,-0.35
3000,10.00,10.17,0.14,0.14,0.07,0.43,0.86,0.07,0.62
3030,9.00,16.78,0.07,0.14,0.07,0.50,0.07,0.57,-1.15
3031,10.00,15.65,0.19,0.19,0.14,1.29,2.67,0.33,0.38
3032,10.00,14.78,0.50,0.00,0.00,1.25,1.25,0.25,0.25
3036,9.00,12.64,0.20,0.20,0.00,1.10,1.60,0.40,-1.62
3037,10.00,17.41,0.46,0.11,0.04,1.46,2.33,0.24,-1.23
3041,10.00,13.97,1.00,0.40,0.00,2.00,4.00,0.60,0.40
3042,10.00,12.21,0.44,0.22,0.14,2.03,1.94,0.11,-0.17
3043,10.00,21.51,0.10,0.25,0.00,1.15,1.70,0.65,-1.18
3044,9.00,12.67,0.42,0.26,0.05,0.95,1.58,0.21,0.12
3045,9.00,12.55,0.67,0.00,0.00,1.33,2.00,0.00,0.00
3049,9.00,13.91,0.14,0.18,0.10,0.92,1.55,0.57,0.23
3052,10.00,16.69,0.62,0.33,0.10,2.78,3.72,0.29,1.05
3053,10.00,15.03,0.40,0.42,0.16,1.60,1.88,0.19,0.93
3054,9.00,11.56,0.00,0.00,0.00,0.00,0.00,0.25,-0.25
3057,10.00,20.44,0.80,0.20,0.20,1.60,3.20,0.00,-0.40
3058,10.00,19.97,0.40,0.20,0.00,1.20,1.80,0.60,-0.80
3060,9.00,14.49,0.17,0.17,0.00,0.67,1.83,0.17,-0.40
3062,10.00,17.12,0.04,0.14,0.00,1.32,1.00,0.43,0.22
3065,10.00,6.93,0.00,0.00,0.00,0.00,0.00,0.50,-2.00
3068,9.00,15.32,0.03,0.24,0.12,0.97,1.21,0.73,0.89
3070,10.00,13.00,0.00,0.00,0.00,1.00,2.00,0.00,-1.50
3071,10.00,10.27,0.28,0.24,0.07,0.93,1.76,0.10,-0.11
3076,10.00,13.29,0.19,0.19,0.15,0.73,1.15,0.19,-0.50
3077,10.00,13.71,0.58,0.58,0.33,2.17,3.58,0.00,0.44
3078,9.00,16.36,0.11,0.16,0.16,1.02,1.02,1.00,0.17
3079,10.00,14.81,1.15,0.67,0.24,1.94,3.73,0.15,1.41
3080,9.00,12.99,0.05,0.00,0.00,0.95,0.30,0.35,-0.56
3083,10.00,17.07,0.36,0.36,0.09,0.98,2.13,0.30,-0.60
3125,10.00,13.83,0.48,0.24,0.14,1.95,2.86,0.05,0.47
3126,9.00,13.86,0.05,0.07,0.07,0.72,0.62,0.35,-0.50
3127,9.00,14.59,0.02,0.07,0.00,0.89,0.70,0.28,-0.26
3129,10.00,17.41,0.52,0.23,0.14,1.77,2.66,0.46,0.13
3134,10.00,15.44,0.45,0.48,0.10,2.07,3.38,0.10,-0.33
3137,10.00,17.05,0.62,0.47,0.05,1.68,3.10,0.40,0.87
3138,10.00,10.55,0.43,0.09,0.04,0.57,1.22,0.09,-0.16
3142,9.00,10.48,1.00,0.00,0.00,3.00,4.00,0.00,-1.00
3145,10.00,18.25,0.31,0.35,0.12,1.04,1.77,1.15,0.12
3155,9.00,10.04,0.13,0.26,0.09,0.52,1.83,0.22,-0.53
3163,9.00,15.84,0.00,0.09,0.06,0.61,0.43,0.59,-0.38
3167,9.00,9.23,0.09,0.18,0.00,0.64,0.36,0.18,0.14
3178,10.00,15.76,0.90,0.33,0.00,2.00,4.19,0.29,0.47
3194,10.00,17.49,0.75,0.75,0.50,1.50,3.25,0.00,1.50
3197,9.00,27.68,0.50,0.50,0.00,4.75,4.50,2.50,-2.50
3198,10.00,7.97,0.33,1.00,0.00,1.00,2.33,0.00,2.00
3202,9.00,4.80,0.00,0.00,0.00,0.00,1.00,0.00,0.00
3205,10.00,9.92,0.67,0.33,0.33,0.00,1.33,0.33,1.67
3213,9.00,15.83,0.11,0.11,0.11,1.67,1.11,0.33,-1.25
3215,10.00,17.52,0.88,0.69,0.31,1.69,4.50,0.38,0.92
3216,10.00,15.61,0.46,0.31,0.11,2.19,3.80,0.10,0.28
3217,10.00,14.96,0.50,0.04,0.08,2.04,3.88,0.21,-0.25
3219,10.00,13.14,0.00,0.10,0.05,0.60,0.95,0.85,-0.56
3220,10.00,11.28,0.22,0.07,0.04,1.02,1.93,0.13,-0.26
3221,10.00,13.73,0.00,0.00,0.00,0.00,0.50,0.50,-0.50
3223,9.00,19.18,0.08,0.18,0.02,1.00,0.75,1.08,0.11
3225,9.00,14.64,0.03,0.12,0.00,0.64,0.94,0.45,0.39
3227,10.00,19.13,0.75,0.00,0.25,0.50,4.25,0.50,0.75
3228,10.00,13.97,0.75,0.25,0.00,1.00,2.50,1.00,0.50
3229,10.00,19.23,0.65,0.37,0.16,2.39,3.97,0.13,-0.14
3230,10.00,17.04,0.60,0.80,0.20,2.00,2.60,0.40,0.25
3231,10.00,10.07,0.24,0.18,0.00,0.76,2.12,0.12,-0.09
3234,10.00,13.73,0.21,0.24,0.03,1.59,2.34,0.31,-0.52
3237,10.00,26.16,0.50,0.62,0.00,1.62,3.75,0.62,0.50
3239,10.00,12.35,0.35,0.30,0.14,1.35,2.70,0.19,-0.32
3245,10.00,17.92,1.00,0.00,0.00,4.00,5.67,0.00,-0.50
3246,9.00,15.17,0.09,0.32,0.00,1.27,1.82,0.77,-1.28
3274,10.00,14.83,0.36,0.27,0.09,0.86,1.64,0.05,-0.20
3275,10.00,18.81,0.12,0.25,0.12,1.00,1.25,0.25,-0.71
3276,10.00,19.90,0.58,0.37,0.11,1.32,2.84,0.21,-0.33
3277,10.00,10.87,0.07,0.21,0.14,0.64,1.36,0.07,0.20
3350,9.00,17.54,0.81,0.38,0.12,1.44,3.56,0.94,0.71
3354,10.00,11.68,0.00,0.00,0.50,2.50,2.00,0.00,0.50
3374,10.00,16.86,0.12,0.62,0.12,1.25,3.62,0.50,-0.57
3377,10.00,16.98,0.23,0.15,0.08,1.31,2.00,0.15,-1.92
3403,10.00,16.45,0.09,0.18,0.09,0.82,1.36,0.86,0.29
3407,10.00,19.12,1.00,0.25,0.25,0.50,2.75,0.50,1.25
3409,10.00,18.26,0.74,0.80,0.26,1.43,2.57,0.14,1.55
3420,10.00,13.22,0.50,0.10,0.20,0.80,2.70,0.10,0.62
3424,9.00,15.63,0.00,0.11,0.00,1.56,1.33,0.89,-0.50
3425,9.00,17.12,0.00,0.12,0.00,1.12,1.62,0.50,-1.88
3431,9.00,17.04,0.07,0.11,0.07,2.22,1.26,1.07,0.54
3441,10.00,13.77,0.34,0.28,0.13,0.96,2.13,0.26,0.13
3449,10.00,18.41,0.66,0.61,0.16,1.58,3.28,0.53,0.56
3450,9.00,15.49,0.06,0.24,0.06,0.65,1.00,0.59,-1.07
3452,9.00,14.93,0.82,0.37,0.05,1.48,3.51,0.37,0.49
3453,9.00,14.46,0.05,0.11,0.16,0.47,0.68,0.26,-0.61
3456,10.00,17.25,0.88,0.53,0.21,2.26,4.75,0.16,0.69
3458,9.00,18.89,0.10,0.16,0.12,1.23,1.36,0.58,0.24
3461,10.00,14.62,0.33,0.36,0.15,1.73,2.82,0.33,0.15
3466,10.00,11.61,0.15,0.15,0.11,1.33,1.74,0.33,0.60
3470,9.00,20.19,0.10,0.12,0.12,1.46,1.78,1.05,0.11
3473,10.00,17.02,0.33,0.33,0.00,2.00,3.33,0.00,2.00
3475,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
3476,10.00,24.49,1.83,1.33,0.17,1.67,6.17,0.00,1.33
3480,10.00,22.19,1.00,1.25,0.25,3.00,4.50,0.00,0.75
3481,10.00,20.94,1.34,0.47,0.19,3.74,6.72,0.34,0.43
3487,9.00,19.62,0.47,0.37,0.10,2.08,2.71,0.78,0.29
3489,9.00,17.64,0.21,0.08,0.08,2.04,1.71,0.54,0.58
3575,9.00,16.55,0.80,0.50,0.10,2.10,3.50,0.00,0.11
3578,10.00,12.92,1.00,2.00,0.00,0.00,2.00,0.00,0.00
3579,10.00,17.64,1.00,0.00,1.00,1.00,5.00,0.00,1.50
3582,9.00,21.03,0.24,0.43,0.19,1.29,1.67,0.95,-0.10
3583,10.00,19.67,1.38,0.38,0.00,2.62,4.88,0.12,1.00
3587,10.00,13.15,0.06,0.15,0.04,0.79,1.15,0.29,-0.13
3588,9.00,17.79,0.06,0.06,0.06,1.33,1.06,1.06,0.43
3590,10.00,17.39,0.42,0.04,0.12,1.75,3.25,0.29,-0.15
3627,10.00,14.07,0.47,0.50,0.20,1.62,4.03,0.15,0.46
3631,10.00,12.77,0.24,0.25,0.24,1.32,2.21,0.17,0.28
3632,9.00,19.04,0.14,0.10,0.04,0.71,0.76,0.65,0.21
3633,9.00,18.28,0.16,0.28,0.06,2.16,1.69,0.94,1.29
3635,9.00,18.03,0.02,0.08,0.12,1.40,0.98,1.24,-0.28
3657,10.00,15.28,0.62,0.20,0.09,1.38,3.00,0.33,0.51
3670,9.00,15.80,0.03,0.07,0.02,0.71,0.74,0.69,-0.24
3677,10.00,18.07,0.00,0.33,0.33,0.67,1.67,0.00,0.00
3679,10.00,11.35,0.50,0.33,0.25,0.67,2.08,0.25,0.89
3680,9.00,17.60,0.04,0.18,0.06,1.25,0.78,0.57,0.27
3684,9.00,16.54,0.00,0.17,0.17,1.67,1.17,1.00,-0.67
3688,10.00,15.88,0.20,0.20,0.80,2.60,2.60,0.20,1.00
3697,9.00,17.13,0.10,0.08,0.05,1.00,1.27,0.75,0.65
3699,10.00,16.82,0.58,0.61,0.06,1.61,2.39,0.29,0.17
3701,10.00,16.01,0.31,0.06,0.06,1.56,2.25,0.62,0.36
3720,9.00,17.58,0.14,0.00,0.00,0.71,0.86,1.14,1.33
3721,9.00,16.92,0.07,0.32,0.18,1.97,1.41,0.76,1.15
3722,10.00,12.88,0.11,0.22,0.04,0.63,1.35,0.15,-0.45
3729,10.00,12.78,1.00,0.33,0.00,0.33,2.33,0.33,1.33
3733,10.00,13.67,0.00,0.67,0.00,0.33,2.33,0.33,1.00
3739,9.00,14.76,0.33,0.67,0.00,0.67,1.67,1.33,0.67
3740,9.00,15.18,0.67,0.33,0.00,1.67,2.33,0.67,2.33
3742,10.00,13.10,0.50,0.30,0.20,2.00,4.20,0.20,0.56
3746,10.00,14.06,0.59,0.30,0.07,1.52,3.74,0.19,0.74
3763,9.00,6.71,0.00,0.00,0.00,0.50,0.00,0.50,-1.00
3767,10.00,25.48,0.00,0.00,0.00,1.00,4.00,0.00,-1.00
3774,9.00,19.25,0.00,0.00,0.00,0.00,0.00,1.00,-2.00
3780,10.00,18.65,0.86,0.75,0.33,2.36,4.11,0.44,1.26
3781,10.00,21.03,0.33,0.33,0.00,2.94,3.89,0.28,-1.17
3823,10.00,21.02,0.37,0.63,0.32,1.58,3.00,0.42,0.44
3846,10.00,16.41,0.28,0.28,0.17,1.84,2.12,0.28,-0.10
3847,9.00,14.97,0.06,0.10,0.06,1.04,0.70,1.43,0.15
3849,10.00,16.58,0.68,0.29,0.25,1.93,3.21,0.46,0.00
3850,10.00,18.40,0.98,0.51,0.09,3.02,4.87,0.30,0.39
3851,10.00,19.37,0.00,0.33,0.00,1.00,0.67,0.33,0.00
3853,9.00,18.12,0.45,0.55,0.45,3.27,3.00,0.73,1.25
3863,10.00,21.99,1.11,0.89,0.11,1.22,4.22,0.22,1.11
3890,9.00,13.02,0.00,0.00,0.00,1.25,1.25,0.50,-0.25
3894,10.00,13.72,1.75,0.75,0.00,2.25,4.00,0.50,1.75
3897,10.00,19.02,0.62,0.34,0.03,1.28,2.97,0.75,0.33
3903,10.00,9.23,0.00,0.00,0.00,3.25,2.75,0.25,-0.67
3906,9.00,21.25,0.00,0.33,0.00,1.67,0.00,0.67,0.00
3927,10.00,12.22,0.00,1.00,0.00,1.33,0.67,0.33,0.67
3936,10.00,13.59,0.37,0.26,0.19,0.96,1.93,0.05,0.24
3939,9.00,13.43,0.00,0.09,0.04,0.53,0.36,1.06,-0.26
3949,9.00,15.70,0.00,0.00,0.33,1.33,0.67,0.33,0.25
3950,10.00,13.92,0.60,0.37,0.00,1.36,2.80,0.17,0.28
3952,10.00,17.03,0.33,0.42,0.00,1.33,2.83,0.92,1.40
3954,9.00,16.96,0.22,0.11,0.00,2.56,2.11,1.33,-0.75
3955,9.00,17.20,0.15,0.31,0.23,1.03,1.13,0.62,0.20
3956,10.00,13.44,0.11,0.22,0.00,1.33,1.00,0.22,-1.71
3958,9.00,7.06,0.00,0.00,0.00,0.37,0.26,0.42,-0.22
3959,10.00,12.43,0.00,0.00,0.50,1.50,3.00,0.50,0.00
3961,9.00,15.26,0.36,0.00,0.00,1.91,1.27,0.45,-0.25
3962,10.00,9.38,0.17,0.00,0.00,1.00,1.67,0.17,0.33
3963,10.00,8.56,0.00,0.00,0.00,0.42,0.83,0.33,-0.62
3965,9.00,13.98,0.09,0.14,0.05,1.30,1.53,0.44,0.24
3967,9.00,14.19,0.00,0.00,0.00,0.40,0.20,1.40,-0.50
3969,9.00,12.74,0.00,0.10,0.10,0.90,0.46,0.31,0.00
3971,10.00,16.45,0.46,0.31,0.11,1.87,3.24,0.35,0.61
3973,10.00,16.56,0.33,0.33,0.00,1.11,3.56,0.00,0.00
3975,9.00,10.36,0.00,0.40,0.20,0.60,1.60,0.60,-0.50
3983,9.00,13.70,0.07,0.33,0.13,0.67,0.80,0.93,0.09
3984,10.00,13.14,0.37,0.21,0.16,1.00,3.00,0.21,0.18
3986,10.00,19.45,0.45,0.53,0.22,2.37,3.10,0.33,0.89
3988,10.00,19.62,0.68,0.33,0.10,2.70,3.97,0.27,0.80
3990,9.00,17.10,0.47,0.34,0.09,2.38,2.78,0.75,-0.90
4028,9.00,16.40,0.36,0.21,0.07,1.71,2.07,1.21,-0.58
4072,10.00,20.21,0.05,0.36,0.18,1.66,1.80,1.02,0.43
4075,10.00,22.73,0.00,0.00,0.00,2.50,1.00,1.00,-3.00
4076,10.00,19.65,0.36,0.36,0.00,1.36,1.73,0.05,-1.36
4106,10.00,17.04,0.81,0.58,0.23,4.23,5.91,0.14,0.45
4165,10.00,20.75,0.88,0.84,0.18,2.94,4.35,0.33,0.29
4166,10.00,14.43,0.19,0.28,0.04,1.28,1.62,0.30,-0.22
4167,9.00,18.81,0.04,0.06,0.13,1.20,0.91,1.11,1.02
4173,9.00,16.50,0.00,0.24,0.05,1.45,1.24,0.66,0.46
4174,9.00,14.85,0.06,0.09,0.06,1.71,1.00,1.06,-1.17
4176,10.00,11.21,0.25,0.25,0.00,2.00,0.50,0.25,1.67
4177,9.00,15.90,0.04,0.12,0.04,1.28,1.07,0.35,0.47
4183,10.00,12.13,0.17,0.09,0.09,0.63,0.71,0.20,-0.04
4184,10.00,17.89,0.71,0.36,0.14,2.82,3.79,0.71,0.66
4188,10.00,16.73,0.47,0.26,0.06,1.47,2.47,0.38,0.14
4189,10.00,15.53,0.14,0.26,0.00,0.70,1.16,0.20,-0.03
4190,9.00,15.89,0.00,0.00,0.00,0.60,0.57,0.57,-0.58
4192,10.00,16.12,0.24,0.39,0.17,1.20,2.52,0.48,0.56
4195,10.00,13.44,0.13,0.23,0.08,0.52,0.99,0.56,0.39
4196,10.00,14.01,0.30,0.04,0.04,1.33,1.70,0.30,0.10
4197,9.00,16.00,0.15,0.23,0.08,1.92,0.69,0.77,-0.42
4200,9.00,14.39,0.00,0.04,0.00,0.68,0.20,0.48,-1.54
4202,10.00,13.18,0.43,0.35,0.09,1.65,2.48,0.09,1.00
4204,9.00,16.47,0.04,0.09,0.03,0.84,0.49,0.68,0.49
4205,9.00,14.30,0.05,0.12,0.05,0.84,0.72,0.80,-0.31
4206,9.00,16.88,0.00,0.00,0.00,0.00,0.50,0.50,-0.50
4208,9.00,24.26,0.33,0.55,0.20,2.93,3.11,1.44,-0.01
4214,10.00,12.32,0.21,0.00,0.08,1.21,1.88,0.29,-1.18
4216,10.00,12.58,0.00,0.04,0.00,1.04,0.88,0.21,-0.95
4217,10.00,13.25,0.43,0.00,0.14,0.71,1.86,0.29,-0.40
4218,10.00,13.02,0.04,0.07,0.02,0.82,0.82,0.49,-0.46
4219,10.00,13.74,0.61,0.14,0.07,1.50,2.21,0.25,-0.33
4221,10.00,12.36,0.11,0.07,0.00,0.57,1.04,0.39,-0.57
4222,10.00,18.67,0.00,0.00,0.50,1.00,1.00,1.50,-1.00
4224,10.00,11.24,0.35,0.17,0.12,0.93,1.80,0.17,0.03
4225,9.00,18.11,0.22,0.37,0.11,1.56,1.89,0.85,0.63
4226,10.00,15.67,0.74,0.44,0.15,2.05,5.04,0.30,0.35
4227,10.00,13.88,0.34,0.30,0.13,1.26,2.64,0.38,0.39
4228,9.00,16.72,0.09,0.17,0.03,0.73,0.75,0.70,-0.09
4229,10.00,15.92,0.19,0.03,0.03,1.23,1.55,0.23,-1.65
4232,9.00,15.73,0.04,0.14,0.12,1.46,0.99,0.97,-0.16
4237,10.00,18.00,0.56,0.30,0.05,2.05,3.65,0.49,0.08
4241,10.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
4244,10.00,10.70,0.00,0.00,0.00,0.40,0.60,0.40,-1.00
4249,9.00,12.67,0.17,0.00,0.00,0.00,0.33,0.50,-0.17
4250,9.00,14.04,0.00,0.33,0.00,0.67,1.67,0.83,-1.00
4250,10.00,15.29,0.29,0.07,0.00,1.43,2.29,0.29,0.55
4251,9.00,15.04,0.10,0.20,0.00,1.30,1.10,0.70,0.33
4253,10.00,11.81,0.00,0.00,0.00,2.33,1.33,0.00,-0.50
4254,10.00,13.86,0.55,0.30,0.05,1.75,3.75,0.00,-0.06
4255,10.00,14.02,0.00,0.00,0.00,0.67,0.67,0.00,1.50
4258,9.00,19.56,0.07,0.07,0.13,1.93,1.47,0.93,-0.60
4259,9.00,14.50,0.00,0.00,0.00,1.67,2.33,0.33,0.50
4260,9.00,17.69,0.00,0.06,0.12,1.19,0.75,1.19,-1.06
4261,9.00,13.79,0.08,0.17,0.00,1.08,0.42,0.67,-0.30
4262,9.00,19.03,0.14,0.11,0.07,2.20,1.66,1.43,-0.21
4263,10.00,13.18,0.20,0.20,0.20,1.40,1.95,0.05,0.31
4264,10.00,13.75,0.20,0.20,0.10,1.07,1.61,0.39,-0.12
4265,10.00,18.09,0.21,0.64,0.07,2.14,1.93,0.00,-0.46
4266,10.00,16.95,0.69,0.25,0.00,1.88,3.12,0.31,-1.43
4267,10.00,14.83,0.27,0.07,0.03,1.63,2.53,0.32,-0.40
4268,10.00,13.88,0.14,0.00,0.14,0.57,1.86,0.43,-1.00
4271,10.00,15.44,0.67,0.50,0.00,0.67,2.33,0.50,0.83
4281,10.00,13.81,0.20,0.09,0.02,1.04,1.84,0.24,-0.24
4282,10.00,18.53,0.50,0.41,0.06,2.59,4.19,0.19,-0.07
4284,10.00,16.38,0.00,0.43,0.14,1.00,1.71,0.00,-1.00
4288,10.00,16.50,0.38,0.31,0.19,1.35,2.00,0.38,0.00
4289,10.00,16.51,0.00,0.00,0.33,1.67,1.00,0.67,-1.00
4298,10.00,12.58,0.00,0.00,0.00,2.50,0.00,0.00,1.00
4303,10.00,11.41,0.29,0.10,0.12,0.76,1.19,0.26,-0.03
4304,10.00,11.48,0.21,0.18,0.00,1.67,1.94,0.33,0.21
4307,10.00,10.78,0.34,0.10,0.17,0.90,1.69,0.07,0.65
4308,10.00,11.49,0.27,0.18,0.00,0.18,0.91,0.00,0.11
4309,10.00,19.58,0.56,0.30,0.04,3.26,5.33,1.04,-0.36
4311,10.00,13.74,0.13,0.27,0.00,1.07,1.53,0.80,0.36
4312,10.00,19.86,0.75,0.47,0.28,2.31,4.78,0.09,-0.39
4313,9.00,20.67,0.07,0.00,0.00,0.64,1.86,0.50,-1.00
4320,9.00,16.59,0.50,0.00,0.00,1.00,2.00,0.50,0.00
4321,9.00,18.65,0.22,0.14,0.13,1.95,2.16,1.44,0.44
4323,10.00,18.32,0.11,0.29,0.05,1.45,1.03,0.47,-0.05
4326,10.00,7.58,0.00,0.00,0.00,0.25,0.00,0.00,-1.00
4327,10.00,15.83,0.21,0.10,0.06,1.46,2.08,0.48,-0.89
4329,9.00,15.07,0.21,0.11,0.10,1.78,1.93,0.88,0.39
4331,10.00,11.66,0.31,0.19,0.06,0.94,2.56,0.38,1.00
4332,10.00,9.01,0.00,0.00,0.00,1.00,0.25,0.75,-0.50
4333,10.00,21.43,1.00,0.60,0.00,1.80,4.00,0.80,1.60
4334,9.00,15.22,0.10,0.20,0.10,0.80,0.40,0.70,-0.29
4335,10.00,11.39,0.50,0.00,0.00,0.67,1.00,0.17,0.00
4336,9.00,23.16,0.08,0.25,0.08,0.83,1.29,0.83,0.45
4337,10.00,18.93,0.31,0.26,0.01,3.09,3.57,0.47,0.28
4341,9.00,10.19,0.21,0.04,0.00,0.75,1.32,0.32,-0.74
4342,10.00,18.75,0.56,0.52,0.41,2.19,4.29,0.37,0.90
4343,10.00,9.99,0.00,0.00,0.00,0.58,0.92,0.25,-1.55
4345,10.00,12.71,0.19,0.19,0.12,0.86,1.16,0.09,-1.30
4346,9.00,21.90,0.04,0.22,0.21,1.97,1.61,1.18,-0.90
4351,9.00,14.19,0.09,0.08,0.05,0.88,1.08,0.54,-0.63
4353,10.00,9.62,0.00,0.00,0.00,0.50,1.00,1.00,0.00
4354,9.00,11.70,0.04,0.08,0.04,0.72,0.55,0.49,-0.65
4355,10.00,9.53,0.07,0.13,0.00,0.40,0.40,0.27,-0.73
4357,10.00,15.50,0.22,0.13,0.04,0.74,2.13,0.22,-0.81
4359,9.00,13.38,0.00,0.00,0.00,1.00,1.00,2.00,4.00
4362,10.00,14.51,0.34,0.11,0.08,1.12,2.11,0.45,0.26
4367,10.00,11.66,0.22,0.15,0.00,0.78,1.37,0.15,0.39
4368,9.00,18.01,0.00,0.08,0.00,0.50,0.33,0.67,0.60
4369,9.00,11.30,0.00,0.00,0.05,0.45,0.27,0.18,-0.27
4372,9.00,16.25,1.00,0.00,0.00,1.43,3.29,0.86,0.00
4372,10.00,18.91,0.33,0.33,0.00,2.00,1.33,0.00,-1.00
4373,10.00,11.39,0.20,0.13,0.13,0.93,1.33,0.00,-0.09
4375,9.00,15.12,0.09,0.18,0.00,0.79,0.64,0.67,0.23
4377,10.00,14.78,0.60,0.20,0.00,1.60,3.00,0.00,-0.60
4379,10.00,19.54,0.92,0.62,0.23,3.23,4.08,0.38,1.58
4380,10.00,17.13,0.12,0.47,0.12,1.24,2.65,0.00,-1.40
4382,9.00,4.67,0.00,0.00,0.00,0.50,0.50,0.00,-1.00
4383,9.00,0.43,0.00,0.00,0.00,0.50,0.50,0.00,
4384,10.00,17.85,0.82,0.51,0.16,1.93,3.62,0.19,0.83
4387,9.00,18.67,0.00,0.00,0.00,0.00,5.00,0.50,-1.50
4388,10.00,19.18,0.00,0.33,0.00,1.67,2.83,1.50,0.00
4389,10.00,14.06,0.42,0.21,0.12,1.65,3.13,0.24,-0.08
4392,9.00,15.17,0.08,0.23,0.08,0.77,2.46,0.54,-0.54
4395,10.00,19.64,0.55,0.36,0.09,2.27,3.00,0.82,0.18
4396,10.00,13.39,0.10,0.00,0.10,0.60,1.20,0.70,1.75
4397,10.00,12.92,0.50,0.00,0.25,2.00,2.25,0.00,1.50
4398,10.00,14.67,0.33,0.33,0.33,0.33,4.00,0.67,0.00
4400,10.00,14.78,0.50,0.27,0.02,1.61,3.11,0.16,0.14
4401,10.00,10.14,0.00,0.00,0.00,0.10,0.00,0.45,-1.57
4402,10.00,13.60,0.30,0.11,0.04,1.46,1.93,0.22,-0.05
4405,10.00,8.51,0.00,0.00,0.00,0.75,1.00,0.00,-2.00
4412,10.00,11.14,0.00,0.19,0.03,0.62,1.09,0.31,-0.43
4413,10.00,9.73,0.14,0.05,0.00,0.27,1.23,0.14,-0.62
4416,10.00,14.36,0.00,0.00,0.00,1.00,2.00,0.00,-1.00
4419,10.00,9.82,0.00,0.00,0.00,1.00,0.50,0.25,0.00
4421,10.00,14.78,0.10,0.20,0.20,1.50,2.10,0.10,-0.62
4422,10.00,11.75,0.28,0.08,0.06,1.81,1.97,0.32,-0.42
4424,9.00,15.24,0.67,1.00,0.33,0.67,3.33,1.00,0.33
4425,10.00,20.24,0.81,0.38,0.25,3.25,4.38,0.28,-0.13
4429,9.00,20.45,1.00,1.00,0.00,0.00,0.00,0.00,2.00
4432,9.00,16.88,0.16,0.16,0.06,1.19,0.77,1.10,0.79
