ID player,amplua,time,G,As,As_2,TB,Shot,BT,pm
6906,10.00,10.78,0.08,0.03,0.03,1.51,1.16,0.05,-0.48
6907,10.00,11.79,0.16,0.00,0.05,0.73,0.97,0.24,0.41
6909,9.00,14.23,0.00,0.00,0.00,0.00,0.00,0.00,0.50
6911,9.00,15.89,0.29,0.06,0.03,1.43,1.57,0.94,0.21
6913,10.00,10.14,0.03,0.00,0.00,0.51,0.62,0.13,-0.83
6915,9.00,13.44,0.09,0.00,0.02,0.35,0.28,0.65,-1.15
6917,10.00,14.44,0.07,0.04,0.02,0.98,0.91,0.71,-0.84
6920,10.00,12.64,0.30,0.21,0.00,0.92,1.87,0.15,0.05
6921,10.00,11.78,0.08,0.00,0.00,0.29,0.33,0.58,-0.50
6925,9.00,17.25,0.00,0.07,0.07,0.73,1.07,0.33,-0.79
6926,9.00,11.94,0.02,0.06,0.00,0.54,0.46,1.08,-0.38
6927,9.00,10.87,0.00,0.00,0.00,2.00,0.00,0.00,-1.00
6928,9.00,11.97,0.00,0.00,0.00,0.80,0.20,0.00,0.00
6929,9.00,21.43,0.00,0.00,0.00,1.00,0.50,0.00,-3.00
6930,9.00,14.60,0.02,0.13,0.07,0.65,0.61,1.02,-0.70
6931,9.00,12.00,0.00,0.00,0.00,1.00,1.00,2.00,
6932,10.00,12.90,0.12,0.12,0.02,0.86,0.88,0.39,-0.32
6933,10.00,17.50,0.50,0.21,0.17,2.46,4.38,0.25,0.00
6935,10.00,15.36,0.22,0.11,0.00,1.11,2.33,0.22,0.00
6936,10.00,15.60,0.14,0.19,0.01,0.76,1.12,0.42,-0.06
6937,10.00,14.32,0.10,0.10,0.00,1.30,1.20,0.30,0.00
6938,10.00,11.65,0.15,0.11,0.00,0.93,0.76,0.24,-0.54
6939,10.00,10.35,0.00,0.00,0.00,0.29,0.57,0.00,0.50
6940,10.00,17.18,0.20,0.60,0.40,2.60,2.20,0.00,-0.20
6941,9.00,16.37,0.11,0.39,0.06,2.11,1.42,0.36,0.88
6942,10.00,15.66,0.33,0.33,0.33,2.33,1.67,0.33,0.00
6943,10.00,16.09,0.36,0.18,0.00,1.27,1.82,0.09,0.75
6945,9.00,15.78,0.15,0.43,0.11,1.02,1.46,0.13,0.09
6946,9.00,17.56,0.00,0.12,0.00,0.35,0.24,0.56,-1.50
6947,9.00,15.84,0.00,0.03,0.03,0.33,0.17,0.37,-1.29
6948,9.00,19.11,0.03,0.10,0.03,0.59,0.69,0.86,-1.48
6949,10.00,16.39,0.07,0.02,0.00,0.42,0.72,1.00,-1.98
6951,10.00,16.87,0.04,0.22,0.04,0.57,0.78,0.35,-0.37
6952,10.00,15.10,0.00,0.04,0.00,0.29,0.55,0.14,-2.40
6954,10.00,14.85,0.20,0.00,0.00,0.60,1.20,0.20,-1.50
6955,10.00,18.88,0.00,0.50,0.00,2.50,2.00,0.50,1.00
6956,10.00,15.96,0.50,0.27,0.05,1.50,2.55,0.34,0.34
6958,9.00,16.42,0.00,0.12,0.04,0.59,0.49,0.66,0.18
6959,10.00,17.75,0.00,0.00,0.00,4.00,2.00,0.00,4.00
6960,10.00,14.05,0.00,0.05,0.05,0.27,0.59,0.05,-1.85
6962,10.00,13.33,0.00,0.00,0.00,0.00,2.00,0.00,-1.00
6963,9.00,14.72,0.00,0.10,0.00,0.40,0.20,0.10,-0.40
6965,9.00,18.57,0.00,0.07,0.00,0.43,0.50,0.64,-0.31
6966,9.00,17.02,0.07,0.00,0.07,0.29,0.36,0.43,-1.57
6967,10.00,11.95,0.00,0.00,0.00,1.00,0.50,0.00,-4.00
6968,10.00,19.50,0.62,0.25,0.12,1.58,3.62,0.21,-0.19
6970,10.00,17.65,0.76,0.48,0.10,2.43,3.86,0.00,-0.75
6971,10.00,17.76,0.85,0.29,0.17,2.17,4.22,0.05,-0.51
6972,10.00,15.33,0.17,0.20,0.10,1.40,1.93,0.00,-0.90
6974,10.00,13.41,0.00,0.00,0.00,1.00,2.50,0.00,-0.67
6975,9.00,21.21,0.04,0.16,0.10,1.18,1.25,1.08,-0.39
6976,10.00,18.76,0.35,0.46,0.03,1.84,3.22,0.24,-0.58
6977,10.00,12.84,0.16,0.03,0.03,0.91,1.44,0.31,-0.59
6978,9.00,16.26,0.00,0.07,0.04,1.26,0.70,1.63,0.25
6980,10.00,7.30,0.00,0.50,0.50,0.00,0.00,0.00,1.00
6982,9.00,23.59,0.34,0.51,0.16,2.15,2.79,0.69,1.25
6983,9.00,18.57,0.08,0.17,0.08,1.62,1.38,0.58,1.00
6985,9.00,13.77,0.07,0.07,0.00,0.64,1.43,0.36,0.00
6986,10.00,19.72,0.24,0.33,0.08,1.06,2.25,0.29,0.48
6987,10.00,19.70,0.79,0.57,0.11,3.11,5.18,0.36,1.07
6988,10.00,16.68,0.30,0.28,0.05,1.28,2.44,0.44,1.03
6989,10.00,11.40,0.33,0.00,0.00,0.67,1.33,0.33,1.33
6990,10.00,20.56,0.38,0.21,0.14,1.92,2.75,0.83,0.67
6991,10.00,15.62,0.00,0.75,0.00,0.75,0.50,0.25,1.00
6992,10.00,16.18,0.50,0.25,0.00,2.25,4.25,0.25,0.00
6996,9.00,13.35,0.00,0.05,0.05,0.50,0.27,0.18,-0.06
6997,10.00,15.47,0.12,0.00,0.00,0.50,1.00,0.12,-0.75
7000,10.00,9.90,0.08,0.08,0.08,0.75,0.50,0.17,0.50
7001,9.00,25.47,0.00,0.00,0.00,0.00,1.00,1.00,-7.00
7002,9.00,12.88,0.00,0.02,0.00,0.40,0.47,0.53,0.08
7004,9.00,7.37,0.00,0.06,0.00,0.35,0.47,0.12,-0.44
7005,10.00,14.71,0.26,0.17,0.00,1.80,2.17,0.20,-0.19
7006,9.00,13.16,0.02,0.05,0.07,0.41,0.37,0.44,-0.44
7007,10.00,14.39,0.24,0.15,0.15,1.88,2.52,0.21,-0.17
7008,10.00,12.68,0.00,0.00,0.14,0.43,0.86,0.14,0.17
7011,10.00,12.91,0.33,0.00,0.00,1.00,1.67,0.00,4.00
7012,9.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,
7013,9.00,10.69,0.00,0.09,0.06,0.23,0.57,0.29,-1.13
7015,9.00,13.54,0.00,0.16,0.00,0.84,0.53,0.16,-0.11
7016,9.00,12.17,0.00,0.27,0.00,0.91,0.27,0.27,-0.20
7018,9.00,11.13,0.00,0.20,0.00,0.00,0.20,0.60,0.00
7020,10.00,10.29,0.08,0.17,0.04,0.54,0.67,0.25,-0.42
7021,10.00,17.23,0.28,0.28,0.06,1.96,1.90,0.52,0.52
7022,9.00,14.88,0.00,0.13,0.09,1.00,0.71,0.84,-0.03
7025,10.00,15.11,0.30,0.24,0.13,1.07,2.63,0.15,-0.02
7026,10.00,17.00,0.57,0.49,0.09,1.57,2.96,0.45,0.80
7028,9.00,13.04,0.05,0.11,0.11,0.68,0.53,0.58,0.13
7029,10.00,10.27,0.15,0.08,0.00,0.38,1.00,0.08,-1.25
7030,10.00,9.32,0.25,0.11,0.03,0.71,1.42,0.03,0.25
7031,10.00,9.39,0.06,0.06,0.00,0.48,0.52,0.15,-0.26
7032,9.00,10.56,0.08,0.05,0.05,0.76,0.63,0.24,0.76
7033,10.00,16.83,0.26,0.33,0.12,1.54,1.98,0.20,1.09
7034,9.00,11.97,0.00,0.05,0.05,0.84,0.68,0.32,0.64
7035,9.00,14.72,0.00,0.00,0.00,1.29,0.79,0.29,-0.85
7036,10.00,4.41,0.00,0.00,0.00,0.00,0.50,0.00,1.00
7037,10.00,8.07,0.00,0.03,0.00,0.18,0.24,0.09,0.22
7039,10.00,18.97,0.34,0.17,0.07,1.29,2.41,0.34,0.05
7040,9.00,18.35,0.00,0.00,0.13,0.40,0.20,0.33,-1.40
7042,9.00,11.48,0.00,0.25,0.00,0.00,1.00,0.25,-0.33
7043,10.00,10.91,0.07,0.00,0.00,0.93,1.00,0.43,-1.17
7045,10.00,19.63,1.25,0.12,0.25,2.12,3.25,0.12,0.86
7046,9.00,19.27,0.10,0.00,0.00,1.00,1.60,0.30,-1.30
7048,9.00,15.52,0.00,0.02,0.02,0.98,0.37,0.45,0.29
7049,10.00,17.47,0.58,0.38,0.10,1.98,2.86,0.36,0.63
7050,10.00,14.85,0.60,0.23,0.07,1.45,2.73,0.12,0.62
7051,10.00,12.66,0.23,0.12,0.00,1.02,1.68,0.25,0.26
7053,10.00,12.27,0.34,0.14,0.00,1.66,1.66,0.14,0.04
7054,9.00,15.03,0.14,0.07,0.07,1.52,1.97,0.62,0.24
7055,9.00,16.30,0.09,0.12,0.02,1.31,0.78,0.93,0.32
7056,10.00,15.27,0.61,0.25,0.08,2.29,3.96,0.84,0.53
7057,10.00,12.63,0.30,0.20,0.00,1.10,1.90,0.40,0.14
7058,9.00,16.61,0.03,0.12,0.05,1.20,0.59,0.51,0.37
7059,10.00,17.50,0.29,0.40,0.12,0.82,1.65,0.27,0.71
7060,10.00,10.83,0.04,0.19,0.08,0.50,0.54,0.38,-0.18
7061,10.00,15.56,0.31,0.21,0.06,1.68,2.32,0.24,0.11
7062,9.00,11.11,0.10,0.05,0.02,0.57,1.19,0.19,-0.20
7073,10.00,19.13,0.45,0.35,0.05,1.73,2.55,0.33,0.29
7074,10.00,18.39,0.33,0.33,0.06,1.67,3.06,0.11,0.75
7076,10.00,13.00,0.27,0.16,0.02,1.38,2.11,0.16,-0.26
7077,9.00,14.49,0.00,0.20,0.10,1.20,0.20,0.30,0.38
7078,10.00,15.90,0.59,0.29,0.10,2.27,3.43,0.14,0.41
7079,9.00,20.16,0.15,0.24,0.12,1.79,2.12,0.59,0.26
7080,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7081,10.00,10.51,0.00,0.08,0.05,0.64,0.51,0.21,-0.12
7082,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7083,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7084,10.00,13.76,0.06,0.13,0.02,0.96,0.83,0.53,0.03
7085,10.00,15.71,0.51,0.16,0.10,1.55,2.55,0.46,-0.14
7086,9.00,13.75,0.00,0.12,0.00,0.56,0.20,0.56,0.47
7087,9.00,12.97,0.00,0.00,0.00,0.20,0.20,0.40,0.40
7088,10.00,14.79,0.07,0.10,0.00,0.72,1.02,0.82,0.06
7090,10.00,14.90,0.22,0.35,0.22,1.17,1.48,0.57,0.80
7094,9.00,13.35,0.05,0.11,0.05,1.08,0.62,0.92,0.19
7095,10.00,20.88,0.00,0.00,0.00,0.00,1.00,0.00,
7096,10.00,15.49,0.08,0.15,0.00,1.08,0.85,0.62,-0.55
7097,10.00,15.20,0.71,0.24,0.14,1.28,3.13,0.40,0.52
7098,10.00,13.37,0.43,0.43,0.11,1.12,2.26,0.11,0.53
7102,10.00,12.52,0.31,0.41,0.12,1.75,2.25,0.06,0.77
7103,10.00,18.01,0.00,0.00,0.00,1.67,1.00,0.33,-1.00
7104,10.00,11.49,0.15,0.15,0.00,0.85,1.03,0.58,-0.76
7105,10.00,13.76,0.32,0.16,0.12,1.86,2.54,0.36,-0.32
7106,10.00,14.16,1.00,0.25,0.00,3.50,4.00,0.00,1.00
7108,9.00,16.50,0.03,0.05,0.08,0.89,0.68,1.13,-0.68
7110,10.00,14.57,0.29,0.20,0.05,1.20,1.56,0.17,0.31
7111,9.00,15.42,0.18,0.16,0.03,2.04,1.70,1.09,0.46
7114,10.00,15.20,0.34,0.13,0.04,1.55,1.98,0.34,-0.22
7116,10.00,15.55,0.53,0.28,0.09,1.74,3.12,0.19,-0.03
7117,9.00,12.13,0.09,0.04,0.04,1.22,0.69,0.51,-0.65
7118,10.00,15.91,0.92,0.20,0.15,2.06,4.53,0.60,0.04
7119,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7122,9.00,6.37,0.00,0.00,0.00,0.50,0.50,0.00,-2.00
7123,10.00,13.96,0.44,0.35,0.06,1.79,2.65,0.21,0.36
7124,10.00,16.77,0.37,0.43,0.03,2.10,3.03,0.17,0.59
7126,9.00,11.95,0.40,0.13,0.00,0.87,1.87,0.00,-0.64
7127,9.00,14.91,0.00,0.33,0.00,0.33,0.33,0.00,1.67
7131,10.00,18.20,0.22,0.34,0.14,1.75,2.88,0.54,-0.21
7132,9.00,21.39,0.26,0.31,0.02,2.67,2.69,0.95,-0.15
7133,10.00,25.92,0.00,1.00,0.00,2.00,1.00,1.00,-2.00
7134,9.00,15.71,0.11,0.11,0.03,1.47,1.13,0.39,-0.29
7136,9.00,21.88,0.10,0.19,0.02,2.13,1.44,1.39,0.12
7137,9.00,12.71,0.04,0.17,0.00,0.83,0.96,0.46,-0.22
7138,10.00,15.98,0.11,0.02,0.00,0.73,1.07,0.70,-0.37
7140,10.00,15.99,0.54,0.31,0.08,0.69,1.92,0.31,-0.92
7141,9.00,13.46,0.03,0.09,0.00,0.39,0.58,0.52,-0.24
7143,9.00,13.05,0.00,0.00,0.00,0.20,0.80,0.00,0.50
7145,10.00,11.45,0.19,0.09,0.06,1.44,1.59,0.12,-0.40
7146,10.00,12.25,0.17,0.11,0.00,1.59,1.75,0.14,-0.29
7148,9.00,16.54,0.00,0.33,0.33,1.00,2.00,3.67,0.33
7150,9.00,11.55,0.00,0.00,0.00,1.00,0.50,0.50,-3.00
7151,9.00,20.47,0.17,0.11,0.00,1.17,1.39,0.94,-0.69
7153,10.00,21.07,0.79,0.46,0.19,2.02,4.13,0.85,0.57
7154,9.00,18.42,0.43,0.55,0.34,3.64,4.49,0.36,0.98
7159,10.00,9.39,0.11,0.03,0.03,0.45,0.89,0.26,-1.13
7162,9.00,8.65,0.00,0.00,0.00,0.60,0.20,0.00,-0.50
7163,9.00,20.17,0.05,0.09,0.02,1.00,1.11,0.36,-0.23
7164,10.00,14.71,0.09,0.04,0.00,0.87,1.00,0.58,-0.92
7165,10.00,16.64,0.29,0.11,0.02,0.80,1.96,0.42,-0.14
7167,10.00,15.00,0.04,0.00,0.00,0.56,0.96,0.20,-1.17
7168,9.00,10.68,0.00,0.00,0.00,0.38,0.62,0.38,-0.80
7169,10.00,16.67,0.29,0.08,0.04,1.02,2.53,0.65,-0.97
7170,9.00,7.97,0.00,0.06,0.00,0.42,0.65,0.39,-1.00
7171,10.00,12.00,0.13,0.07,0.00,1.07,1.27,0.17,-0.81
7172,9.00,2.18,0.00,0.00,0.00,0.10,0.20,0.00,-1.20
7173,10.00,13.26,0.15,0.09,0.02,0.96,2.29,0.27,-1.22
7174,10.00,11.05,0.11,0.21,0.05,0.21,1.11,0.05,0.00
7177,10.00,14.57,0.35,0.25,0.05,0.81,1.97,0.25,0.54
7178,10.00,5.75,0.00,0.00,0.00,0.00,2.00,0.00,1.00
7179,9.00,17.09,0.02,0.13,0.04,0.56,0.82,0.89,-0.48
7180,10.00,6.58,0.00,0.00,0.00,0.50,1.00,0.50,-2.00
7182,10.00,18.90,0.10,0.20,0.13,1.80,2.23,0.80,0.68
7183,10.00,14.69,1.00,0.60,0.10,2.40,4.60,0.30,1.44
7184,10.00,14.67,0.09,0.17,0.04,1.87,2.26,0.26,-0.86
7186,9.00,14.81,0.04,0.02,0.04,1.04,0.93,0.49,-0.16
7187,9.00,14.14,0.03,0.06,0.03,1.00,0.75,1.22,-0.11
7188,10.00,10.08,0.18,0.12,0.00,0.18,1.24,0.12,0.25
7190,10.00,14.59,0.23,0.11,0.03,1.48,2.03,0.15,-0.96
7192,9.00,9.73,0.00,0.09,0.18,0.64,0.64,0.00,0.67
7196,10.00,14.43,0.71,0.32,0.06,1.38,3.03,0.12,0.60
7199,10.00,16.45,0.32,0.16,0.04,0.66,1.76,0.26,-0.24
7200,9.00,22.44,0.32,0.26,0.13,2.45,3.58,1.19,0.38
7201,10.00,14.25,0.94,0.36,0.11,3.04,4.38,0.11,0.79
7202,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7203,10.00,14.03,0.52,0.10,0.19,1.67,2.29,0.14,-0.06
7204,10.00,13.15,0.21,0.29,0.08,1.47,2.50,0.29,-0.07
7205,10.00,9.43,0.00,0.00,0.00,0.50,1.00,0.00,-1.67
7206,10.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,
7207,9.00,14.02,0.06,0.17,0.06,0.72,1.89,0.83,-1.79
7211,10.00,14.27,0.10,0.00,0.00,1.60,1.10,0.20,-0.50
7212,9.00,16.44,0.21,0.14,0.07,0.57,1.14,0.57,-0.38
7213,10.00,15.51,0.31,0.19,0.14,1.26,3.17,0.21,-0.07
7215,10.00,20.30,0.41,0.27,0.07,2.08,3.16,0.66,-0.13
7216,10.00,14.58,0.00,0.00,0.00,0.67,0.92,0.42,0.40
7217,10.00,17.42,1.17,0.30,0.13,3.94,5.08,0.28,1.17
7220,10.00,13.32,0.25,0.17,0.10,1.08,1.55,0.35,0.44
7223,10.00,15.15,0.44,0.41,0.07,1.78,3.11,0.11,-0.04
7224,10.00,13.61,1.33,0.33,0.17,1.33,4.67,0.33,0.33
7225,10.00,19.17,0.71,0.00,0.00,1.57,4.14,0.00,-0.86
7226,10.00,12.12,0.00,0.00,0.00,0.00,0.00,0.50,-0.50
7230,9.00,20.87,0.44,0.44,0.44,0.89,1.44,0.33,0.44
7232,10.00,14.45,0.29,0.33,0.17,1.25,1.97,0.46,0.49
7233,9.00,17.35,0.13,0.35,0.10,2.07,1.35,0.97,0.43
7235,9.00,15.58,0.16,0.11,0.18,1.37,1.21,0.45,-0.12
7236,10.00,15.42,0.30,0.43,0.14,1.56,2.54,0.57,0.61
7237,10.00,8.97,0.00,0.00,0.00,1.00,0.00,0.50,-1.00
7238,10.00,18.12,0.64,0.36,0.20,2.22,4.65,0.13,-0.56
7239,10.00,14.30,0.50,0.31,0.03,1.59,2.52,0.28,0.56
7255,10.00,16.99,1.80,0.20,0.00,2.40,3.80,0.00,1.40
7259,10.00,13.91,0.80,0.20,0.20,1.20,3.80,0.00,1.60
7290,10.00,8.88,0.00,0.00,0.20,1.00,0.80,0.00,-2.00
7291,10.00,9.51,0.00,0.09,0.00,0.55,1.27,0.27,-1.00
7292,9.00,2.83,0.00,0.00,0.00,0.00,0.00,0.00,-2.00
7301,9.00,10.60,0.00,0.00,0.00,0.60,0.40,0.20,-1.00
7304,10.00,8.44,0.00,0.00,0.00,0.00,0.00,0.50,
7313,9.00,19.04,0.00,0.20,0.00,1.00,1.20,0.80,0.60
7314,10.00,10.96,0.60,0.40,0.00,2.60,6.00,0.00,0.50
7318,9.00,9.40,0.00,0.00,0.00,0.20,0.80,1.00,-0.50
7320,10.00,6.88,0.00,0.00,0.00,0.80,0.40,0.20,-1.67
7322,9.00,21.93,0.00,0.00,0.00,1.40,2.20,0.60,3.00
7325,10.00,7.20,0.40,0.20,0.00,0.20,1.00,0.00,-0.33
7327,10.00,8.44,0.00,0.00,0.00,0.60,1.00,0.00,-0.75
7328,10.00,19.92,2.00,0.80,0.00,3.40,6.20,0.40,2.80
7329,10.00,22.46,1.20,0.20,0.00,2.20,3.80,0.60,2.00
7331,10.00,12.53,0.60,0.20,0.60,0.80,2.60,0.20,0.40
7356,9.00,15.78,0.00,0.40,0.20,1.40,1.60,0.40,-1.20
7358,10.00,10.06,0.80,0.20,0.00,1.20,2.00,0.00,0.20
7360,9.00,12.93,0.00,0.00,0.00,1.00,0.20,0.40,-1.75
7364,9.00,19.09,0.00,0.00,0.00,0.40,0.20,1.40,-1.20
7365,9.00,5.46,0.00,0.20,0.00,0.40,0.00,0.60,0.00
7367,10.00,19.10,0.40,0.20,0.00,1.80,1.80,0.00,-0.75
7378,10.00,18.92,0.00,0.20,0.00,0.60,2.40,0.20,-1.00
7386,10.00,21.92,0.00,0.00,0.00,0.00,2.00,0.00,-3.00
7409,10.00,20.68,0.70,0.50,0.10,3.40,5.90,0.00,0.80
7441,9.00,16.46,0.00,0.00,0.20,1.00,0.20,1.60,-0.80
7444,9.00,17.42,0.25,0.25,0.00,2.19,2.12,0.56,0.13
7454,10.00,9.06,0.00,0.00,0.00,1.50,1.00,0.25,0.50
7456,10.00,7.00,0.00,0.00,0.00,1.50,1.00,0.00,-1.00
7460,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7461,10.00,4.75,0.00,0.00,0.00,0.25,0.75,0.50,0.33
7470,10.00,16.90,0.84,0.53,0.32,3.00,4.89,0.05,0.78
7471,10.00,12.03,0.00,0.00,0.00,0.50,0.50,0.50,-3.50
7474,9.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
7498,10.00,10.96,0.20,0.00,0.20,0.20,1.20,0.20,-1.50
7516,10.00,20.52,1.40,0.00,0.20,1.20,4.80,0.80,-1.00
7521,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7522,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7523,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7524,10.00,9.95,0.00,0.08,0.08,0.58,0.33,0.33,-1.36
7538,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
7543,9.00,12.92,0.00,0.00,0.03,0.89,0.51,0.46,0.50
7547,10.00,16.77,1.00,0.00,0.00,4.00,3.00,0.00,-2.00
7548,10.00,9.85,0.00,0.00,0.00,0.43,0.57,0.00,-5.00
7553,10.00,17.96,0.40,0.38,0.12,3.09,3.76,0.21,0.18
7554,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7555,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7556,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7557,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
7558,10.00,15.29,0.43,0.14,0.00,2.14,1.86,0.57,0.50
7561,9.00,12.01,0.33,1.33,0.00,1.00,3.00,0.33,1.20
7564,10.00,18.68,1.02,0.43,0.13,2.35,5.02,0.46,-0.20
7565,10.00,9.29,0.00,0.00,0.50,0.50,2.25,0.00,0.00
7567,10.00,16.21,0.71,0.21,0.00,0.64,3.14,0.14,-0.92
7568,10.00,14.92,0.35,0.25,0.10,1.65,2.20,0.10,-0.29
7569,10.00,15.69,0.37,0.58,0.11,0.63,2.05,0.37,-0.24
7574,9.00,18.15,0.00,0.00,0.00,1.00,0.20,1.00,1.00
7575,10.00,4.74,0.00,0.00,0.00,0.00,0.20,0.00,-0.60
7576,10.00,17.74,0.20,0.00,0.00,1.20,2.00,0.00,-1.00
7577,10.00,7.55,0.00,0.20,0.00,0.40,1.00,0.20,-0.33
7578,10.00,31.01,2.00,1.00,0.25,4.75,8.75,0.50,-0.25
7582,10.00,15.67,0.20,0.80,0.00,1.40,1.40,0.00,1.40
7583,9.00,15.67,0.00,0.20,0.20,1.20,1.00,0.80,2.25
7584,9.00,18.98,0.00,0.00,0.00,1.00,1.00,0.00,1.00
7586,10.00,17.22,0.45,0.18,0.00,2.68,3.34,0.21,0.25
7587,10.00,15.19,0.00,0.17,0.00,0.50,1.33,0.17,-1.75
7589,10.00,12.35,0.23,0.00,0.00,1.00,1.46,0.31,-0.70
7591,10.00,9.57,0.00,0.00,0.25,0.75,1.00,0.00,0.67
7592,10.00,17.74,0.17,0.23,0.10,2.17,2.13,0.50,-0.29
7593,10.00,9.28,0.00,0.10,0.00,0.50,0.60,0.40,-1.71
7594,9.00,16.27,0.08,0.15,0.06,1.29,0.90,0.88,-0.79
7598,9.00,22.92,0.65,0.62,0.33,3.67,5.10,0.88,0.92
7599,9.00,18.11,0.19,0.16,0.09,1.28,1.60,1.02,0.68
7601,10.00,15.76,0.47,0.25,0.05,1.29,2.53,0.51,0.19
7604,10.00,13.53,0.45,0.21,0.07,1.34,2.72,0.53,-0.07
7605,10.00,13.24,0.11,0.16,0.04,0.84,1.71,0.20,-0.29
7606,10.00,15.94,0.23,0.28,0.06,1.53,2.11,0.17,-0.54
7607,9.00,23.63,1.29,0.51,0.24,2.84,5.18,0.29,-0.17
7608,10.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,
7609,10.00,16.02,0.45,0.20,0.07,1.55,2.57,0.25,0.50
7611,9.00,15.72,0.04,0.09,0.09,1.13,0.65,0.57,0.79
7613,10.00,14.75,0.03,0.03,0.05,0.73,0.86,0.59,-0.33
7614,9.00,23.93,0.88,0.38,0.62,2.75,4.50,1.00,2.25
7616,9.00,15.41,0.29,0.29,0.04,1.31,1.95,0.42,0.17
7617,9.00,15.99,0.00,0.20,0.00,0.70,0.40,0.70,-0.12
7620,10.00,0.57,0.00,0.00,0.00,0.00,0.00,0.00,
7624,10.00,14.77,0.42,0.14,0.04,1.42,2.30,0.28,0.04
7626,9.00,12.13,0.21,0.09,0.02,1.04,1.26,0.28,-0.74
7627,10.00,14.43,0.28,0.25,0.09,1.26,1.91,0.29,-0.27
7629,10.00,16.94,0.08,0.08,0.24,1.69,1.10,0.80,-0.30
7630,10.00,16.60,0.43,0.19,0.03,1.89,2.49,0.32,0.36
7660,9.00,0.00,0.00,0.40,0.00,1.20,3.60,0.00,1.60
7678,10.00,13.57,0.05,0.14,0.05,1.10,1.43,0.29,-1.12
7706,10.00,17.42,0.40,0.21,0.10,1.54,2.27,0.35,0.49
7707,9.00,15.54,0.00,0.00,0.67,1.33,1.67,0.67,-0.33
7710,10.00,18.19,0.61,0.48,0.13,2.28,4.22,0.20,0.27
7711,10.00,12.90,0.00,0.00,0.00,0.00,0.00,2.00,-1.00
7712,10.00,13.76,0.38,0.31,0.05,0.98,2.07,0.21,0.47
7713,10.00,11.55,0.00,0.00,0.00,0.55,0.10,0.45,-0.73
7715,9.00,16.16,0.20,0.12,0.04,1.49,1.32,0.80,0.41
7716,10.00,16.44,0.39,0.06,0.03,2.04,2.72,0.54,-0.56
7717,9.00,19.36,0.00,0.25,0.00,1.50,0.50,1.50,-0.25
7719,10.00,15.99,0.96,0.18,0.00,2.21,5.04,0.18,0.35
7720,9.00,17.66,0.12,0.12,0.10,1.17,1.21,0.95,-0.03
7721,10.00,17.68,0.36,0.09,0.00,2.14,2.27,0.32,-0.58
7723,10.00,23.99,0.40,0.20,0.00,1.20,2.40,0.00,-2.60
7726,10.00,14.89,0.44,0.22,0.07,1.13,2.21,0.23,0.19
7727,9.00,16.42,0.12,0.12,0.04,1.83,1.14,0.82,0.09
7728,10.00,16.34,1.04,0.56,0.08,2.16,5.68,0.32,0.58
7729,10.00,15.56,0.42,0.63,0.17,1.75,2.44,0.40,1.00
7735,10.00,15.96,0.50,0.31,0.14,1.50,2.94,0.19,-0.18
7736,10.00,20.00,0.60,0.00,0.00,0.80,3.00,0.40,0.40
7748,10.00,13.97,0.04,0.04,0.07,0.57,0.64,0.46,-0.13
7754,10.00,17.06,1.00,0.67,0.00,1.56,4.22,0.11,2.62
7756,10.00,13.03,0.24,0.06,0.00,1.31,1.59,0.24,-0.03
7757,10.00,16.98,0.33,0.47,0.11,1.14,2.30,0.30,0.53
7758,10.00,13.98,0.18,0.18,0.00,0.45,0.82,0.45,-1.10
7759,9.00,14.68,0.00,0.05,0.05,0.57,0.62,0.24,0.29
7760,9.00,16.63,0.55,0.38,0.07,2.34,3.17,0.21,0.48
7761,9.00,14.09,0.02,0.05,0.00,0.59,0.27,0.45,-0.33
7762,10.00,16.04,0.33,0.14,0.06,1.90,2.61,0.10,0.07
7763,10.00,10.71,0.24,0.12,0.03,0.97,2.00,0.24,0.27
7766,10.00,14.60,0.21,0.06,0.00,1.47,1.94,0.24,-2.17
7767,10.00,15.18,0.06,0.18,0.02,0.65,1.43,0.45,-1.70
7768,10.00,19.10,0.68,0.16,0.02,2.84,3.66,0.77,-1.32
7769,10.00,15.00,0.24,0.17,0.02,1.06,2.02,0.19,-0.34
7770,9.00,15.56,0.00,0.00,0.03,0.44,0.39,0.53,-0.48
7771,9.00,17.47,0.08,0.05,0.01,1.33,1.36,0.58,0.15
