ID player,integral_dev
1315.00,-82.79
1318.00,-42.53
1332.00,-31.50
1333.00,-25.33
1334.00,-222.67
1336.00,-25.03
1338.00,58.00
1339.00,4.58
1341.00,10.41
1342.00,-38.14
1348.00,37.10
1350.00,-18.09
1355.00,-50.16
1356.00,-14.89
1366.00,33.22
1370.00,66.07
1371.00,25.06
1373.00,-111.57
1377.00,-2.25
1380.00,12.23
1382.00,-42.63
1389.00,34.46
1395.00,-3.07
1396.00,28.27
1398.00,-42.19
1410.00,54.16
1417.00,-85.33
1421.00,66.39
1431.00,-13.24
1432.00,8.24
1440.00,-119.23
1441.00,-29.48
1445.00,117.75
1451.00,-77.15
1452.00,-65.54
1455.00,-33.28
1470.00,-26.99
1472.00,70.35
1478.00,39.24
1481.00,26.46
1482.00,-81.07
1488.00,-42.42
1491.00,7.27
1493.00,96.58
1494.00,16.85
1504.00,-63.15
1505.00,31.05
1506.00,-14.12
1510.00,-125.54
1511.00,-149.49
1513.00,12.91
1515.00,-27.95
1518.00,-38.02
1521.00,-40.52
1523.00,-3.47
1525.00,-32.18
1526.00,-6.10
1535.00,12.65
1536.00,0.89
1537.00,64.80
1538.00,-65.45
1546.00,20.40
1547.00,-20.26
1549.00,34.30
1550.00,20.43
1551.00,16.02
1556.00,-75.12
1558.00,4.16
1559.00,-31.45
1560.00,25.95
1562.00,53.04
1566.00,-55.55
1568.00,0.94
1570.00,50.98
1571.00,-86.43
1572.00,24.93
1575.00,38.39
1576.00,-6.35
1577.00,3.04
1582.00,26.90
1600.00,44.40
1618.00,-21.52
1619.00,5.83
1619.00,42.32
1905.00,47.23
1909.00,174.95
1910.00,37.61
1911.00,100.60
1912.00,76.64
1916.00,-17.98
1919.00,-98.91
1922.00,-31.58
1924.00,209.04
1926.00,42.96
1936.00,138.57
2051.00,62.89
2052.00,-42.46
2057.00,15.56
2059.00,-26.45
2066.00,29.45
2068.00,39.76
2071.00,246.22
2072.00,169.83
2194.00,92.93
2203.00,-25.02
2204.00,-109.03
2205.00,9.97
2209.00,-33.14
2210.00,16.11
2211.00,-100.91
2212.00,-21.88
2213.00,-37.97
2215.00,25.77
2217.00,61.86
2218.00,30.65
2221.00,156.41
2222.00,40.79
2223.00,-21.44
2224.00,9.66
2225.00,-13.51
2226.00,59.45
2227.00,72.43
2230.00,1.95
2231.00,47.78
2232.00,5.42
2233.00,7.02
2236.00,3.12
2237.00,-33.14
2240.00,-14.94
2241.00,4.46
2244.00,-10.82
2266.00,208.78
2267.00,118.10
2270.00,-131.26
2272.00,-67.28
2278.00,250.66
2281.00,-11.06
2282.00,105.75
2290.00,35.28
2291.00,-116.52
2292.00,62.40
2294.00,2.24
2297.00,43.50
2299.00,-34.35
2300.00,50.27
2301.00,3.75
2303.00,-15.89
2304.00,-17.99
2307.00,13.85
2310.00,53.15
2317.00,-5.12
2319.00,39.71
2321.00,-29.50
2322.00,-138.42
2323.00,93.09
2333.00,-19.15
2351.00,154.03
2357.00,39.69
2359.00,-100.28
2377.00,-48.17
2416.00,-168.46
2426.00,43.72
2427.00,-138.04
2428.00,-37.12
2430.00,-75.95
2431.00,-41.17
2433.00,-110.41
2434.00,-83.32
2435.00,148.72
2441.00,-48.03
2443.00,45.80
2444.00,63.57
2445.00,21.68
2446.00,5.58
2447.00,13.10
2448.00,93.11
2450.00,-88.31
2452.00,122.79
2454.00,226.91
2455.00,6.99
2456.00,83.72
2460.00,-35.70
2461.00,8.17
2463.00,-30.54
2464.00,32.52
2466.00,-53.72
2469.00,-15.37
2472.00,-7.23
2474.00,61.11
2476.00,44.23
2477.00,21.41
2479.00,23.93
2481.00,9.34
2484.00,-13.85
2487.00,148.52
2489.00,2.41
2490.00,2.88
2491.00,-13.29
2501.00,-187.89
2502.00,45.39
2504.00,-58.88
2506.00,-81.41
2508.00,-59.40
2512.00,-114.53
2515.00,36.89
2516.00,66.69
2517.00,51.07
2549.00,38.32
2550.00,131.17
2556.00,-14.38
2740.00,-93.55
2743.00,12.56
2753.00,84.19
2757.00,210.00
2760.00,61.53
2762.00,-2.90
2764.00,-64.76
2765.00,-31.07
2766.00,-3.60
2767.00,18.90
2769.00,-10.33
2770.00,37.02
2771.00,-11.25
2772.00,39.92
2773.00,-67.41
2774.00,7.44
2783.00,-19.11
2790.00,76.83
2792.00,82.95
2794.00,30.42
2795.00,-54.50
2799.00,12.89
2800.00,-52.49
2802.00,15.88
2805.00,-19.89
2807.00,-82.61
2814.00,8.61
2817.00,1.17
2824.00,43.27
2827.00,7.35
2829.00,-39.11
2831.00,4.79
2832.00,19.37
2840.00,-78.89
2843.00,25.41
2858.00,104.52
2862.00,-100.00
2863.00,29.53
2864.00,12.17
2865.00,83.90
2871.00,42.02
2872.00,-24.92
2873.00,-38.18
2875.00,-57.08
2876.00,56.60
2890.00,-2.73
2894.00,37.92
2895.00,-21.94
2896.00,19.16
2900.00,62.83
2901.00,-181.54
2902.00,20.17
2903.00,78.71
2904.00,63.99
2907.00,-5.57
2908.00,-8.35
2911.00,61.75
2913.00,-38.56
2915.00,-6.39
2916.00,-0.62
2917.00,-48.38
2920.00,-86.15
2921.00,-9.59
2923.00,-50.61
2958.00,-140.31
2969.00,-101.11
2990.00,-30.33
3030.00,-37.80
3032.00,7.96
3036.00,-67.93
3037.00,-73.83
3042.00,8.07
3043.00,-94.64
3044.00,-31.71
3049.00,27.22
3052.00,147.94
3053.00,108.00
3060.00,-63.61
3062.00,23.35
3065.00,-182.95
3068.00,81.12
3071.00,-38.76
3076.00,3.32
3077.00,85.91
3078.00,33.02
3079.00,167.20
3080.00,-32.37
3083.00,-56.71
3125.00,53.72
3126.00,-53.78
3127.00,-1.35
3129.00,26.23
3134.00,56.73
3137.00,117.72
3138.00,22.70
3145.00,-189.51
3155.00,-4.38
3163.00,-26.34
3178.00,-104.84
3194.00,177.16
3213.00,-283.19
3215.00,138.69
3216.00,60.02
3217.00,24.91
3219.00,-62.91
3220.00,-1.01
3223.00,17.95
3225.00,14.53
3228.00,160.34
3229.00,80.29
3234.00,-82.16
3237.00,108.49
3239.00,-41.46
3246.00,-48.12
3274.00,-9.31
3275.00,-62.03
3276.00,42.78
3277.00,24.71
3350.00,54.65
3374.00,-59.94
3377.00,-122.54
3403.00,50.41
3409.00,205.86
3420.00,18.54
3424.00,-21.84
3425.00,-176.13
3431.00,54.06
3441.00,11.28
3449.00,101.56
3450.00,-96.31
3452.00,87.18
3453.00,-69.96
3456.00,113.25
3458.00,25.81
3461.00,42.09
3466.00,60.06
3470.00,-50.07
3473.00,178.20
3476.00,228.12
3481.00,165.44
3487.00,92.14
3489.00,-63.37
3575.00,177.31
3579.00,154.86
3582.00,110.98
3583.00,216.43
3587.00,-2.78
3588.00,30.48
3590.00,-39.16
3627.00,77.46
3631.00,23.32
3632.00,3.13
3633.00,29.75
3635.00,-22.61
3657.00,30.60
3670.00,-39.84
3677.00,-6.10
3679.00,128.85
3680.00,40.51
3684.00,-29.82
3688.00,82.02
3697.00,48.00
3699.00,63.18
3701.00,28.33
3721.00,36.69
3722.00,-22.84
3746.00,-92.47
3780.00,129.27
3781.00,4.05
3823.00,62.46
3846.00,10.14
3847.00,36.55
3849.00,65.43
3850.00,133.62
3851.00,-4.18
3853.00,71.03
3863.00,93.63
3897.00,53.84
3936.00,18.11
3939.00,-11.92
3949.00,-1.68
3950.00,96.96
3952.00,124.90
3954.00,6.23
3955.00,57.18
3956.00,-143.56
3958.00,-24.78
3961.00,4.85
3962.00,62.89
3963.00,-57.24
3965.00,40.14
3967.00,-31.62
3969.00,-21.79
3971.00,62.18
3973.00,-20.02
3975.00,-6.79
3983.00,-19.30
3984.00,-9.71
3986.00,88.32
3988.00,118.28
3990.00,99.33
4028.00,65.22
4072.00,-71.41
4076.00,-274.47
4106.00,135.27
4165.00,123.65
4166.00,11.43
4167.00,35.38
4173.00,2.47
4174.00,-57.82
4176.00,65.05
4177.00,18.04
4183.00,-22.68
4184.00,55.90
4188.00,50.38
4189.00,14.28
4190.00,-55.17
4192.00,33.41
4195.00,-11.75
4196.00,25.76
4197.00,-21.10
4200.00,-92.20
4202.00,148.38
4204.00,3.19
4205.00,-19.48
4208.00,51.09
4214.00,-124.85
4216.00,-90.97
4217.00,-55.75
4218.00,-94.93
4219.00,0.62
4221.00,-86.40
4224.00,-9.64
4225.00,107.52
4226.00,100.67
4227.00,53.50
4228.00,-2.09
4229.00,-148.56
4232.00,8.75
4237.00,43.03
4241.00,-25.71
4249.00,-1.24
4253.00,-56.20
4254.00,25.26
4255.00,92.29
4258.00,-2.47
4259.00,15.81
4260.00,-43.63
4261.00,-8.80
4262.00,1.38
4263.00,34.21
4264.00,-30.05
4265.00,108.68
4266.00,-87.84
4267.00,-20.62
4268.00,-97.95
4281.00,-36.57
4282.00,-1.08
4288.00,-47.82
4298.00,63.25
4303.00,12.56
4304.00,-5.58
4307.00,76.03
4308.00,-10.88
4309.00,-23.47
4311.00,35.29
4312.00,18.30
4313.00,-57.35
4320.00,25.87
4321.00,63.73
4323.00,-23.20
4326.00,-100.10
4327.00,-47.38
4329.00,26.33
4331.00,77.98
4332.00,-67.31
4334.00,22.35
4335.00,-6.74
4336.00,31.00
4337.00,36.83
4341.00,-59.89
4342.00,113.00
4343.00,-151.13
4345.00,-112.00
4346.00,-25.07
4351.00,-30.36
4353.00,-31.27
4354.00,-56.76
4355.00,-76.80
4357.00,-172.68
4359.00,203.31
4362.00,29.79
4367.00,87.90
4368.00,33.61
4369.00,-44.91
4372.00,-110.45
4372.00,101.13
4373.00,-5.56
4375.00,34.95
4379.00,274.07
4380.00,4.12
4384.00,89.01
4389.00,31.29
4392.00,-14.34
4395.00,262.11
4398.00,19.95
4400.00,30.87
4401.00,-133.47
4402.00,-25.17
4405.00,-178.65
4412.00,-31.68
4413.00,-78.86
4419.00,-25.01
4421.00,-52.82
4422.00,-33.08
4424.00,-33.33
4425.00,28.39
4432.00,49.20
4433.00,313.87
4436.00,-82.09
4438.00,-105.27
4440.00,-19.81
4442.00,-17.78
4443.00,-11.94
4444.00,-2.32
4445.00,24.42
4446.00,72.82
4447.00,7.21
4448.00,43.95
4449.00,-89.50
4451.00,-7.27
4452.00,-4.90
4453.00,-6.48
4454.00,33.10
4455.00,24.20
4456.00,103.91
4458.00,-16.69
4459.00,-27.86
4460.00,6.11
4463.00,65.80
4465.00,59.43
4466.00,-3.13
4467.00,-48.26
4468.00,14.85
4470.00,9.05
4471.00,-26.95
4473.00,-4.14
4475.00,-51.57
4476.00,-14.28
4477.00,-30.07
4484.00,-133.16
4485.00,17.74
4487.00,2.09
4488.00,43.11
4489.00,15.39
4490.00,2.36
4491.00,-54.43
4492.00,44.34
4495.00,19.99
4499.00,17.38
4500.00,10.39
4501.00,0.04
4502.00,-57.96
4508.00,23.29
4509.00,5.66
4510.00,1.94
4511.00,58.68
4513.00,15.45
4515.00,-78.67
4518.00,-87.83
4519.00,-81.64
4525.00,37.04
4528.00,-54.02
4529.00,87.52
4531.00,-18.19
4532.00,-24.51
4533.00,1.34
4534.00,-22.68
4539.00,-99.72
4540.00,-33.38
4541.00,-40.50
4543.00,93.58
4544.00,4.28
4546.00,-103.90
4550.00,66.48
4555.00,141.17
4556.00,-100.78
4561.00,87.35
4562.00,33.09
4568.00,228.08
4569.00,-29.46
4571.00,94.94
4575.00,2.49
4576.00,26.46
4577.00,74.03
4578.00,50.72
4579.00,-25.71
4580.00,-20.00
4581.00,-10.39
4582.00,-13.85
4583.00,-39.97
4584.00,27.59
4585.00,-53.97
4586.00,-88.48
4589.00,-37.09
4591.00,-48.66
4592.00,72.03
4593.00,25.67
4595.00,41.59
4596.00,-15.47
4598.00,66.47
4600.00,-13.27
4601.00,2.44
4602.00,92.03
4604.00,50.22
4605.00,-25.92
4607.00,6.02
4608.00,-49.61
4610.00,60.41
4631.00,-53.32
4634.00,-6.84
4635.00,60.52
4636.00,-27.88
4638.00,92.63
4643.00,-19.69
4644.00,288.87
4651.00,-69.79
4652.00,-86.51
4654.00,-41.61
4670.00,65.47
4677.00,75.36
4686.00,67.44
4708.00,-28.72
4715.00,-105.35
4737.00,54.73
4742.00,-29.02
4815.00,-25.59
4850.00,55.78
4859.00,-58.59
4870.00,113.38
4873.00,-18.85
4877.00,117.76
4878.00,-60.13
4880.00,8.25
4890.00,70.59
4892.00,-29.92
4893.00,59.98
4895.00,34.52
4900.00,16.44
4936.00,-28.42
4941.00,-53.93
4945.00,-3.85
4946.00,-83.18
4949.00,-58.12
4954.00,326.64
4960.00,96.14
4964.00,381.79
4967.00,28.26
4968.00,-20.87
4969.00,83.58
4970.00,-99.38
4977.00,8.33
4978.00,0.49
4985.00,29.08
4994.00,-20.73
4995.00,-20.00
4996.00,-25.71
4997.00,-25.71
5023.00,-32.12
5025.00,101.82
5029.00,-24.03
5030.00,197.30
5069.00,59.20
5070.00,-96.95
5071.00,90.60
5072.00,-55.41
5074.00,53.07
5075.00,11.15
5077.00,11.44
5079.00,154.40
5080.00,59.86
5081.00,-86.18
5082.00,-100.01
5084.00,8.24
5091.00,46.28
5092.00,-261.68
5096.00,24.78
5101.00,-72.93
5109.00,9.92
5112.00,-13.80
5113.00,-86.94
5114.00,-11.08
5119.00,-21.95
5124.00,63.46
5129.00,-75.14
5132.00,47.53
5133.00,-20.47
5134.00,-55.14
5136.00,-11.90
5138.00,133.11
5141.00,3.17
5147.00,110.58
5148.00,39.39
5150.00,138.49
5151.00,-64.99
5153.00,-7.50
5161.00,126.81
5162.00,-84.92
5170.00,54.99
5174.00,79.03
5175.00,-8.49
5177.00,-108.40
5190.00,225.21
5192.00,59.38
5193.00,-27.84
5195.00,-3.51
5199.00,-47.07
5203.00,40.96
5206.00,13.79
5207.00,168.95
5208.00,-5.82
5215.00,-20.00
5217.00,72.31
5221.00,234.81
5222.00,-71.48
5223.00,28.26
5227.00,-60.93
5235.00,97.45
5237.00,-8.21
5243.00,-104.82
5244.00,-66.90
5245.00,15.30
5248.00,-41.57
5249.00,96.66
5260.00,348.98
5261.00,109.90
5265.00,-26.54
5268.00,26.71
5276.00,58.82
5279.00,82.60
5281.00,-126.09
5293.00,-2.47
5384.00,29.75
5387.00,24.49
5441.00,155.34
5457.00,148.39
5458.00,253.83
5459.00,-79.74
5467.00,47.99
5473.00,-10.58
5499.00,15.56
5500.00,50.95
5501.00,-118.20
5505.00,-31.68
5510.00,16.88
5511.00,93.53
5512.00,-95.72
5513.00,-16.12
5514.00,-40.40
5520.00,171.01
5522.00,-2.86
5523.00,-22.73
5525.00,43.55
5526.00,61.60
5530.00,-3.81
5531.00,-163.87
5534.00,-162.18
5537.00,-58.32
5544.00,12.36
5546.00,1.48
5547.00,77.52
5548.00,-73.65
5549.00,100.94
5551.00,9.38
5552.00,-150.23
5553.00,-77.16
5555.00,-21.82
5558.00,-1.48
5562.00,-118.85
5563.00,48.99
5565.00,50.38
5566.00,-386.44
5567.00,-36.37
5569.00,27.70
5570.00,-122.58
5571.00,-289.37
5572.00,63.89
5574.00,-7.61
5580.00,0.99
5582.00,-74.84
5583.00,-52.88
5584.00,8.61
5585.00,-18.60
5586.00,-58.58
5587.00,19.96
5588.00,149.81
5591.00,34.30
5595.00,101.96
5596.00,149.59
5598.00,31.21
5599.00,-11.06
5600.00,-162.99
5601.00,122.89
5602.00,80.09
5606.00,-127.99
5607.00,-20.76
5609.00,-86.33
5612.00,244.22
5613.00,-75.90
5614.00,-91.24
5615.00,-15.58
5616.00,31.77
5617.00,-93.55
5618.00,-9.04
5620.00,-56.91
5621.00,39.43
5622.00,59.88
5626.00,35.28
5633.00,79.30
5634.00,-109.79
5635.00,135.37
5636.00,36.58
5638.00,44.60
5640.00,-1.59
5641.00,-48.99
5643.00,-35.35
5644.00,-43.22
5646.00,122.82
5648.00,27.83
5650.00,39.65
5652.00,-96.87
5653.00,-1.49
5654.00,9.37
5655.00,79.05
5656.00,-35.38
5657.00,-35.02
5662.00,-8.78
5663.00,-116.21
5664.00,3.71
5668.00,-33.68
5669.00,2.87
5670.00,-0.24
5673.00,-35.53
5674.00,-58.74
5676.00,-23.42
5677.00,-79.45
5679.00,-36.98
5681.00,4.69
5682.00,-116.55
5683.00,-3.28
5684.00,-44.99
5686.00,77.25
5687.00,-101.76
5688.00,-123.93
5692.00,-18.69
5693.00,-107.31
5696.00,-26.75
5697.00,-28.01
5699.00,33.25
5700.00,-4.99
5701.00,45.01
5702.00,21.50
5703.00,-11.08
5704.00,-9.49
5705.00,-95.65
5706.00,-26.01
5708.00,-24.19
5709.00,44.06
5710.00,-29.04
5711.00,37.25
5712.00,-49.41
5713.00,33.66
5714.00,-12.84
5715.00,76.20
5716.00,-8.54
5718.00,21.50
5719.00,51.88
5720.00,-88.54
5721.00,33.22
5722.00,11.41
5723.00,-25.56
5724.00,-81.57
5725.00,-94.32
5726.00,-50.57
5727.00,-70.83
5728.00,-79.92
5729.00,-60.53
5730.00,-109.33
5731.00,-3.48
5732.00,-35.25
5734.00,32.53
5735.00,22.12
5737.00,-243.20
5739.00,-78.62
5740.00,-32.67
5741.00,-31.07
5742.00,32.97
5743.00,-11.05
5748.00,101.06
5749.00,49.11
5750.00,51.47
5751.00,91.18
5751.00,66.41
5753.00,-101.38
5754.00,-17.93
5755.00,-22.32
5756.00,88.60
5758.00,1.02
5759.00,13.68
5760.00,-12.18
5761.00,-12.13
5762.00,-81.08
5766.00,-42.49
5767.00,142.43
5768.00,88.64
5770.00,-14.22
5775.00,-100.14
5780.00,-26.83
5781.00,-84.20
5782.00,20.24
5783.00,-24.30
5785.00,-18.04
5790.00,-120.08
5792.00,40.55
5793.00,41.74
5794.00,75.20
5795.00,-70.76
5797.00,44.69
5799.00,-47.65
5804.00,-17.19
5805.00,-44.36
5806.00,-11.58
5807.00,14.42
5808.00,-22.85
5809.00,-71.27
5811.00,-12.03
5812.00,6.73
5814.00,45.99
5818.00,89.61
5820.00,6.32
5821.00,46.17
5826.00,11.39
5829.00,149.79
5831.00,89.23
5868.00,8.05
5873.00,79.97
5883.00,52.92
5886.00,68.93
5892.00,-17.87
5895.00,96.97
5951.00,-39.40
5990.00,20.51
5992.00,-25.71
5993.00,-25.71
5995.00,-25.71
6019.00,20.77
6027.00,96.06
6028.00,43.47
6031.00,-60.79
6033.00,59.50
6038.00,2.91
6039.00,144.32
6041.00,-12.63
6044.00,12.51
6056.00,18.97
6057.00,74.63
6058.00,-18.29
6062.00,55.34
6066.00,0.62
6067.00,16.19
6071.00,14.87
6078.00,-27.19
6080.00,50.97
6082.00,98.44
6083.00,25.02
6087.00,-2.25
6088.00,-98.99
6089.00,-40.16
6090.00,93.94
6093.00,70.17
6122.00,58.76
6123.00,124.27
6124.00,21.56
6138.00,14.39
6138.00,-30.70
6141.00,-1.10
6142.00,-296.63
6145.00,48.59
6146.00,-49.28
6187.00,145.81
6194.00,111.19
6197.00,-20.22
6199.00,-2.14
6202.00,6.07
6205.00,-7.62
